Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Max_Value,Total_Contract_Months,Remaining_Contract_Months,SumOfTransactionAmt
4537ELEC,A14045,JACK COHEN & COMPANY INCORPORATED Bid# 4537ELEC,20121228,,PW,JACK COHEN & COMPANY INCORPORATED,POLICE,"$57,630.00",,,100
4545ELEC,144052,"Electrical Closet Upgrade @ City Hall, Phila PA",20140221,,PW,SCHLEIG ELECTRIC INCORPORATED,PUBLIC PROPERTY,"$68,418.75",,,20122.2
4545GCON,144053,Electrical Closet Upgrade @ City Hall,20140211,,PW,MURPHY QUIGLEY COMPANY,PUBLIC PROPERTY,"$1,393,575.00",,,495951.75
4694GC,E44081,"PANNULLA CONSTRUCTION CO., INC. Bid# 4694GC",20140625,,PW,"PANNULLA CONSTRUCTION CO., INC.",PUBLIC PROPERTY,"$38,000.00",,,4869.83
4799GC,C44032,MURPHY QUIGLEY COMPANY Bid# 4799GC,20140606,,PW,MURPHY QUIGLEY COMPANY,FIRE,"$136,986.00",,,129910.63
4799GCON,144032,"Structural Renovations at Engine 16, 51, 62 and 70. Phila, PA (Partial Certification)",20131021,,PW,MURPHY QUIGLEY COMPANY,FIRE,"$60,000.00",,,48263.45
4799PLUM,144018,"Structural Renovations at Engine 16, 51, 62 and 70. Phila, PA",20131101,,PW,DOMENIC DIDONATO PLUMBING & HEATING INC,FIRE,"$73,950.00",,,5354.99
4821MECH,C34022,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4821MECH,20130606,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,OFFICE OF SUPPORTIVE HOUSING,"$84,707.00",,,31468.2
4882AS,T34120,ASSOCIATED SPECIALTY CONTRACTING Bid# 4882AS,20140616,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$130,000.00",,,54886.2
4882ASBT,A34120,ASSOCIATED SPECIALTY CONTRACTING Bid# 4882ASBT,20130927,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$120,000.00",,,64373.53
4972GCON,A24108,DONATO SPAVENTA & SONS INCORPORATED Bid# 4972GCON,20130307,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$39,310.67",,,41582.86
4972PLUM,124106,"Pleasant Playground - New Building and Playground Phila, PA (Partial Certification)",20120622,,PW,SANTAPAUL CORP,RECREATION,"$124,861.00",,,11131.3
4995ELEC,144068,"Site Improvements at Shevchenko Park, North Broad St &Sommerville Ave, Phila PA (Partially State Funded)",20131223,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$121,536.11",,,61479.9
4995GCON,144069,"Site Improvements at Shevchenko Park North Broad St & Sommerville Ave, Phila PA",20131216,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$349,228.04",,,104211
526524  ,150031,INNOVATIVE PRINTING SYSTEMS INC         Bid # 526524  ,20140701,20150630,,INNOVATIVE PRINTING SYSTEMS INC         ,SS&E,"$1,315,000.00",  ,,"$96,741.78"
6907,B14006,DANIEL J KEATING COMPANY Bid# 6907,20130909,,PW,DANIEL J KEATING COMPANY,COMMERCE,"$600,000.00",,,188285.21
6931,124007,"Satellite Thermal Plant Cooling Tower Replacement & Mechanical RM 14 Rehab Phila, PA",20111222,,PW,FIVE STAR INC,COMMERCE,"$3,125,000.00",,,77842.86
6937,124017,"Rehabilition of Runway 9L-27R & Connector Taxiways, at the Phila. International Airport. (Federally Funded)",20120131,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$10,862,431.00",,,356407.25
6944,A34052,A P CONSTRUCTION COMPANY Bid# 6944,20140212,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$4,990,555.98",,,1466389.67
6945,134038,"Sign Structure & Sign Light Improvements @ Phila Internat'l Airport, Phila PA",20121207,,PW,ANTHONY BIDDLE CONTRACTORS INC,COMMERCE,"$1,700,000.00",,,47310.85
6948,144016,"Extension of Taxiway K @ Phila Intern'l Airport, Phila PA (Fed Funded)",20131025,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,COMMERCE,"$9,271,384.00",,,6288619.9
6950ELB,B24104,BITTENBENDER CONSTRUCTION CO Bid# 6950ELB,20131007,,PW,BITTENBENDER CONSTRUCTION CO,COMMERCE,"$350,000.00",,,553.17
6956,B34094,TRI STATE DREDGING Bid# 6956,20131024,,PW,TRI STATE DREDGING,COMMERCE,"$645,892.00",,,63005.29
6958,144030,"On Call Pavement Repair Contract @ the Philadelphia International Airport, (Partial Certification) Phila PA",20130926,,PW,GROUND PENETRATION & RESTORATION INC,COMMERCE,"$250,000.00",,,510474.71
6959EL,D34091,JACK COHEN & COMPANY INCORPORATED Bid# 6959EL,20140523,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$540,647.00",,,582444.03
6959ELB,C34091,JACK COHEN & COMPANY INCORPORATED Bid# 6959ELB,20140328,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$400,000.00",,,4447.57
6960ELB,134092,EDWARD J MELONEY INCORPORATED Bid# 6960ELB,20130419,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$150,000.00",,,55051.1
6962,144021,"Electrical Work Associated with Signage Upgrade to Modernize & Standardize Wayfinding & Info Signs, Phila International Airport, Phila. PA",20130904,,PW,E J ELECTRIC INCORPORATED,COMMERCE,"$237,600.00",,,30532.5
6963,144025,"Improvements to Existing Mechanical Facilities Phase 2 - Central Utility Building, Phila PA",20130919,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$2,575,100.00",,,1760615.42
6964,144020,"GCON Work Associated with Signage Upgrade to Modernize & Standardize Wayfinding & Info Signs, Phila PA",20130904,,PW,ROCKPORT CONSTRUCTION COMPANY INC,COMMERCE,"$3,051,070.00",,,572124.21
6965,144103,On Call General Construction Requirements. Phila PA,20140610,,PW,HUNTER ROBERTS CONSTRUCTION GROUP,COMMERCE,"$2,000,000.00",,,42858.71
6966ELB,B44041,MASON BUILDING GROUP INC Bid# 6966ELB,20140829,,PW,MASON BUILDING GROUP INC,COMMERCE,"$3,373,325.00",,,790480.08
8019,144124,"Mangual - Master Demolition Bid Program - Bid over $75,000.00",20140607,,PW,MANGUAL EXCAVATIONS LLC,LICENSES & INSPECTIONS,"$83,400.00",,,83400
8022,144143,"USA Environmental--Master Demolition Bid Program - Bid over $75,000.00",20140626,,PW,USA ENVIRONMENTAL MANAGEMENT INC,LICENSES & INSPECTIONS,"$223,670.00",,,223670
A3Z59360,140246,Engine and Transmission Repair,20140201,20150131,SSE,PENN DETROIT DIESEL ALLISON LLC         ,SS&E,"$32,000.01",33,,
A3Z59360,140247,Engine and Transmission Repair,20140201,20150131,SSE,MARDINLY INDUSTRIAL POWER LLC           ,SS&E,"$54,295.00",33,,
A3Z59360,140248,Engine and Transmission Repair,20140201,20150131,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$35,150.00",33,,
A4XL8400,140275,Supervision and Technical Services for the Process Control Computer System,20140317,20150316,SSE,SHINGLE & GIBB CO                       ,SS&E,"$157,445.00",36,,"$1,696.50"
A4Z60230,150042,Ammunition,20140701,20150630,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$108,675.00",31,,
B2VW480L,120304,Sigma Aldrich Reagent Cartridges,20120401,20150331,SSE,CEN MED ENTERPRISES                     ,SS&E,"$68,250.00",36,12,
CPA01-01,140194,DELL MARKETING L P                      Bid # CPA01-01,20131201,20141231,,DELL MARKETING L P                      ,SS&E,"$500,000.00",  ,,"$21,901.73"
CPA01-01,140249,DELL MARKETING L P                      Bid # CPA01-01,20140123,20150123,,DELL MARKETING L P                      ,SS&E,"$2,200,000.00",24,,"$629,663.53"
E-ORDER ,150094,WEST ROOFING SYSTEMS INC                Bid # E-ORDER ,20141101,20141231,,WEST ROOFING SYSTEMS INC                ,SS&E,"$35,872.80",  ,,
PEPPM   ,120193,XEROX CORP                              Bid # PEPPM   ,20111121,20141231,,XEROX CORP                              ,SS&E,"$5,381,000.00",  ,,"$383,697.46"
PEPPM201,140065,MYTHICS INC                             Bid # PEPPM201,20130701,20141231,,MYTHICS INC                             ,SS&E,"$4,700,000.00",  ,,"$1,613,001.06"
S0XZ1300,100328,Juniper Switches,20100601,20141130,SSE,P C SPECIALISTS INC                     ,SS&E,"$13,000,000.00",36,00,"$3,432,008.00"
S0XZ140S,100169,Intranet Quorum (IQ) CRM Software,20090901,20150630,SSE,LOCKHEED MARTIN DESKTOP SOLUTIONS INC   ,SS&E,"$328,292.08",07,00,
S0XZ1420,A10019,DECISIVE BUSINESS SYSTEMS ACQUISITION LLBid # S0XZ1420,20131217,20141231,,DECISIVE BUSINESS SYSTEMS ACQUISITION LL,SS&E,"$795,000.00",36,00,"$17,076.50"
S0YB5030,090418,"Rental of Immunochemistry Analyzer System & Reagents, Consumables & Supplies",20090601,20141231,SSE,SIEMENS HEALTHCARE DIAGNOSTICS INC      ,SS&E,"$1,300,220.50",36,00,"$37,251.50"
S1OO2730,110274,Repair Clamps,20110401,20141231,SSE,SMITH BLAIR INC                         ,SS&E,"$500,393.82",33,00,
S1OO2780,110308,Ductile Iron Pipe,20110401,20150331,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$2,630,000.00",36,00,"$116,602.73"
S1QG828S,110300,Purchase of Model DI950 Folding & Inserting System,20110401,20150331,SSE,PITNEY BOWES INC                        ,SS&E,"$343,258.60",36,00,"$135,961.00"
S1QM2230,110109,Service Contract for Outboard Engines in Marine Unit,20101101,20150131,SSE,NEWPORT MARINE INC                      ,SS&E,"$280,001.00",36,03,"$3,133.63"
S1QM2250,110121,Ribbons & Paper Packs,20101201,20141130,SSE,H P I INTERNATIONAL INC                 ,SS&E,"$455,795.86",36,00,"$1,480.00"
S1QM226S,A10208,LIFE TECHNOLOGIES CORP                  Bid # S1QM226S,20110201,20150131,,LIFE TECHNOLOGIES CORP                  ,SS&E,"$643,605.05",36,00,"$6,671.79"
S1QM2270,110206,Glock Pistols,20110301,20150228,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$763,776.50",36,00,"$9,816.00"
S1QM2280,110229,Identification Wrist Bands & Accessories,20110201,20150131,SSE,IRIS LTD INC                            ,SS&E,"$305,962.50",36,00,"$22,755.00"
S1QM2310,110305,Gunsmithing Tools & Care & Cleaning Supplies,20110601,20150531,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$75,780.00",36,00,"$4,139.20"
S1QO371S,912797,CONCOURSE ELECTRIC SERVICE,19900701,20150630,SSE,SOUTHEASTERN PA TRANSPORTATION AUTHORITY,SS&E,"$69,250,677.10",12,,
S1VW476S,100308,"Teledyne Geotech & Met One Meterological Instrumentation, Parts and Labor",20100701,20141231,SSE,MET ONE INSTRUMENTS                     ,SS&E,"$160,000.01",36,00,
S1VZ3530,110319,Overhead Door and Gate Supplies,20110501,20150430,SSE,ABSTRACT OVERHEAD DOOR CO INC           ,SS&E,"$100,000.00",36,00,"$22,205.78"
S1VZ6000,110097,Internet Access Service,20100701,20150228,SSE,CAVALIER TELEPHONE MID ATLANTIC LLC     ,SS&E,"$2,707,420.00",36,00,"$99,075.00"
S1WJ7700,110195,Monthly Maintenance of Central Library HVAC System,20110201,20150131,SSE,ELLIOTT LEWIS CORP                      ,SS&E,"$753,410.00",36,00,"$25,851.93"
S1WQ281S,110242,Orasure and Oraquick Advance Rapid HIV Test Devices and Controls,20110401,20150331,SSE,ORASURE TECHNOLOGIES INC                ,SS&E,"$4,094,500.00",36,00,"$479,683.23"
S1WZ6590,110279,Uninterrupted Power Supply Service & Repair,20110501,20150430,SSE,CHARLES W ROMANO CO                     ,SS&E,"$191,800.00",36,00,
S1XL8140,110216,HVAC Repair Service and Parts,20101224,20141224,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$32,150.00",36,00,
S1XN8830,110245,Street Lists Printing for Elections,20110401,20150331,SSE,BARTON & COONEY LLC                     ,SS&E,"$230,001.00",36,00,
S1XR721S,110022,CME Software Annual Maintenenace,20100701,20141231,SSE,VERTIQ SOFTWARE L L C                   ,SS&E,"$100,001.00",36,00,
S1XT6800,110328,"Van, Compact, Electric Drive",20110601,20150531,SSE,PACIFICO FORD INC                       ,SS&E,"$94,347.48",36,00,
S1XW9220,110312,Resin Cartridge Exchanges and Filters,20110501,20150430,SSE,RES KEM LLC                             ,SS&E,"$90,001.00",36,00,"$1,809.09"
S1XZ188S,110290,Maintenance Service for Supervisory Control and Data Acquisition (SCADA) System and Related Equipment,20110501,20150430,SSE,H S Q TECHNOLOGY                        ,SS&E,"$357,508.00",36,00,"$9,417.00"
S1YC470S,110307,Traffic Signal Equipment,20110601,20150228,SSE,IMAGE COMPONENTS INC                    ,SS&E,"$600,076.80",33,00,"$1,734.00"
S1YL5180,A10238,ARORA SYSTEMS GROUP LLC                 Bid # S1YL5180,20110301,20141130,,ARORA SYSTEMS GROUP LLC                 ,SS&E,"$80,001.00",36,00,"$3,748.34"
S1YL5190,A10037,RUMSEY ELECTRIC CO                      Bid # S1YL5190,20101201,20141130,,RUMSEY ELECTRIC CO                      ,SS&E,"$800,000.00",36,00,"$254,281.14"
S1YL523S,110177,Maintenance and Repair of Grinnell Fire Alarm System,20101201,20141130,SSE,SIMPLEXGRINNELL LP                      ,SS&E,"$1,234,942.00",36,00,"$66,195.05"
S1YL6700,110138,Leaf and Yard Waste Recycling,20101101,20150131,SSE,DELAWARE VALLEY RECYCLING INC           ,SS&E,"$214,200.00",36,00,"$5,159.70"
S1YL6720,110183,Repair of CCTV Systems,20110301,20150228,SSE,CHARLES W ROMANO CO                     ,SS&E,"$90,001.00",36,00,
S1YL6750,110332,Sweep Officers Uniforms & Accessories,20110601,20150531,SSE,AMERICAN UNIFORM SALES INC              ,SS&E,"$253,017.75",36,00,"$9,828.80"
S1YN1760,110150,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20110201,20150131,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC   ,SS&E,"$100,000.00",36,00,"$1,892.00"
S1YN1760,110151,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20100201,20150131,SSE,SERVICE TIRE TRUCK CENTERS              ,SS&E,"$200,000.00",36,00,$984.00
S1YN1770,110171,Repairs to Overhead Exhaust Ventilation Systems,20110301,20150228,SSE,CHARLES W ROMANO CO                     ,SS&E,"$140,220.00",36,00,"$12,066.45"
S1YN1780,110202,Inspection/Maintenance of Samsco Water Evaporator,20110401,20150331,SSE,CHARLES W ROMANO CO                     ,SS&E,"$30,001.00",36,00,"$1,950.00"
S1YN1790,110207,Maintenance/Repair of JBI Spray Paint Booths,20100401,20150331,SSE,CHARLES W ROMANO CO                     ,SS&E,"$30,001.00",36,00,"$2,474.64"
S1YN180S,110235,Rental of Trailers,20110401,20150331,SSE,HECHT TRAILERS LLC                      ,SS&E,"$97,000.00",36,00,"$4,296.95"
S1YN182S,A10240,OPUS INSPECTION INC                     Bid # S1YN182S,20110401,20150331,,OPUS INSPECTION INC                     ,SS&E,"$145,603.00",36,00,
S1YN1830,110210,Heavy Duty Vehicle Washing,20110401,20150331,SSE,FISHTOWN FLEET WASH INC                 ,SS&E,"$200,001.00",36,00,"$5,859.00"
S1YN1840,110196,Auto Upholstery Services,20110401,20150331,SSE,STATE GLASS & UPHOLSTERY INC            ,SS&E,"$255,655.00",36,00,"$5,700.00"
S1YN1850,110264,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$2,510,122.00",36,00,"$370,601.29"
S1YN1850,110265,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,ROBS AUTOMOTIVE & COLLISION CENTER INC  ,SS&E,"$275,001.00",36,00,
S1YN1860,120065,Repair & Safety Certification of Heavy Duty Trucks,20110701,20150630,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$500,206.00",36,00,"$7,158.79"
S1YN2550,110220,Testing and Repair of Emergency Medical Equipment,20110201,20150131,SSE,A KINGSBURY CO INC                      ,SS&E,"$190,000.01",36,00,
S1YN2590,110188,Direct Replacement Parts for Firefighting Equipment,20100201,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$376,710.00",36,00,"$14,769.60"
S1YN2590,110189,Direct Replacement Parts for Firefighting Equipment,20110201,20150131,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$195,455.00",36,00,$654.90
S1YN282S,110309,Repair of Hurst Power Tools and Equipment,20110501,20150430,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$182,080.00",36,00,"$8,777.00"
S1YN293S,110289,Mainenance and Repair of Cutters Edge Saws,20110328,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$100,000.00",36,00,
S1Z56650,110291,Uniform Apparel and Accessories,20110401,20150331,SSE,UNIFORM GEAR INC                        ,SS&E,"$847,000.00",36,00,"$17,702.66"
S1Z56650,110292,Uniform Apparel and Accessories,20110401,20150331,SSE,AMERICAN UNIFORM SALES INC              ,SS&E,"$2,900,000.00",36,00,"$130,702.05"
S1Z56690,110094,Maint & Monitoring of Burglar & Fire Alarm Systems  Schedule #152-03,20100901,20141130,SSE,FIDELITY BURGLAR & FIRE ALARM CO INC    ,SS&E,"$691,120.00",36,00,"$7,640.00"
S1Z56800,110218,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$1,830,692.58",36,00,"$105,496.28"
S1Z56800,110219,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,GEORGE F KEMPF SUPPLY CO INC            ,SS&E,"$1,200,000.00",36,00,"$96,045.04"
S1Z56800,A10218,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$249,111.00",36,00,"$3,324.75"
S1Z56810,110163,"Aggregate, Coarse & Fine",20110101,20141231,SSE,DYER QUARRY INC                         ,SS&E,"$2,670,482.00",36,00,"$138,579.71"
S1Z56810,110164,"Aggregate, Coarse & Fine",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$653,630.80",36,00,"$43,794.35"
S1Z56830,110217,"Elevator, Escalator and Dumbwaiter Maint & Repair Services for Various Locations",20110101,20141231,SSE,THYSSENKRUPP ELEVATOR CO                ,SS&E,"$2,200,000.00",36,12,"$70,167.50"
S1Z56840,110115,Directory Services,20110101,20141231,SSE,COLE INFORMATION SERVICES INC           ,SS&E,"$90,001.00",36,00,"$1,153.00"
S1Z56850,110131,"Work Gloves,  Schedule 1000",20110101,20141231,SSE,SAF T GARD INTERNATIONAL INC            ,SS&E,"$1,624,700.00",36,00,"$129,139.59"
S1Z56850,110132,"Work Gloves,  Schedule 1000",20110101,20141231,SSE,STAUFFER MANUFACTURING CO               ,SS&E,"$190,000.01",36,00,"$5,782.08"
S1Z56870,110149,"Maint Svc, Repair, Supplies & Parts for X-Ray Auto Processors & X-ray Machines",20110201,20150131,SSE,GARDEN STATE IMAGING INC                ,SS&E,"$385,840.00",36,00,"$12,042.04"
S1Z56880,110126,Crime Detection Supplies,20110201,20150131,SSE,TRI TECH FORENSICS INC                  ,SS&E,"$60,001.00",36,00,"$4,150.00"
S1Z56880,110127,Crime Detection Supplies,20110201,20150131,SSE,SIRCHIE ACQUISITION COMPANY LLC         ,SS&E,"$197,545.00",36,00,"$11,608.25"
S1Z56900,110182,Fire Extinguisher Service,20110201,20150131,SSE,PHILA & PA FIRE PROTECTION CO INC       ,SS&E,"$745,033.03",36,00,"$22,488.09"
S1Z56910,110248,"Fire Hydrants, Assemblies and Components",20110201,20150131,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$4,606,029.00",36,00,"$30,956.84"
S1Z56930,110146,Building Materials,20110201,20150131,SSE,GEORGE F KEMPF SUPPLY CO INC            ,SS&E,"$199,243.07",36,00,"$3,560.51"
S1Z56930,110147,Building Materials,20110201,20150131,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$999,370.83",36,00,"$28,577.51"
S1Z56960,110125,"Electrical Repair Parts for ""In House Use""",20110201,20150131,SSE,ELECTRICAL SYSTEMS & CONSTRUCTION SUPPLY,SS&E,"$1,599,700.00",36,00,"$82,593.81"
S1Z56970,A10230,VEOLIA ES TECHNICAL SOLUTIONS LLC       Bid # S1Z56970,20110201,20150131,,VEOLIA ES TECHNICAL SOLUTIONS LLC       ,SS&E,"$120,301.00",36,03,
S1Z57020,110251,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MICHAEL GABOR & ASSOCIATES LLC          ,SS&E,"$2,511,425.00",36,00,"$165,258.44"
S1Z57020,110252,Tires & Tubes  Schedule 35,20110301,20150228,SSE,HENISE TIRE SERVICE INC                 ,SS&E,"$561,250.00",36,00,"$17,488.12"
S1Z57020,110253,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC   ,SS&E,"$2,200,000.00",36,00,"$176,753.98"
S1Z57050,110227,Rental Service of Contractor's Equip   Sch 97,20110301,20150228,SSE,GEPPERT BROTHERS INC                    ,SS&E,"$599,975.00",36,00,"$13,400.00"
S1Z57050,110228,Rental Service of Contractor's Equip   Sch 97,20110301,20150228,SSE,T N T EQUIPMENT SALES & RENTALS         ,SS&E,"$300,000.00",36,00,"$7,200.00"
S1Z57060,110178,"Purchase of Handcuffs, Leg Irons, etc",20110301,20150228,SSE,ATLANTIC TACTICAL INC                   ,SS&E,"$227,730.00",36,00,
S1Z57070,110271,Janitorial Supplies,20110301,20150228,SSE,ACCOMMODATION MOLLEN INC                ,SS&E,"$1,050,032.26",36,00,"$50,380.75"
S1Z57070,110272,Janitorial Supplies,20110301,20150228,SSE,SOUTH JERSEY PAPER PRODUCTS             ,SS&E,"$688,000.11",36,00,"$50,740.85"
S1Z57090,110225,Stainless Steel Banding Materials,20110301,20150228,SSE,INDEPENDENT METAL STRAP CO              ,SS&E,"$160,001.00",36,00,
S1Z57100,110201,Sewer Cleaning Services,20110301,20150228,SSE,MOBILE DREDGING & PUMPING CO            ,SS&E,"$2,400,610.00",36,00,"$97,428.23"
S1Z57110,110190,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,JAMES D BOYCE ASSOC INC                 ,SS&E,"$30,001.00",36,00,
S1Z57110,110191,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,RECREATION RESOURCE INC                 ,SS&E,"$250,000.00",36,00,"$8,568.75"
S1Z57110,110192,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,SOFSURFACES INC                         ,SS&E,"$30,001.00",36,00,
S1Z57120,110205,"Testing, Repair, Clean-up and Final Disposal of PCB Contaminated Solids and Liquids",20110301,20150228,SSE,CLEAN VENTURE INC                       ,SS&E,"$30,001.00",36,00,
S1Z57150,110226,First Aid Kits and Refills  Sch 541,20110401,20150331,SSE,EVER READY FIRST AID & MEDICAL SUPPLY   ,SS&E,"$90,001.00",36,00,"$6,715.88"
S1Z57160,110213,Broadloom Carpet and Installation  Sch 585,20110401,20150331,SSE,PAIK INC                                ,SS&E,"$381,852.50",36,00,"$14,241.81"
S1Z57170,110257,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,LAWN AND GOLF SUPPLY CO INC             ,SS&E,"$60,001.00",36,00,
S1Z57170,110258,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,ALLIGARE LLC                            ,SS&E,"$90,001.00",36,00,"$10,327.78"
S1Z57170,110259,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,PENNINGTON SEED                         ,SS&E,"$60,001.00",36,00,
S1Z57180,110215,Transformer Oil Testing and Maintenance  Sch 2011,20110401,20150331,SSE,TRANSFORMER SERVICE INC                 ,SS&E,"$83,001.00",36,00,
S1Z57200,110243,Traffic Marking Compounds,20110501,20150430,SSE,SHERWIN WILLIAMS CO                     ,SS&E,"$1,514,554.00",36,00,"$160,932.00"
S1Z57200,110244,Traffic Marking Compounds,20110501,20150430,SSE,FLINT TRADING INC                       ,SS&E,"$88,049.16",36,00,"$8,430.50"
S1Z57210,110236,Medical Lab and Testing Equip Repair Services  Sch 57,20110501,20150430,SSE,QUALITY MEDICAL GROUP                   ,SS&E,"$428,209.80",36,00,"$23,329.04"
S1Z57230,110280,"Toilet tissue, paper towels & Feminine Hygiene Prods, sch 122",20110501,20150430,SSE,503 CORP                                ,SS&E,"$341,000.00",36,00,"$6,232.20"
S1Z57230,110281,"Toilet tissue, paper towels & Feminine Hygiene Prods, sch 122",20110501,20150430,SSE,SOUTH JERSEY PAPER PRODUCTS             ,SS&E,"$5,585,265.10",36,00,"$322,417.97"
S1Z57240,120090,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,MEDIA PLUMBING & HEATING INC            ,SS&E,"$490,203.00",33,00,"$19,103.80"
S1Z57240,120091,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,WAYMAN FIRE PROTECTION INC              ,SS&E,"$188,800.00",33,00,
S1Z57250,110341,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,UNIFORM GEAR INC                        ,SS&E,"$75,001.00",36,00,"$1,395.00"
S1Z57250,110342,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,MTM RECOGNITION                         ,SS&E,"$220,590.50",36,00,"$1,000.75"
S1Z5726S,110288,Snap-On Tools,20110501,20150430,SSE,I D S C HOLDINGS LLC                    ,SS&E,"$635,000.00",36,00,"$24,451.77"
S1Z57270,130410,Furniture Moving Services,20130501,20150430,SSE,IRA S DAVIS STORAGE CO INC              ,SS&E,"$230,280.00",12,00,"$13,469.50"
S1Z57280,110284,Engine Driven Pump Rental Sch 2016,20110501,20150430,SSE,FLEETWOOD INDUSTRIAL PRODUCTS           ,SS&E,"$169,551.88",36,00,
S1Z57290,110261,Ferrous and Non Ferrous Metal Sch 906-01,20110501,20150430,SSE,PENNSYLVANIA STEEL CO INC               ,SS&E,"$836,233.00",36,00,"$23,749.49"
S1Z57310,110194,"Flags (International, National, City & State) and Related Items",20110101,20141231,SSE,HUMPHRYS FLAG CO                        ,SS&E,"$473,687.50",36,00,"$3,790.00"
S1Z57340,110311,Landscape maint Svc for various Phila Parks & Recreation Locations,20110421,20141231,SSE,ALL SEASONS LANDSCAPING CO INC          ,SS&E,"$1,000,168.00",24,00,"$110,150.92"
S1Z57350,110293,Irrigation maint and Repair Service Sch 806,20110401,20150331,SSE,IRRIGATION SYSTEMS INC                  ,SS&E,"$150,400.00",36,00,$489.25
S1Z5737M,110318,Ballistic Vests (New Generation),20110601,20150531,SSE,ATLANTIC TACTICAL INC                   ,SS&E,"$3,800,421.60",36,00,"$792,979.20"
S1Z5756S,110267,Maintenance Support on Agilent Equipment,20110401,20150331,SSE,AGILENT TECHNOLOGIES INC                ,SS&E,"$784,711.34",36,00,"$95,397.02"
S2HM8150,120080,"Mechanical Seals, Rebuild Kits, Spiral Tracs, and Adaptors",20110801,20150430,SSE,PROCESS TECHNOLOGIES INC                ,SS&E,"$675,000.00",33,00,
S2OO2840,120157,Pipe Fittings,20111001,20150630,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$1,220,000.00",33,00,"$7,111.00"
S2OO2860,120311,"Slabs Concrete  64""",20120401,20150331,SSE,ALTOMARE PRECAST INC                    ,SS&E,"$580,000.00",36,12,"$35,000.00"
S2OO2960,120214,Dezurik Valve Repair Parts and Components,20120101,20141231,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$899,977.00",36,12,"$7,158.00"
