Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Max_Value,Total_Contract_Months,Remaining_Contract_Months,SumOfTransactionAmt
4821MECH,A34022,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4821MECH,20130313,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,RECREATION,"$84,707.00",,,147727.88
4882ASBT,A34120,ASSOCIATED SPECIALTY CONTRACTING Bid# 4882ASBT,20130927,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$75,000.00",,,14850
4892GCON,134083,"Site Improvements at Triangle Park, Phila PA",20130501,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$193,290.00",,,136034
4972ELEC,124115,"Pleasant Playground - New Building and Playground Phila, PA",20120627,,PW,PALMAN ELECTRIC INCORPORATED,RECREATION,"$6,946.38",,,62967.08
4972GCON,124108,"Pleasant Playground - New Building and Playground, 6757 Chew Avenue, Phila. PA 19119 (Partial Certification)",20120626,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$124,210.18",,,381442.99
4972MECH,124109,"Pleasant Playground - New Building and Playground Phila, PA (Partial Certification)",20120726,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,RECREATION,"$145,809.00",,,47963.68
4972PLUM,124106,"Pleasant Playground - New Building and Playground Phila, PA (Partial Certification)",20120622,,PW,SANTAPAUL CORP,RECREATION,"$124,861.00",,,8424.6
4975GCON,134063,"Bldg Renovate at Riverside Corr. Facility, Phila PA",20130219,,PW,SMITH BUILDERS INC,PRISONS,"$864,140.64",,,159111.97
4992GCON,124153,"Site Improvements/Park Rehabilitation at Julian Abele Park, Phila PA",20120814,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,$939.00,,,12394.25
526524  ,150031,INNOVATIVE PRINTING SYSTEMS INC         Bid # 526524  ,20140701,20150630,,INNOVATIVE PRINTING SYSTEMS INC         ,SS&E,"$1,315,000.00",  ,,
6905,A04110,PHILIPS BROTHERS ELECTRICAL CONTRACTORS Bid# 6905,20120815,,PW,PHILIPS BROTHERS ELECTRICAL CONTRACTORS,COMMERCE,"$315,000.00",,,12820
6907,A14006,DANIEL J KEATING COMPANY Bid# 6907,20120217,,PW,DANIEL J KEATING COMPANY,COMMERCE,"$600,000.00",,,371160.34
6908,A14018,E J ELECTRIC INCORPORATED Bid# 6908,20121227,,PW,E J ELECTRIC INCORPORATED,COMMERCE,"$281,580.00",,,359534.48
6909,C14017,DOLAN MECHANICAL Bid# 6909,20120503,,PW,DOLAN MECHANICAL,COMMERCE,"$232,668.00",,,73161.92
6919,114110,"B/C Connector & C/D Link Roof Replacement @ Phila International Airport, Phila PA",20111220,,PW,USA GENERAL CONTRACTORS CORP,COMMERCE,"$1,295,000.00",,,35979.38
6930,124008,"Satellite Thermal Plant Cooling Tower Replacement & Mechanical RM 14 Rehab Phila, PA",20120106,,PW,E J ELECTRIC INCORPORATED,COMMERCE,"$390,000.00",,,20050.75
6931,124007,"Satellite Thermal Plant Cooling Tower Replacement & Mechanical RM 14 Rehab Phila, PA",20111222,,PW,FIVE STAR INC,COMMERCE,"$3,125,000.00",,,185447.52
6937,124017,"Rehabilition of Runway 9L-27R & Connector Taxiways, at the Phila. International Airport. (Federally Funded)",20120131,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$10,862,431.00",,,2866343.28
6939,124051,Electrical Work for Restroom Renovations in Terminals B & C @ Philadelphia International Airport.  Phila PA,20111206,,PW,MULHERN ELECTRIC COMPANY,COMMERCE,"$455,000.00",,,43784.72
6940,124053,"Mechanical Work for Restroom Renovations in Terminals B & C @ Philadelphia International Airport, Phila PA",20111129,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$705,000.00",,,44838.73
6942R,124152,TSA CCTV Expand Project Phase III (Elect)   (Federally Funded),20120830,,PW,SCHNEIDER ELECTRIC BUILDINGS INC,COMMERCE,"$2,305,463.36",,,255148.8
6943,124158,"Taxiway 'K' Expansion Stockpile Relocation Phase I, (Federally Funded)",20121109,,PW,JOHN J. DOUGHERTY & SON INCORPORATED,COMMERCE,"$2,500,000.00",,,684417.28
6944,134052,"Construct New K5 Taxiway Exit for Runway 27R, Phila International Airport, Phila PA  (Federally Funded)",20130130,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$7,894,000.00",,,1924022.75
6945,134038,"Sign Structure & Sign Light Improvements @ Phila Internat'l Airport, Phila PA",20121207,,PW,ANTHONY BIDDLE CONTRACTORS INC,COMMERCE,"$1,700,000.00",,,1002348.43
6950ELB,124104,"General Requirements Contract for Airport Facilities, Phila. PA",20120326,,PW,BITTENBENDER CONSTRUCTION CO,COMMERCE,"$350,000.00",,,562112.73
6956,134094,Westside Taxiway Expansion -K- Wetland Mitigation Phila. Intern'l Airport (Fed Funded),20130619,,PW,TRI STATE DREDGING,COMMERCE,"$645,892.00",,,120407.4
6958,144030,"On Call Pavement Repair Contract @ the Philadelphia International Airport, (Partial Certification) Phila PA",20130926,,PW,GROUND PENETRATION & RESTORATION INC,COMMERCE,"$1,000,000.00",,,38096.58
6959ELB,A34091,JACK COHEN & COMPANY INCORPORATED Bid# 6959ELB,20130520,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$500,000.00",,,104278.66
6960ELB,134092,EDWARD J MELONEY INCORPORATED Bid# 6960ELB,20130419,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$150,000.00",,,25819.05
6961,144026,"Slab Buckling/Rehabilitation Terminals B & D and Load Bearing Masonry Walls at Concourse D @ Phila International Airport, Phila. PA",20130918,,PW,A P CONSTRUCTION COMPANY,COMMERCE,"$403,920.00",,,100890
6963,144025,"Improvements to Existing Mechanical Facilities Phase 2 - Central Utility Building, Phila PA",20130919,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$6,674,800.00",,,406881
8015,144033,"Gama Wrecking - Master Demolition Bid Program - Bid over $75,000.00",20131015,,PW,GAMA WRECKING INCORPORATED,LICENSES & INSPECTIONS,"$83,333.00",,,83333
A3Z59360,140246,Engine and Transmission Repair,20140201,20150131,SSE,PENN DETROIT DIESEL ALLISON LLC         ,SS&E,"$32,000.01",33,,
A3Z59360,140247,Engine and Transmission Repair,20140201,20150131,SSE,MARDINLY INDUSTRIAL POWER LLC           ,SS&E,"$54,295.00",33,,
A3Z59360,140248,Engine and Transmission Repair,20140201,20150131,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$35,150.00",33,,
A4XL8400,140275,Supervision and Technical Services for the Process Control Computer System,20140317,20150316,SSE,SHINGLE & GIBB CO                       ,SS&E,"$157,445.00",36,,
A4Z60230,150042,Ammunition,20140701,20150630,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$108,675.00",31,,
B2VW480L,120304,Sigma Aldrich Reagent Cartridges,20120401,20150331,SSE,CEN MED ENTERPRISES                     ,SS&E,"$68,250.00",36,12,"$6,090.00"
CPA01-01,140194,DELL MARKETING L P                      Bid # CPA01-01,20131201,20141231,,DELL MARKETING L P                      ,SS&E,"$500,000.00",  ,,
CPA01-01,140249,DELL MARKETING L P                      Bid # CPA01-01,20140123,20150123,,DELL MARKETING L P                      ,SS&E,"$2,200,000.00",24,,
E-ORDER ,150094,WEST ROOFING SYSTEMS INC                Bid # E-ORDER ,20141101,20141231,,WEST ROOFING SYSTEMS INC                ,SS&E,"$35,872.80",  ,,
PEPPM   ,120193,XEROX CORP                              Bid # PEPPM   ,20111121,20141231,,XEROX CORP                              ,SS&E,"$5,381,000.00",  ,,"$415,115.31"
PEPPM201,140065,MYTHICS INC                             Bid # PEPPM201,20130701,20141231,,MYTHICS INC                             ,SS&E,"$4,700,000.00",  ,,"$2,745,624.12"
S0XZ1300,100328,Juniper Switches,20100601,20141130,SSE,P C SPECIALISTS INC                     ,SS&E,"$13,000,000.00",36,00,"$132,385.00"
S0XZ140S,100169,Intranet Quorum (IQ) CRM Software,20090901,20150630,SSE,LOCKHEED MARTIN DESKTOP SOLUTIONS INC   ,SS&E,"$328,292.08",07,00,
S0XZ1420,A10019,DECISIVE BUSINESS SYSTEMS ACQUISITION LLBid # S0XZ1420,20131217,20141231,,DECISIVE BUSINESS SYSTEMS ACQUISITION LL,SS&E,"$795,000.00",36,00,
S0YB5030,090418,"Rental of Immunochemistry Analyzer System & Reagents, Consumables & Supplies",20090601,20141231,SSE,SIEMENS HEALTHCARE DIAGNOSTICS INC      ,SS&E,"$1,300,220.50",36,00,"$143,177.50"
S1OO2730,110274,Repair Clamps,20110401,20141231,SSE,SMITH BLAIR INC                         ,SS&E,"$500,393.82",33,00,
S1OO2780,110308,Ductile Iron Pipe,20110401,20150331,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$2,630,000.00",36,00,"$31,591.09"
S1QG828S,110300,Purchase of Model DI950 Folding & Inserting System,20110401,20150331,SSE,PITNEY BOWES INC                        ,SS&E,"$343,258.60",36,00,"$36,459.00"
S1QM2230,110109,Service Contract for Outboard Engines in Marine Unit,20101101,20150131,SSE,NEWPORT MARINE INC                      ,SS&E,"$280,001.00",36,03,"$19,303.00"
S1QM2250,110121,Ribbons & Paper Packs,20101201,20141130,SSE,H P I INTERNATIONAL INC                 ,SS&E,"$455,795.86",36,00,"$3,700.00"
S1QM226S,A10208,LIFE TECHNOLOGIES CORP                  Bid # S1QM226S,20110201,20150131,,LIFE TECHNOLOGIES CORP                  ,SS&E,"$643,605.05",36,00,
S1QM2270,110206,Glock Pistols,20110301,20150228,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$763,776.50",36,00,"$202,868.00"
S1QM2280,110229,Identification Wrist Bands & Accessories,20110201,20150131,SSE,IRIS LTD INC                            ,SS&E,"$305,962.50",36,00,"$17,141.50"
S1QM2310,110305,Gunsmithing Tools & Care & Cleaning Supplies,20110601,20150531,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$75,780.00",36,00,
S1QO371S,912797,CONCOURSE ELECTRIC SERVICE,19900701,20150630,SSE,SOUTHEASTERN PA TRANSPORTATION AUTHORITY,SS&E,"$69,250,677.10",12,,"$132,596.37"
S1VW476S,100308,"Teledyne Geotech & Met One Meterological Instrumentation, Parts and Labor",20100701,20141231,SSE,MET ONE INSTRUMENTS                     ,SS&E,"$160,000.01",36,00,
S1VZ3530,110319,Overhead Door and Gate Supplies,20110501,20150430,SSE,ABSTRACT OVERHEAD DOOR CO INC           ,SS&E,"$100,000.00",36,00,
S1VZ6000,110097,Internet Access Service,20100701,20150228,SSE,CAVALIER TELEPHONE MID ATLANTIC LLC     ,SS&E,"$2,707,420.00",36,00,"$228,450.00"
S1WJ7700,110195,Monthly Maintenance of Central Library HVAC System,20110201,20150131,SSE,ELLIOTT LEWIS CORP                      ,SS&E,"$753,410.00",36,00,"$50,833.32"
S1WQ281S,110242,Orasure and Oraquick Advance Rapid HIV Test Devices and Controls,20110401,20150331,SSE,ORASURE TECHNOLOGIES INC                ,SS&E,"$4,094,500.00",36,00,"$306,789.90"
S1WZ6590,110279,Uninterrupted Power Supply Service & Repair,20110501,20150430,SSE,CHARLES W ROMANO CO                     ,SS&E,"$191,800.00",36,00,
S1XL8140,110216,HVAC Repair Service and Parts,20101224,20141224,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$32,150.00",36,00,
S1XN8830,110245,Street Lists Printing for Elections,20110401,20150331,SSE,BARTON & COONEY LLC                     ,SS&E,"$230,001.00",36,00,
S1XR721S,110022,CME Software Annual Maintenenace,20100701,20141231,SSE,VERTIQ SOFTWARE L L C                   ,SS&E,"$100,001.00",36,00,"$42,210.00"
S1XT6800,110328,"Van, Compact, Electric Drive",20110601,20150531,SSE,PACIFICO FORD INC                       ,SS&E,"$94,347.48",36,00,
S1XW9220,110312,Resin Cartridge Exchanges and Filters,20110501,20150430,SSE,RES KEM LLC                             ,SS&E,"$90,001.00",36,00,$799.32
S1XZ188S,110290,Maintenance Service for Supervisory Control and Data Acquisition (SCADA) System and Related Equipment,20110501,20150430,SSE,H S Q TECHNOLOGY                        ,SS&E,"$357,508.00",36,00,"$9,417.00"
S1YC470S,110307,Traffic Signal Equipment,20110601,20150228,SSE,IMAGE COMPONENTS INC                    ,SS&E,"$600,076.80",33,00,"$16,779.60"
S1YL5180,A10238,ARORA SYSTEMS GROUP LLC                 Bid # S1YL5180,20110301,20141130,,ARORA SYSTEMS GROUP LLC                 ,SS&E,"$80,001.00",36,00,"$3,991.70"
S1YL5190,A10037,RUMSEY ELECTRIC CO                      Bid # S1YL5190,20101201,20141130,,RUMSEY ELECTRIC CO                      ,SS&E,"$800,000.00",36,00,"$65,162.98"
S1YL523S,110177,Maintenance and Repair of Grinnell Fire Alarm System,20101201,20141130,SSE,SIMPLEXGRINNELL LP                      ,SS&E,"$1,234,942.00",36,00,"$41,903.96"
S1YL6700,110138,Leaf and Yard Waste Recycling,20101101,20150131,SSE,DELAWARE VALLEY RECYCLING INC           ,SS&E,"$214,200.00",36,00,"$2,686.32"
S1YL6720,110183,Repair of CCTV Systems,20110301,20150228,SSE,CHARLES W ROMANO CO                     ,SS&E,"$90,001.00",36,00,
S1YL6750,110332,Sweep Officers Uniforms & Accessories,20110601,20150531,SSE,AMERICAN UNIFORM SALES INC              ,SS&E,"$253,017.75",36,00,"$23,004.80"
S1YN1760,110150,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20110201,20150131,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC   ,SS&E,"$100,000.00",36,00,"$1,397.50"
S1YN1760,110151,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20100201,20150131,SSE,SERVICE TIRE TRUCK CENTERS              ,SS&E,"$200,000.00",36,00,"$2,562.50"
S1YN1770,110171,Repairs to Overhead Exhaust Ventilation Systems,20110301,20150228,SSE,CHARLES W ROMANO CO                     ,SS&E,"$140,220.00",36,00,
S1YN1780,110202,Inspection/Maintenance of Samsco Water Evaporator,20110401,20150331,SSE,CHARLES W ROMANO CO                     ,SS&E,"$30,001.00",36,00,
S1YN1790,110207,Maintenance/Repair of JBI Spray Paint Booths,20100401,20150331,SSE,CHARLES W ROMANO CO                     ,SS&E,"$30,001.00",36,00,
S1YN180S,110235,Rental of Trailers,20110401,20150331,SSE,HECHT TRAILERS LLC                      ,SS&E,"$97,000.00",36,00,"$4,359.00"
S1YN182S,A10240,OPUS INSPECTION INC                     Bid # S1YN182S,20110401,20150331,,OPUS INSPECTION INC                     ,SS&E,"$145,603.00",36,00,
S1YN1830,110210,Heavy Duty Vehicle Washing,20110401,20150331,SSE,FISHTOWN FLEET WASH INC                 ,SS&E,"$200,001.00",36,00,
S1YN1840,110196,Auto Upholstery Services,20110401,20150331,SSE,STATE GLASS & UPHOLSTERY INC            ,SS&E,"$255,655.00",36,00,"$24,380.00"
S1YN1850,110264,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$2,510,122.00",36,00,"$59,405.12"
S1YN1850,110265,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,ROBS AUTOMOTIVE & COLLISION CENTER INC  ,SS&E,"$275,001.00",36,00,
S1YN1860,120065,Repair & Safety Certification of Heavy Duty Trucks,20110701,20150630,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$500,206.00",36,00,"$30,969.34"
S1YN2550,110220,Testing and Repair of Emergency Medical Equipment,20110201,20150131,SSE,A KINGSBURY CO INC                      ,SS&E,"$190,000.01",36,00,
S1YN2590,110188,Direct Replacement Parts for Firefighting Equipment,20100201,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$376,710.00",36,00,"$5,910.03"
S1YN2590,110189,Direct Replacement Parts for Firefighting Equipment,20110201,20150131,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$195,455.00",36,00,"$1,068.65"
S1YN282S,110309,Repair of Hurst Power Tools and Equipment,20110501,20150430,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$182,080.00",36,00,"$5,960.00"
S1YN293S,110289,Mainenance and Repair of Cutters Edge Saws,20110328,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$100,000.00",36,00,"$1,531.41"
S1Z56650,110291,Uniform Apparel and Accessories,20110401,20150331,SSE,UNIFORM GEAR INC                        ,SS&E,"$847,000.00",36,00,"$3,678.57"
S1Z56650,110292,Uniform Apparel and Accessories,20110401,20150331,SSE,AMERICAN UNIFORM SALES INC              ,SS&E,"$2,900,000.00",36,00,"$349,206.10"
S1Z56690,110094,Maint & Monitoring of Burglar & Fire Alarm Systems  Schedule #152-03,20100901,20141130,SSE,FIDELITY BURGLAR & FIRE ALARM CO INC    ,SS&E,"$691,120.00",36,00,"$16,430.00"
S1Z56800,110218,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$1,830,692.58",36,00,"$74,028.03"
S1Z56800,110219,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,GEORGE F KEMPF SUPPLY CO INC            ,SS&E,"$1,200,000.00",36,00,"$95,583.71"
S1Z56800,A10218,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$249,111.00",36,00,"$12,187.83"
S1Z56810,110163,"Aggregate, Coarse & Fine",20110101,20141231,SSE,DYER QUARRY INC                         ,SS&E,"$2,670,482.00",36,00,"$113,911.56"
S1Z56810,110164,"Aggregate, Coarse & Fine",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$653,630.80",36,00,"$39,417.43"
S1Z56830,110217,"Elevator, Escalator and Dumbwaiter Maint & Repair Services for Various Locations",20110101,20141231,SSE,THYSSENKRUPP ELEVATOR CO                ,SS&E,"$2,200,000.00",36,12,"$110,737.96"
S1Z56840,110115,Directory Services,20110101,20141231,SSE,COLE INFORMATION SERVICES INC           ,SS&E,"$90,001.00",36,00,
S1Z56850,110131,"Work Gloves,  Schedule 1000",20110101,20141231,SSE,SAF T GARD INTERNATIONAL INC            ,SS&E,"$1,624,700.00",36,00,"$140,411.72"
S1Z56850,110132,"Work Gloves,  Schedule 1000",20110101,20141231,SSE,STAUFFER MANUFACTURING CO               ,SS&E,"$190,000.01",36,00,"$10,303.25"
S1Z56870,110149,"Maint Svc, Repair, Supplies & Parts for X-Ray Auto Processors & X-ray Machines",20110201,20150131,SSE,GARDEN STATE IMAGING INC                ,SS&E,"$385,840.00",36,00,"$10,377.19"
S1Z56880,110126,Crime Detection Supplies,20110201,20150131,SSE,TRI TECH FORENSICS INC                  ,SS&E,"$60,001.00",36,00,
S1Z56880,110127,Crime Detection Supplies,20110201,20150131,SSE,SIRCHIE ACQUISITION COMPANY LLC         ,SS&E,"$197,545.00",36,00,"$7,447.00"
S1Z56900,110182,Fire Extinguisher Service,20110201,20150131,SSE,PHILA & PA FIRE PROTECTION CO INC       ,SS&E,"$745,033.03",36,00,"$59,547.49"
S1Z56910,110248,"Fire Hydrants, Assemblies and Components",20110201,20150131,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$4,606,029.00",36,00,"$278,646.96"
S1Z56930,110146,Building Materials,20110201,20150131,SSE,GEORGE F KEMPF SUPPLY CO INC            ,SS&E,"$199,243.07",36,00,
S1Z56930,110147,Building Materials,20110201,20150131,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$999,370.83",36,00,"$64,609.27"
S1Z56960,110125,"Electrical Repair Parts for ""In House Use""",20110201,20150131,SSE,ELECTRICAL SYSTEMS & CONSTRUCTION SUPPLY,SS&E,"$1,599,700.00",36,00,"$63,540.68"
S1Z56970,A10230,VEOLIA ES TECHNICAL SOLUTIONS LLC       Bid # S1Z56970,20110201,20150131,,VEOLIA ES TECHNICAL SOLUTIONS LLC       ,SS&E,"$120,301.00",36,03,
S1Z57020,110251,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MICHAEL GABOR & ASSOCIATES LLC          ,SS&E,"$2,511,425.00",36,00,"$179,171.77"
S1Z57020,110252,Tires & Tubes  Schedule 35,20110301,20150228,SSE,HENISE TIRE SERVICE INC                 ,SS&E,"$561,250.00",36,00,
S1Z57020,110253,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC   ,SS&E,"$2,200,000.00",36,00,"$184,705.92"
S1Z57050,110227,Rental Service of Contractor's Equip   Sch 97,20110301,20150228,SSE,GEPPERT BROTHERS INC                    ,SS&E,"$599,975.00",36,00,
S1Z57050,110228,Rental Service of Contractor's Equip   Sch 97,20110301,20150228,SSE,T N T EQUIPMENT SALES & RENTALS         ,SS&E,"$300,000.00",36,00,"$14,100.00"
S1Z57060,110178,"Purchase of Handcuffs, Leg Irons, etc",20110301,20150228,SSE,ATLANTIC TACTICAL INC                   ,SS&E,"$227,730.00",36,00,"$13,924.19"
S1Z57070,110271,Janitorial Supplies,20110301,20150228,SSE,ACCOMMODATION MOLLEN INC                ,SS&E,"$1,050,032.26",36,00,"$110,585.74"
S1Z57070,110272,Janitorial Supplies,20110301,20150228,SSE,SOUTH JERSEY PAPER PRODUCTS             ,SS&E,"$688,000.11",36,00,"$92,708.68"
S1Z57090,110225,Stainless Steel Banding Materials,20110301,20150228,SSE,INDEPENDENT METAL STRAP CO              ,SS&E,"$160,001.00",36,00,"$22,804.96"
S1Z57100,110201,Sewer Cleaning Services,20110301,20150228,SSE,MOBILE DREDGING & PUMPING CO            ,SS&E,"$2,400,610.00",36,00,"$135,620.39"
S1Z57110,110190,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,JAMES D BOYCE ASSOC INC                 ,SS&E,"$30,001.00",36,00,$923.36
S1Z57110,110191,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,RECREATION RESOURCE INC                 ,SS&E,"$250,000.00",36,00,"$24,814.18"
S1Z57110,110192,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,SOFSURFACES INC                         ,SS&E,"$30,001.00",36,00,
S1Z57120,110205,"Testing, Repair, Clean-up and Final Disposal of PCB Contaminated Solids and Liquids",20110301,20150228,SSE,CLEAN VENTURE INC                       ,SS&E,"$30,001.00",36,00,
S1Z57150,110226,First Aid Kits and Refills  Sch 541,20110401,20150331,SSE,EVER READY FIRST AID & MEDICAL SUPPLY   ,SS&E,"$90,001.00",36,00,"$1,264.20"
S1Z57160,110213,Broadloom Carpet and Installation  Sch 585,20110401,20150331,SSE,PAIK INC                                ,SS&E,"$381,852.50",36,00,"$30,376.45"
S1Z57170,110257,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,LAWN AND GOLF SUPPLY CO INC             ,SS&E,"$60,001.00",36,00,
S1Z57170,110258,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,ALLIGARE LLC                            ,SS&E,"$90,001.00",36,00,$177.50
S1Z57170,110259,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,PENNINGTON SEED                         ,SS&E,"$60,001.00",36,00,
S1Z57180,110215,Transformer Oil Testing and Maintenance  Sch 2011,20110401,20150331,SSE,TRANSFORMER SERVICE INC                 ,SS&E,"$83,001.00",36,00,"$9,760.00"
S1Z57200,110243,Traffic Marking Compounds,20110501,20150430,SSE,SHERWIN WILLIAMS CO                     ,SS&E,"$1,514,554.00",36,00,"$104,016.00"
S1Z57200,110244,Traffic Marking Compounds,20110501,20150430,SSE,FLINT TRADING INC                       ,SS&E,"$88,049.16",36,00,"$11,551.70"
S1Z57210,110236,Medical Lab and Testing Equip Repair Services  Sch 57,20110501,20150430,SSE,QUALITY MEDICAL GROUP                   ,SS&E,"$428,209.80",36,00,"$23,336.68"
S1Z57230,110280,"Toilet tissue, paper towels & Feminine Hygiene Prods, sch 122",20110501,20150430,SSE,503 CORP                                ,SS&E,"$341,000.00",36,00,"$1,381.80"
S1Z57230,110281,"Toilet tissue, paper towels & Feminine Hygiene Prods, sch 122",20110501,20150430,SSE,SOUTH JERSEY PAPER PRODUCTS             ,SS&E,"$5,585,265.10",36,00,"$426,276.80"
S1Z57240,120090,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,MEDIA PLUMBING & HEATING INC            ,SS&E,"$490,203.00",33,00,"$13,338.75"
S1Z57240,120091,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,WAYMAN FIRE PROTECTION INC              ,SS&E,"$188,800.00",33,00,
S1Z57250,110341,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,UNIFORM GEAR INC                        ,SS&E,"$75,001.00",36,00,
S1Z57250,110342,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,MTM RECOGNITION                         ,SS&E,"$220,590.50",36,00,"$32,698.00"
S1Z5726S,110288,Snap-On Tools,20110501,20150430,SSE,I D S C HOLDINGS LLC                    ,SS&E,"$635,000.00",36,00,"$60,448.83"
S1Z57270,130410,Furniture Moving Services,20130501,20150430,SSE,IRA S DAVIS STORAGE CO INC              ,SS&E,"$230,280.00",12,00,"$11,189.00"
S1Z57280,110284,Engine Driven Pump Rental Sch 2016,20110501,20150430,SSE,FLEETWOOD INDUSTRIAL PRODUCTS           ,SS&E,"$169,551.88",36,00,"$1,411.68"
S1Z57290,110261,Ferrous and Non Ferrous Metal Sch 906-01,20110501,20150430,SSE,PENNSYLVANIA STEEL CO INC               ,SS&E,"$836,233.00",36,00,"$62,331.87"
S1Z57310,110194,"Flags (International, National, City & State) and Related Items",20110101,20141231,SSE,HUMPHRYS FLAG CO                        ,SS&E,"$473,687.50",36,00,"$20,235.00"
S1Z57340,110311,Landscape maint Svc for various Phila Parks & Recreation Locations,20110421,20141231,SSE,ALL SEASONS LANDSCAPING CO INC          ,SS&E,"$1,000,168.00",24,00,"$125,366.15"
S1Z57350,110293,Irrigation maint and Repair Service Sch 806,20110401,20150331,SSE,IRRIGATION SYSTEMS INC                  ,SS&E,"$150,400.00",36,00,
S1Z5737M,110318,Ballistic Vests (New Generation),20110601,20150531,SSE,ATLANTIC TACTICAL INC                   ,SS&E,"$3,800,421.60",36,00,"$139,788.00"
S1Z5756S,110267,Maintenance Support on Agilent Equipment,20110401,20150331,SSE,AGILENT TECHNOLOGIES INC                ,SS&E,"$784,711.34",36,00,"$108,080.43"
S2HM8150,120080,"Mechanical Seals, Rebuild Kits, Spiral Tracs, and Adaptors",20110801,20150430,SSE,PROCESS TECHNOLOGIES INC                ,SS&E,"$675,000.00",33,00,"$17,076.72"
S2OO2840,120157,Pipe Fittings,20111001,20150630,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$1,220,000.00",33,00,"$22,814.00"
S2OO2860,120311,"Slabs Concrete  64""",20120401,20150331,SSE,ALTOMARE PRECAST INC                    ,SS&E,"$580,000.00",36,12,"$75,250.00"
S2OO2960,120214,Dezurik Valve Repair Parts and Components,20120101,20141231,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$899,977.00",36,12,"$13,585.00"
S2QG832S,B20005,BELL & HOWELL LLC                       Bid # S2QG832S,20111127,20150630,,BELL & HOWELL LLC                       ,SS&E,"$695,346.00",36,00,"$28,200.03"
S2QM234S,120200,Maintenance on Identix TP3800 Tenprinter Fingerprinting Equipment,20120101,20141231,SSE,IDENTIX INC                             ,SS&E,"$147,648.00",36,12,
S2QM2360,120250,"GUN REPLACEMENT PARTS,",20120201,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$60,001.00",36,12,"$3,032.10"
