original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor
1420136,1420136,Health,"Alpha Medical Group, Ltd.",Health Department,Radiology Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,1443731.0,190358.45,"Alpha Medical Group, Ltd."
1220170,122017002,Health,American Lung Association of Pennsylvania,Health Department,Operation of Flick Clinic,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,340760.0,78831.15,American Lung Association of Pennsylvania
MPXX14000054,MPXX14000054,Health,Arthur Washburn Ph.D,Miscellaneous Order,Forensic Anthropology Svs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,3000.0,600.0,Arthur Washburn Ph.D
1320469,132046901,Health,Bicycle Coalition of Greater Philadelphia,Health Department,Safe Bicycle Routes,2013-07-01T00:00:00Z,2014-03-31T00:00:00Z,90.0,75000.0,55052.0,Bicycle Coalition of Greater Philadelphia
MPXX14000217,MPXX14000217,Health,"Branch Associates, Inc.",Miscellaneous Order,Cessation Evaluation,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,5000.0,4086.0,"Branch Associates, Inc."
1320687,1320687,Health,"CL Cressler, Inc.",Health Department,HIV Medications,2013-04-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,999999.0,524736.0,"CL Cressler, Inc."
1220345,122034502,Health,Children's Hospital of Philadelphia,Health Department,STATE PREVENTION 2014,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,78650.0,27839.0,Children's Hospital of Philadelphia
1220439,122043901,Health,Children's Hospital of Philadelphia,Health Department,CDC Prevention  2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,299000.0,220848.0,Children's Hospital of Philadelphia
1320702,1320702,Health,Children's Hospital of Philadelphia,Health Department,Ryan White A Out/amb care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,497807.0,297476.0,Children's Hospital of Philadelphia
1420096,1420096,Health,Children's Hospital of Philadelphia,Health Department,HIV Primary Care/Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,98865.0,0.0,Children's Hospital of Philadelphia
1420367,1420367,Health,Children's Hospital of Philadelphia,Health Department,Medical Director for DHS,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,100000.0,0.0,Children's Hospital of Philadelphia
MPXX14000130,MPXX14000130,Health,Clean Air Council,Miscellaneous Order,Clean Air Reports,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,26000.0,0.0,Clean Air Council
1320703,1320703,Health,Clinical Care Assoc. of the Univ. of Penna. Health System,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,58200.0,35757.0,Clinical Care Assoc. of the Univ. of Penna. Health System
1120437,112043702,Health,Consilience Software,Computer and Information Svcs,Maven,2013-03-07T00:00:00Z,2014-03-06T00:00:00Z,65.0,54651.0,0.0,Consilience Software
1020065,102006505,Health,Council of Spanish Speaking Organizations Inc,Health Department,DDC Outreach Workers,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,630143.0,219571.87,Council of Spanish Speaking Organizations Inc
1120652,112065202,Health,"David A. Lopez and Company, LLC",Accounting and Auditing Svcs,Accounting/Auditing Svcs,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,151.0,10600.0,0.0,"David A. Lopez and Company, LLC"
MPXX14000048,MPXX14000048,Health,Dental Forensic Services of Indian Valley,Miscellaneous Order,Forensic Odontology Svs.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,2500.0,825.0,Dental Forensic Services of Indian Valley
MPXX14000055,MPXX14000055,Health,"Dhody Osteological Consulting, LLC",Miscellaneous Order,Forensic Anthropology Svs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,1000.0,525.0,"Dhody Osteological Consulting, LLC"
1320758,1320758,Health,Drexel University,Health Department,Comm. Health Improvement,2013-04-15T00:00:00Z,2013-12-31T00:00:00Z,0.0,60000.0,0.0,Drexel University
1420102,1420102,Health,"Dunbar Armored, Inc.",Health Department,Armored Cash Collection,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,40000.0,6788.33,"Dunbar Armored, Inc."
1320088,132008801,Health,"Ellison Group, The",General Consultant Services,Human Resource Consultant,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,20000.0,7995.9,"Ellison Group, The"
1120057,112005703,Health,"Fairmount Long Term Care, Inc",General Consultant Services,PNH Operations,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,3.7240831E7,1.401563202E7,"Fairmount Long Term Care, Inc"
1120332,112033202,Health,Family Planning Council,Health Department,STD Program,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,153817.0,175772.52,Family Planning Council
MPXX14000071,MPXX14000071,Health,Feldesman Tucker Leifer Fidell LLP,Miscellaneous Order,AHS FQHC Services,2013-07-01T10:15:07Z,2014-06-30T00:00:00Z,181.0,15000.0,727.4,Feldesman Tucker Leifer Fidell LLP
MPXX14000040,MPXX14000040,Health,GARRISON ENTERPRISES INC,Miscellaneous Order,DHD License & Maintenance,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,24000.0,24000.0,GARRISON ENTERPRISES INC
1420122,1420122,Health,"General Healthcare Resources, Inc.",Health Department,NursingServices-Riverview,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,652311.0,178929.0,"General Healthcare Resources, Inc."
1420376,1420376,Health,Greater Philadelphia Business Coalition on Health,Health Department,Value Based Insurance,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,272.0,30039.0,0.0,Greater Philadelphia Business Coalition on Health
1220101,122010102,Health,"Group 6 Healthcare Consulting & Management, LLC",General Consultant Services,PNH Patient Care Monitor,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,110000.0,0.0,"Group 6 Healthcare Consulting & Management, LLC"
1120121,112012103,Health,Health Business Systems,Computer and Information Svcs,Pharmacy Mngt System,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,102880.0,25724.8,Health Business Systems
1120319,112031904,Health,"Health Federation of Philadelphia, Inc",Health Department,PCSI,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,273.0,667926.0,58484.5,"Health Federation of Philadelphia, Inc"
1120411,112041103,Health,"Health Federation of Philadelphia, Inc",Health Department,MOM Program,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,821020.0,317798.0,"Health Federation of Philadelphia, Inc"
1120483,112048303,Health,"Health Federation of Philadelphia, Inc",Health Department,HC1/HC5 Physicians,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,431493.0,146399.0,"Health Federation of Philadelphia, Inc"
1320101,132010101,Health,"Health Federation of Philadelphia, Inc",Health Department,Support and Oversight,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,8166241.0,3936710.0,"Health Federation of Philadelphia, Inc"
1320244,132024403,Health,"Health Federation of Philadelphia, Inc",Health Department,Get Healthy Philly,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,55000.0,19411.0,"Health Federation of Philadelphia, Inc"
1420138,1420138,Health,"Health Federation of Philadelphia, Inc",Health Department,Fatality Review Program,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,516321.0,79916.0,"Health Federation of Philadelphia, Inc"
1420229,1420229,Health,"Health Federation of Philadelphia, Inc",Health Department,Bioterrorism Training,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,72656.0,19823.0,"Health Federation of Philadelphia, Inc"
MPXX14000131,MPXX14000131,Health,"Heffler, Radetich & Saitta LLP",Miscellaneous Order,Title V Auditing Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,10000.0,0.0,"Heffler, Radetich & Saitta LLP"
1120060,112006003,Health,Institute for Safe Families,Health Department,Family Violence Preventio,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,25000.0,12500.0,Institute for Safe Families
1320705,132070501,Health,Kennedy University Hospital Inc,Health Department,RWA increase to awards,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,695399.0,198166.0,Kennedy University Hospital Inc
1220440,122044001,Health,Kensington Hospital,Health Department,CDC PREVENTION 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,65000.0,56496.0,Kensington Hospital
1320706,1320706,Health,Kensington Hospital,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,160523.0,116402.0,Kensington Hospital
1320039,132003901,Health,LaSalle University,Health Department,HIP Home Visiting,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,285000.0,65002.0,LaSalle University
MPXX14000050,MPXX14000050,Health,"Linda Barbara Edelson-Slocum, DMD",Miscellaneous Order,Forensic Odontology Svs.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,3000.0,0.0,"Linda Barbara Edelson-Slocum, DMD"
1220248,122024802,Health,"Lucy B. Rorke-Adams, MD",Health Department,Forensic Neuropathology,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,50000.0,13000.0,"Lucy B. Rorke-Adams, MD"
MPXX14000034,MPXX14000034,Health,"Luther Consulting, LLC",Miscellaneous Order,Evaluation Web Consult,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,9999.96,9999.96,"Luther Consulting, LLC"
1120120,112012004,Health,"Mark W. Rovinski, CPA, LLC",Accounting and Auditing Svcs,Finanical Monitoring,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,64625.0,0.0,"Mark W. Rovinski, CPA, LLC"
1220472,122047201,Health,Mazzoni Center,Health Department,Syphilis Surveillance,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,31.0,31680.0,21846.0,Mazzoni Center
1220441,122044101,Health,Mercy Catholic Medical Center,Health Department,CDC PREVENTION 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,36000.0,21265.0,Mercy Catholic Medical Center
MPXX14000058,MPXX14000058,Health,National Council for Prescription Drug Programs,Miscellaneous Order,Pharmacy Database,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,11405.0,11405.0,National Council for Prescription Drug Programs
1420120,1420120,Health,National Nursing Centers Consortium,Health Department,Croos Program Data Mgr,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,58984.0,0.0,National Nursing Centers Consortium
1220300,122030002,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,STATE PREVENTION 2014,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,86793.0,0.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1220443,122044301,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,CDC Prev 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,129927.0,86140.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1220444,122044401,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,CDC Prev 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,120000.0,75153.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1320630,132063001,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,Pediatric TB Clinic,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,65450.0,0.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1320707,132070701,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,RWA,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,1118820.0,716315.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1320708,1320708,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,391886.0,238693.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1420154,1420154,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,RWB Health Education,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,124204.0,37354.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1420207,1420207,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,HCC Prenatal Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,596840.0,0.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1220442,122044201,Health,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,68923.0,51168.0,Presbyterian Medical Center of the Univ of Penn Health Sys
1120416,112041603,Health,"Public Health Foundation Enterprises, Inc. (dba PHFE Mgmnt)",Computer and Information Svcs,EHR Project,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,1224000.0,324909.3,"Public Health Foundation Enterprises, Inc. (dba PHFE Mgmnt)"
1020284,102028403,Health,Public Health Management Corporation,Health Department,STD Surveillancw,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,911835.0,338510.0,Public Health Management Corporation
1020439,102043905,Health,Public Health Management Corporation,Health Department,Vaccine Prevent. Disease,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,334817.0,271343.0,Public Health Management Corporation
1120350,112035002,Health,Public Health Management Corporation,Health Department,Epi & Lab Capacity,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,440021.0,280477.0,Public Health Management Corporation
1120377,112037702,Health,Public Health Management Corporation,Health Department,Immunization KIDS,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,1238147.0,693469.0,Public Health Management Corporation
1220073,122007303,Health,Public Health Management Corporation,Health Department,MIS STAFFING,2013-06-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,511608.44,0.0,Public Health Management Corporation
1220120,122012002,Health,Public Health Management Corporation,Health Department,Bioterrorism,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,1103647.0,381809.0,Public Health Management Corporation
1220216,122021606,Health,Public Health Management Corporation,Health Department,MSA Tobacco,2013-10-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,90206.0,0.0,Public Health Management Corporation
1220283,122028302,Health,Public Health Management Corporation,General Consultant Services,AMS IT Staff Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,640769.0,253545.0,Public Health Management Corporation
1220392,122039201,Health,Public Health Management Corporation,Health Department,Immunization Education,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,1185993.0,499514.0,Public Health Management Corporation
1220425,122042501,Health,Public Health Management Corporation,Health Department,Home Remediation Work,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,1105860.0,1497177.72,Public Health Management Corporation
1220425,122042502,Health,Public Health Management Corporation,Health Department,Home Remediation work,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,334.0,945000.0,0.0,Public Health Management Corporation
1220506,122050603,Health,Public Health Management Corporation,Health Department,Get Healthy Philly,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,272.0,63999.0,5582.0,Public Health Management Corporation
1220551,122055101,Health,Public Health Management Corporation,Health Department,Immunization Spec Project,2013-04-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,95313.0,13796.0,Public Health Management Corporation
1320093,132009302,Health,Public Health Management Corporation,Health Department,AHS Mammography Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,214159.0,67127.0,Public Health Management Corporation
1320148,132014801,Health,Public Health Management Corporation,Health Department,DDC Director,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,218297.0,70313.0,Public Health Management Corporation
1320412,132041201,Health,Public Health Management Corporation,Health Department,Refugee Mgr and Epi Spec,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,143922.0,13875.0,Public Health Management Corporation
1320414,132041402,Health,Public Health Management Corporation,Health Department,Get Healthy philly,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,212213.0,72105.0,Public Health Management Corporation
1320600,1320600,Health,Public Health Management Corporation,Health Department,STD DIS,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,0.0,1092321.0,961520.0,Public Health Management Corporation
1320643,132064301,Health,Public Health Management Corporation,Health Department,CDC Surv C&I/Beh/Mol,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,1557738.0,489508.0,Public Health Management Corporation
1320731,132073101,Health,Public Health Management Corporation,Health Department,RWA Umbrella,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,3700000.0,1205635.0,Public Health Management Corporation
1320748,1320748,Health,Public Health Management Corporation,Health Department,Accredidation GHP,2013-04-22T00:00:00Z,2013-12-31T00:00:00Z,0.0,62712.0,48708.0,Public Health Management Corporation
1320770,1320770,Health,Public Health Management Corporation,Health Department,CDC Surveillance MMP,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,151.0,269441.0,81290.0,Public Health Management Corporation
1420119,142011901,Health,Public Health Management Corporation,Health Department,PHMC Administration,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,672254.0,128787.0,Public Health Management Corporation
MPXX14000035,MPXX14000035,Health,RTM Designs,Miscellaneous Order,Refer NET Annual Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,2500.0,2500.0,RTM Designs
1420192,1420192,Health,"RUTGERS, THE STATE UNIVERSITY",Health Department,Oral Health Care Svs,2013-07-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,108783.0,0.0,"RUTGERS, THE STATE UNIVERSITY"
1320678,1320678,Health,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Computer and Information Svcs,STD Data Mgmt System,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,151.0,325000.0,48235.75,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc."
MPXX14000195,MPXX14000195,Health,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Miscellaneous Order,HL7 Interface,2013-09-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,30000.0,1800.0,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc."
MPXX14000009,MPXX14000009,Health,"Satya B. Verma, OD",Miscellaneous Order,Optometry-Riverview Home,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,10000.0,2460.0,"Satya B. Verma, OD"
MPXX14000049,MPXX14000049,Health,Sheila Mcfadden-Dashkow,Miscellaneous Order,Forensic Odontology Svs.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,4000.0,0.0,Sheila Mcfadden-Dashkow
MPXX14000115,MPXX14000115,Health,"Social Solutions Global, Inc.",Miscellaneous Order,ETO,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,12450.0,12450.0,"Social Solutions Global, Inc."
1220445,122044501,Health,Temple University,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,70000.0,44455.0,Temple University
1220509,122050902,Health,Temple University,Health Department,Salt Reduction & Tobacco,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,272.0,75000.0,20556.29,Temple University
1320415,132041501,Health,Temple University,Health Department,Salt Reduction & Tobacco,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,150000.0,0.0,Temple University
1320710,132071001,Health,Temple University,Health Department,RWA Increase to Award,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,495191.0,102834.0,Temple University
1320711,132071101,Health,Temple University,Health Department,RWA additional award,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,113769.0,74339.0,Temple University
1420091,1420091,Health,Temple University,Health Department,HIV/AIDS Dental Care,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,40868.0,17028.33,Temple University
1120047,112004703,Health,Tenet Health Systems St. CHFC  L.L.C.,Health Department,Pediatric Specialty Svcs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,25000.0,0.0,Tenet Health Systems St. CHFC  L.L.C.
1320704,132070401,Health,The Cooper Health System,Health Department,RWA additional funds,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,777823.0,431776.0,The Cooper Health System
1220489,122048906,Health,The Food Trust,Health Department,Food Access,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,344995.0,0.0,The Food Trust
1220507,122050703,Health,The Food Trust,Health Department,Healthy Food Access,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,272.0,88669.0,0.0,The Food Trust
1420325,1420325,Health,The Food Trust,Health Department,Salt Reduction in Comm.,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,272.0,25820.0,0.0,The Food Trust
1220446,122044601,Health,Thomas Jefferson University,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,57500.0,43882.0,Thomas Jefferson University
1320712,1320712,Health,Thomas Jefferson University,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,165000.0,98063.0,Thomas Jefferson University
1220208,122020802,Health,UNITARY,Health Department,Temporary Pharmacy Staff,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,700000.0,210055.35,UNITARY
1220455,122045501,Health,UNITARY,Health Department,CDC Prevention Unitary,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,3400000.0,2355180.0,UNITARY
1220547,122054701,Health,UNITARY,Health Department,Healthy Start Unitary,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,151.0,2500000.0,956662.0,UNITARY
1320056,132005601,Health,UNITARY,Health Department,Title V Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,1295835.0,261548.0,UNITARY
1320099,132009901,Health,UNITARY,Health Department,Hospital Referral/Malprac,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,4019771.0,1417020.47,UNITARY
1320730,1320730,Health,UNITARY,Health Department,Ryan White Part A Unitary,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,8000000.0,4606922.0,UNITARY
1420116,1420116,Health,UNITARY,Health Department,2014 State Act 656,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,879486.0,155272.0,UNITARY
1420117,1420117,Health,UNITARY,Health Department,2014 GF Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,2291814.0,507338.0,UNITARY
1420128,1420128,Health,UNITARY,Health Department,Ryan White Part B Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,3438958.0,814835.0,UNITARY
1420217,1420217,Health,UNITARY,Health Department,State Prevention Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,1000000.0,245068.0,UNITARY
1420364,1420364,Health,UNITARY,Health Department,Phila. Integ. Hlth SAMHSA,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,272.0,500000.0,0.0,UNITARY
1120530,112053002,Health,Univer of Med. & Dentistry of NJ,Health Department,Ryan White A 2013,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,138711.0,59423.0,Univer of Med. & Dentistry of NJ
1420093,1420093,Health,"University of Pennsylvania, Trustees of the",Health Department,HIV/AIDS Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,100000.0,41666.65,"University of Pennsylvania, Trustees of the"
1420213,1420213,Health,"University of Pennsylvania, Trustees of the",Health Department,Tobacco Warnings Eval,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,77147.0,0.0,"University of Pennsylvania, Trustees of the"
1320642,1320642,Health,Urban Affairs Coalition,Health Department,CDC Prevention Fuidicary,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,0.0,494322.0,323923.0,Urban Affairs Coalition
1320716,1320716,Health,Urban Affairs Coalition,Health Department,Ryan White A Umbrella,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,59.0,201363.0,109585.0,Urban Affairs Coalition
1420113,1420113,Health,Urban Affairs Coalition,Health Department,GENERAL FUNDS 2014,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,99150.0,26391.0,Urban Affairs Coalition
1420114,1420114,Health,Urban Affairs Coalition,Health Department,State 656 funds 2014,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,261734.0,81394.0,Urban Affairs Coalition
1420245,1420245,Health,Urban Affairs Coalition,Health Department,State Prevention UAC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,585260.0,165970.0,Urban Affairs Coalition
MPXX14000038,MPXX14000038,Health,"WILLS EYE OPTHALMOLOGY CLINIC, INC.",Miscellaneous Order,Path. Ophthalmic Exam Svs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,10000.0,2000.0,"WILLS EYE OPTHALMOLOGY CLINIC, INC."
1320149,132014902,Health,"William E. Tierney, Limited",Health Department,Medicare/Medicaid Consult,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,75000.0,0.0,"William E. Tierney, Limited"
1320041,132004101,Health,Women Organized Against Rape,Health Department,Sexual Assault,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,105000.0,0.0,Women Organized Against Rape
1120001,1120001,Health,eClinicalWorks LLC,Computer and Information Svcs,EMR Implementation Vendor,2011-03-28T00:00:00Z,2015-03-27T00:00:00Z,451.0,8131873.0,1074959.68,eClinicalWorks LLC
1120587,112058704,Human Services,"120 Rider Avenue Operating Company, LP",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,44183.25,18520.65,"120 Rider Avenue Operating Company, LP"
1120586,112058605,Human Services,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,194574.0,55440.9,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown
1120589,112058904,Human Services,"425 Cedarcrest Road Operating Company, LP",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,44183.01,37041.3,"425 Cedarcrest Road Operating Company, LP"
1120588,112058806,Human Services,"90 Cafferty Road Operating Company, LP",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,421012.01,184601.25,"90 Cafferty Road Operating Company, LP"
1120119,112011909,Human Services,"A Second Chance, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,3732334.0,1489656.7,"A Second Chance, Inc."
1320612,132061202,Human Services,"A Second Chance, Inc.",Human Services Department,Family Guided Decision Ma,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,1269464.0,572750.0,"A Second Chance, Inc."
1320204,132020402,Human Services,"ABS LINCS VA, Inc. D/B/A First Home Care",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,7994482.57,2324871.37,"ABS LINCS VA, Inc. D/B/A First Home Care"
1320447,132044701,Human Services,"ASPIRA, Inc. of Pennsylvania",Human Services Department,EPIC STAKEHOLDERS,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,140000.0,0.0,"ASPIRA, Inc. of Pennsylvania"
1320280,132028001,Human Services,Adelphoi Villiage,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,181.0,1443577.01,0.0,Adelphoi Villiage
MPXX14000207,MPXX14000207,Human Services,Adoption Center of Delaware Valley,Miscellaneous Order,Adoption Recruitment Svs,2013-09-10T08:32:43Z,2014-06-30T00:00:00Z,181.0,17167.0,0.0,Adoption Center of Delaware Valley
