original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
1220442,122044202,Health,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,CDC Prevention 2014,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,68923.0,0.0,Presbyterian Medical Center of the Univ of Penn Health Sys
1320709,1320709,Health,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,288539.0,245723.0,Presbyterian Medical Center of the Univ of Penn Health Sys
1120416,112041604,Health,"Public Health Foundation Enterprises, Inc. (dba PHFE Mgmnt)",Computer and Information Svcs,EHR Project,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,931200.0,35061.0,"Public Health Foundation Enterprises, Inc. (dba PHFE Mgmnt)"
1120350,112035003,Health,Public Health Management Corporation,Health Department,Epi & Lab Capacity,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,343436.0,15711.0,Public Health Management Corporation
1120377,112037703,Health,Public Health Management Corporation,Health Department,KIDS Immunization,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,1224909.0,0.0,Public Health Management Corporation
1220073,122007303,Health,Public Health Management Corporation,Health Department,MIS STAFFING,2013-06-01T00:00:00Z,2014-06-30T00:00:00Z,91,511608.44,163470.02,Public Health Management Corporation
1220120,122012002,Health,Public Health Management Corporation,Health Department,Bioterrorism,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1103647.0,593828.0,Public Health Management Corporation
1220216,122021606,Health,Public Health Management Corporation,Health Department,MSA Tobacco,2013-10-01T00:00:00Z,2014-06-30T00:00:00Z,91,90206.0,40420.0,Public Health Management Corporation
1220283,122028302,Health,Public Health Management Corporation,General Consultant Services,AMS IT Staff Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,640769.0,338951.0,Public Health Management Corporation
1220392,122039202,Health,Public Health Management Corporation,Health Department,Immunization Education,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,1227537.0,0.0,Public Health Management Corporation
1220425,122042502,Health,Public Health Management Corporation,Health Department,Home Remediation work,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,945000.0,0.0,Public Health Management Corporation
1220506,122050603,Health,Public Health Management Corporation,Health Department,Get Healthy Philly,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,182,63999.0,10559.0,Public Health Management Corporation
1220551,122055102,Health,Public Health Management Corporation,Health Department,Immunization Spec Project,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,62756.0,0.0,Public Health Management Corporation
1320093,132009302,Health,Public Health Management Corporation,Health Department,AHS Mammography Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,214159.0,98983.0,Public Health Management Corporation
1320148,132014801,Health,Public Health Management Corporation,Health Department,DDC Director,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,218297.0,108853.0,Public Health Management Corporation
1320412,132041201,Health,Public Health Management Corporation,Health Department,Refugee Mgr and Epi Spec,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,143922.0,46518.0,Public Health Management Corporation
1320414,132041403,Health,Public Health Management Corporation,Health Department,Get Healthy Philly Staff,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,213213.0,123578.0,Public Health Management Corporation
1320600,132060001,Health,Public Health Management Corporation,Health Department,STD DIS,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,1156994.0,0.0,Public Health Management Corporation
1320731,132073101,Health,Public Health Management Corporation,Health Department,RWA Umbrella,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,3700000.0,2162778.0,Public Health Management Corporation
1320748,132074801,Health,Public Health Management Corporation,Health Department,Accredidation GHP,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,93818.0,7221.0,Public Health Management Corporation
1320770,1320770,Health,Public Health Management Corporation,Health Department,CDC Surveillance MMP,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,61,269441.0,173233.0,Public Health Management Corporation
1420119,142011901,Health,Public Health Management Corporation,Health Department,PHMC Administration,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,672254.0,298051.0,Public Health Management Corporation
1420410,1420410,Health,Public Health Management Corporation,Health Department,STD Surveillance,2013-12-01T00:00:00Z,2014-11-30T00:00:00Z,244,1012347.0,63659.0,Public Health Management Corporation
1420446,1420446,Health,Public Health Management Corporation,Health Department,Support Services,2014-03-01T00:00:00Z,2014-06-30T00:00:00Z,91,50513.0,0.0,Public Health Management Corporation
MPXX14000035,MPXX14000035,Health,RTM Designs,Miscellaneous Order,Refer NET Annual Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2500.0,2500.0,RTM Designs
1420192,1420192,Health,"RUTGERS, THE STATE UNIVERSITY",Health Department,Oral Health Care Svs,2013-07-01T00:00:00Z,2014-02-28T00:00:00Z,0,108783.0,96793.0,"RUTGERS, THE STATE UNIVERSITY"
1320678,1320678,Health,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Computer and Information Svcs,STD Data Mgmt System,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,61,325000.0,178235.75,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc."
MPXX14000195,MPXX14000195,Health,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Miscellaneous Order,HL7 Interface,2013-09-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,4162.5,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc."
MPXX14000009,MPXX14000009,Health,"Satya B. Verma, OD",Miscellaneous Order,Optometry-Riverview Home,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,10000.0,3120.0,"Satya B. Verma, OD"
MPXX14000049,MPXX14000049,Health,Sheila Mcfadden-Dashkow,Miscellaneous Order,Forensic Odontology Svs.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,Sheila Mcfadden-Dashkow
MPXX14000115,MPXX14000115,Health,"Social Solutions Global, Inc.",Miscellaneous Order,ETO,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,12450.0,12450.0,"Social Solutions Global, Inc."
1420319,1420319,Health,TechSense Solutions Inc.,Computer and Information Svcs,Web Dev & Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,10000.0,0.0,TechSense Solutions Inc.
1220445,122044502,Health,Temple University,Health Department,CDC Prevention 2014,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,70000.0,0.0,Temple University
1220509,122050902,Health,Temple University,Health Department,Salt Reduction & Tobacco,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,182,75000.0,29659.32,Temple University
1320415,132041501,Health,Temple University,Health Department,Salt Reduction & Tobacco,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,150000.0,0.0,Temple University
1320710,132071001,Health,Temple University,Health Department,RWA Increase to Award,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,495191.0,396251.0,Temple University
1320711,132071101,Health,Temple University,Health Department,RWA additional award,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,113769.0,109058.0,Temple University
1420091,1420091,Health,Temple University,Health Department,HIV/AIDS Dental Care,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,40868.0,17028.33,Temple University
MPXX14000292,MPXX14000292,Health,Temple University,Miscellaneous Order,Special Needs,2014-01-01T00:00:00Z,2014-06-30T00:00:00Z,91,3000.0,0.0,Temple University
1120047,112004703,Health,Tenet Health Systems St. CHFC  L.L.C.,Health Department,Pediatric Specialty Svcs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,25000.0,0.0,Tenet Health Systems St. CHFC  L.L.C.
1320704,132070401,Health,The Cooper Health System,Health Department,RWA additional funds,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,777823.0,611838.0,The Cooper Health System
1220489,122048906,Health,The Food Trust,Health Department,Food Access,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,344995.0,147525.0,The Food Trust
1220507,122050703,Health,The Food Trust,Health Department,Healthy Food Access,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,182,88669.0,14925.0,The Food Trust
1420325,1420325,Health,The Food Trust,Health Department,Salt Reduction in Comm.,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,182,25820.0,1506.0,The Food Trust
1220446,122044602,Health,Thomas Jefferson University,Health Department,CDC Prevention 2014,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,57500.0,0.0,Thomas Jefferson University
1320712,1320712,Health,Thomas Jefferson University,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,165000.0,147619.0,Thomas Jefferson University
1220208,122020802,Health,UNITARY,Health Department,Temporary Pharmacy Staff,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,700000.0,270214.57,UNITARY
1220455,122045502,Health,UNITARY,Health Department,CDC Prevention Unitary,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,3000000.0,0.0,UNITARY
1220547,122054701,Health,UNITARY,Health Department,Healthy Start Unitary,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,61,2500000.0,1504398.0,UNITARY
1320056,132005601,Health,UNITARY,Health Department,Title V Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1295835.0,552365.0,UNITARY
1320099,132009901,Health,UNITARY,Health Department,Hospital Referral/Malprac,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,4019771.0,1535626.51,UNITARY
1320730,1320730,Health,UNITARY,Health Department,Ryan White Part A Unitary,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,8000000.0,6510463.0,UNITARY
1420116,1420116,Health,UNITARY,Health Department,2014 State Act 656,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,879486.0,328782.0,UNITARY
1420117,1420117,Health,UNITARY,Health Department,2014 GF Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2291814.0,1116132.0,UNITARY
1420128,1420128,Health,UNITARY,Health Department,Ryan White Part B Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,3438958.0,1636779.0,UNITARY
1420217,1420217,Health,UNITARY,Health Department,State Prevention Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1000000.0,450454.0,UNITARY
1420364,1420364,Health,UNITARY,Health Department,Phila. Integ. Hlth SAMHSA,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,182,500000.0,30365.0,UNITARY
1420388,1420388,Health,UNITARY,Health Department,HIV PREVENTION PROGRAM,2014-01-01T00:00:00Z,2014-06-30T00:00:00Z,91,628442.0,27713.0,UNITARY
MPXX14000291,MPXX14000291,Health,United Cerebral Palsy Association of Philadelphia & Vicinity,Miscellaneous Order,Special Needs,2014-01-01T00:00:00Z,2014-06-30T00:00:00Z,91,3000.0,0.0,United Cerebral Palsy Association of Philadelphia & Vicinity
1120530,112053002,Health,Univer of Med. & Dentistry of NJ,Health Department,Ryan White A 2013,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,138711.0,59423.0,Univer of Med. & Dentistry of NJ
1320714,1320714,Health,"University of Pennsylvania, Trustees of the",Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,309393.0,246125.0,"University of Pennsylvania, Trustees of the"
1320715,1320715,Health,"University of Pennsylvania, Trustees of the",Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,325081.0,170711.0,"University of Pennsylvania, Trustees of the"
1420093,1420093,Health,"University of Pennsylvania, Trustees of the",Health Department,HIV/AIDS Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,49999.98,"University of Pennsylvania, Trustees of the"
1420118,1420118,Health,"University of Pennsylvania, Trustees of the",Health Department,Obstetrical Consultant,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,45068.0,15330.49,"University of Pennsylvania, Trustees of the"
1420153,1420153,Health,"University of Pennsylvania, Trustees of the",Health Department,RWB Oral Health Care,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,29056.0,14523.0,"University of Pennsylvania, Trustees of the"
1420213,1420213,Health,"University of Pennsylvania, Trustees of the",Health Department,Tobacco Warnings Eval,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,77147.0,77081.21,"University of Pennsylvania, Trustees of the"
1320642,132064201,Health,Urban Affairs Coalition,Health Department,CDC Prevention 2014,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,465144.0,0.0,Urban Affairs Coalition
1320716,1320716,Health,Urban Affairs Coalition,Health Department,Ryan White A Umbrella,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,0,201363.0,138993.0,Urban Affairs Coalition
1420113,1420113,Health,Urban Affairs Coalition,Health Department,GENERAL FUNDS 2014,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,99150.0,47092.0,Urban Affairs Coalition
1420114,1420114,Health,Urban Affairs Coalition,Health Department,State 656 funds 2014,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,261734.0,126124.0,Urban Affairs Coalition
1420245,1420245,Health,Urban Affairs Coalition,Health Department,State Prevention UAC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,585260.0,281862.0,Urban Affairs Coalition
1420386,1420386,Health,Urban Affairs Coalition,Health Department,HIV PREVENTION PROGRAM,2014-01-01T00:00:00Z,2014-06-30T00:00:00Z,91,401625.0,0.0,Urban Affairs Coalition
MPXX14000038,MPXX14000038,Health,"WILLS EYE OPTHALMOLOGY CLINIC, INC.",Miscellaneous Order,Path. Ophthalmic Exam Svs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,10000.0,2000.0,"WILLS EYE OPTHALMOLOGY CLINIC, INC."
1320149,132014902,Health,"William E. Tierney, Limited",Health Department,Medicare/Medicaid Consult,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,75000.0,0.0,"William E. Tierney, Limited"
1320041,132004101,Health,Women Organized Against Rape,Health Department,Sexual Assault,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,105000.0,54239.0,Women Organized Against Rape
1120001,1120001,Health,eClinicalWorks LLC,Computer and Information Svcs,EMR Implementation Vendor,2011-03-28T00:00:00Z,2015-03-27T00:00:00Z,361,8131873.0,1075774.18,eClinicalWorks LLC
1120587,112058704,Human Services,"120 Rider Avenue Operating Company, LP",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,44183.25,26025.75,"120 Rider Avenue Operating Company, LP"
1120586,112058605,Human Services,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,194574.0,73719.45,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown
1120589,112058905,Human Services,"425 Cedarcrest Road Operating Company, LP",Human Services Department,placement services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,88366.5,41762.25,"425 Cedarcrest Road Operating Company, LP"
1120588,112058806,Human Services,"90 Cafferty Road Operating Company, LP",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,421012.01,251178.75,"90 Cafferty Road Operating Company, LP"
1120119,112011910,Human Services,"A Second Chance, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,3732334.0,2603825.74,"A Second Chance, Inc."
1320612,132061202,Human Services,"A Second Chance, Inc.",Human Services Department,Family Guided Decision Ma,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1269464.0,1200250.0,"A Second Chance, Inc."
1320204,132020402,Human Services,"ABS LINCS VA, Inc. D/B/A First Home Care",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,7994482.57,4488408.14,"ABS LINCS VA, Inc. D/B/A First Home Care"
1320447,132044701,Human Services,"ASPIRA, Inc. of Pennsylvania",Human Services Department,EPIC STAKEHOLDERS,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,140000.0,0.0,"ASPIRA, Inc. of Pennsylvania"
1420235,1420235,Human Services,"Access Information Management of Wisconsin, LLC",General Consultant Services,Records Mgt Support,2013-08-12T00:00:00Z,2014-06-30T00:00:00Z,91,351429.0,0.0,"Access Information Management of Wisconsin, LLC"
1320280,132028002,Human Services,Adelphoi Villiage,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1443577.01,604430.75,Adelphoi Villiage
MPXX14000207,MPXX14000207,Human Services,Adoption Center of Delaware Valley,Miscellaneous Order,Adoption Recruitment Svs,2013-09-10T00:00:00Z,2014-06-30T00:00:00Z,91,17167.0,0.0,Adoption Center of Delaware Valley
MPXX14000118,MPXX14000118,Human Services,Alana F. Dunoff DBA AFD Facility Planning,Miscellaneous Order,Facility Planning,2013-07-16T00:00:00Z,2014-06-30T00:00:00Z,91,27870.0,18482.41,Alana F. Dunoff DBA AFD Facility Planning
1420140,142014001,Human Services,"Alliance Human Services, Inc.",Human Services Department,Placement services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,3053930.0,2348803.35,"Alliance Human Services, Inc."
1320227,132022702,Human Services,Alternative Rehabilitation Communities Inc.,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1014877.0,667381.8,Alternative Rehabilitation Communities Inc.
MPXX14000184,MPXX14000184,Human Services,American Red Cross,Miscellaneous Order,CPR Training,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,9540.0,0.0,American Red Cross
MPXX14000165,MPXX14000165,Human Services,Americor Press,Miscellaneous Order,Printing Services,2013-08-06T00:00:00Z,2014-06-30T00:00:00Z,91,25000.0,4515.0,Americor Press
1320063,132006301,Human Services,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,Truancy Prevention,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,818903.0,267479.0,"Asociacion Puertorriquenos En Marcha, Inc."
1320230,132023004,Human Services,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,Placement Services (IHPS),2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2750610.0,2011338.67,"Asociacion Puertorriquenos En Marcha, Inc."
1320313,132031301,Human Services,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,IOC CUA- 2,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1.3028514E7,2375696.0,"Asociacion Puertorriquenos En Marcha, Inc."
1420212,1420212,Human Services,"Asociacion Puertorriquenos En Marcha, Inc.",Human Services Department,Childcare Services,2013-08-05T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,8356.6,"Asociacion Puertorriquenos En Marcha, Inc."
1320290,132029003,Human Services,Assessment & Treatment Alternatives Inc,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,184099.01,93161.35,Assessment & Treatment Alternatives Inc
1320590,132059001,Human Services,Assessment & Treatment Alternatives Inc,Human Services Department,Evaluation  Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,233000.0,39850.0,Assessment & Treatment Alternatives Inc
1420189,1420189,Human Services,"Attic Youth Center, The",Human Services Department,LGBTQ Special Needs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,64486.0,"Attic Youth Center, The"
MPXX14000077,MPXX14000077,Human Services,"Attic Youth Center, The",Miscellaneous Order,Training Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,15000.0,0.0,"Attic Youth Center, The"
1220389,122038903,Human Services,Auberle,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,67890.0,0.0,Auberle
1320255,132025501,Human Services,Baptist Children's Services,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2084180.02,1342937.24,Baptist Children's Services
1320405,132040501,Human Services,"Bayada Home Health Care, Inc.",Human Services Department,Medical Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,175000.0,95784.75,"Bayada Home Health Care, Inc."
1320679,132067901,Human Services,Be Strong Families NFP,Human Services Department,"IOC, CUA staff  training",2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,55666.0,Be Strong Families NFP
1320194,132019401,Human Services,Benchmark Behavioral Health System,Human Services Department,"Inst,Grphome,SIL,CBDS",2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,5280.0,0.0,Benchmark Behavioral Health System
1320257,132025702,Human Services,Bethanna,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,6352709.01,4781209.84,Bethanna
1320258,132025802,Human Services,Bethany Children's Home,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,427309.12,332483.22,Bethany Children's Home
1320259,132025904,Human Services,Bethany Christian Services,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1086248.0,299666.58,Bethany Christian Services
1320246,132024602,Human Services,Bethesda Children's Home,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,150010.0,26563.02,Bethesda Children's Home
1320362,132036201,Human Services,Big Brothers Big Sisters Association,Human Services Department,MENTORING PROGRAM,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1000000.0,676503.0,Big Brothers Big Sisters Association
MPXX14000172,MPXX14000172,Human Services,"Blue Chip Technologies-US, Inc. d/b/a Guardian MPS",Miscellaneous Order,Training Services,2013-08-14T00:00:00Z,2014-06-30T00:00:00Z,91,31448.0,31448.0,"Blue Chip Technologies-US, Inc. d/b/a Guardian MPS"
1120267,112026703,Human Services,Breakthrough of Greater Philadelphia,Human Services Department,STUDENT TRAINING,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,20000.0,Breakthrough of Greater Philadelphia
1420239,1420239,Human Services,CASA of Philadelphia,Human Services Department,Child Advocacy,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,225000.0,112512.0,CASA of Philadelphia
1320282,132028202,Human Services,CHE Services Corporation d/b/a Children's Home of Easton,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2430307.01,1096916.31,CHE Services Corporation d/b/a Children's Home of Easton
1320427,132042701,Human Services,COMMUNIPOWER II,Human Services Department,YOUTH DEVELOPEMENT,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,112200.0,36278.0,COMMUNIPOWER II
1320671,132067101,Human Services,"CUSTOMED, INC",Human Services Department,Organize Delinquent sport,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,52800.0,12465.0,"CUSTOMED, INC"
1320525,132052501,Human Services,Cambodian Association of Greater Philadelphia,Human Services Department,Fam.Support Program,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,75000.0,23454.0,Cambodian Association of Greater Philadelphia
1320383,132038303,Human Services,Caring People Alliance,Human Services Department,Placement services,2012-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,4171107.77,3408055.94,Caring People Alliance
1320383,132038303,Human Services,Caring People Alliance,Human Services Department,Placement services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2207001.19,1332827.14,Caring People Alliance
1120200,112020006,Human Services,Carson Valley Children's Aid,Human Services Department,Rapid Service Response,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,963714.0,413592.78,Carson Valley Children's Aid
1320062,132006201,Human Services,Carson Valley Children's Aid,Human Services Department,Truancy Prevention,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,592828.0,300451.0,Carson Valley Children's Aid
1320294,132029403,Human Services,Carson Valley Children's Aid,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,7993967.0,4091597.31,Carson Valley Children's Aid
1320445,132044501,Human Services,Carson Valley Children's Aid,Human Services Department,Epic/Truancy/VDP Safe,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1201146.0,623645.0,Carson Valley Children's Aid
1420283,1420283,Human Services,Carson Valley Children's Aid,Human Services Department,Suppourtive Housing,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,63152.0,33869.0,Carson Valley Children's Aid
1220193,122019306,Human Services,Catholic Social Services,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2.025046002E7,1.089266799E7,Catholic Social Services
1320357,132035702,Human Services,Catholic Social Services,Human Services Department,JJS Programs,2012-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,839696.0,634218.0,Catholic Social Services
1320357,132035702,Human Services,Catholic Social Services,Human Services Department,JJS Programs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,428737.0,250521.0,Catholic Social Services
1420039,1420039,Human Services,Catholic Social Services,Human Services Department,IOC CUA-4,2014-01-01T00:00:00Z,2014-06-30T00:00:00Z,91,4192216.0,634828.0,Catholic Social Services
MPXX14000161,MPXX14000161,Human Services,"Ceisler Media & Issue Advocacy, LLC",Miscellaneous Order,Communications Consultant,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,29900.0,20000.0,"Ceisler Media & Issue Advocacy, LLC"
1220303,122030303,Human Services,Chaddock,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,20919.03,0.0,Chaddock
1320289,132028903,Human Services,"Child First Services, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,6277428.0,5152658.0,"Child First Services, Inc."
1320281,132028102,Human Services,Children's Choice Inc,Human Services Department,Placement Services-PBC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,7588016.01,5838685.12,Children's Choice Inc
1120385,112038504,Human Services,Children's Crisis Treatment Center Inc,Human Services Department,CSAW-PIP,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,148000.0,0.0,Children's Crisis Treatment Center Inc
1320453,132045301,Human Services,Children's Crisis Treatment Center Inc,Human Services Department,TAMAA PROGRAM,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,50000.0,Children's Crisis Treatment Center Inc
1320374,132037402,Human Services,Children's Services Inc,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,2018718.0,850331.84,Children's Services Inc
1320479,132047901,Human Services,Children's Services Inc,Human Services Department,EPIC Stakeholders,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,70000.0,44333.0,Children's Services Inc
1220341,122034102,Human Services,Coelho Consulting,Computer and Information Svcs,Mainstay II Mgmt System,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,95320.0,0.0,Coelho Consulting
1320461,132046101,Human Services,Community Education Alliance Of West Philadelphia,Human Services Department,Belmont Social Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,248181.0,170627.0,Community Education Alliance Of West Philadelphia
1120163,112016304,Human Services,Community Service Foundation,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,271130.02,49683.97,Community Service Foundation
1120621,112062107,Human Services,Community Specialist Corporation d/b/a The Academy,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1376664.0,904767.08,Community Specialist Corporation d/b/a The Academy
1320403,132040301,Human Services,"Concept 7, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,13945.0,12329.82,"Concept 7, Inc."
