original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor
1420120,1420120,Health,National Nursing Centers Consortium,Health Department,Croos Program Data Mgr,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,58984,0,National Nursing Centers Consortium
1120632,112063202,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,ECHPP Grant,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,65000,54350,Phila Health & Education Corp dba Drexel Univ Coll of Med
1220367,122036701,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,SAMSHA grant,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,552367,457813,Phila Health & Education Corp dba Drexel Univ Coll of Med
1220443,122044301,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,CDC Prev 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,129927,60589,Phila Health & Education Corp dba Drexel Univ Coll of Med
1220444,122044401,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,CDC Prev 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,120000,55775,Phila Health & Education Corp dba Drexel Univ Coll of Med
1320630,132063001,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,Pediatric TB Clinic,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,65450,0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1320707,1320707,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,1053820,424138,Phila Health & Education Corp dba Drexel Univ Coll of Med
1320708,1320708,Health,Phila Health & Education Corp dba Drexel Univ Coll of Med,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,391886,153584,Phila Health & Education Corp dba Drexel Univ Coll of Med
1220594,122059401,Health,Philadelphia Housing Authority,Health Department,Get Healthy Philly,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,101004,46238.67,Philadelphia Housing Authority
1320685,1320685,Health,Positive Effect Outreach Ministry,Health Department,HIV Rapid Testing,2013-03-15T00:00:00Z,2013-07-31T00:00:00Z,0,28411,25712.77,Positive Effect Outreach Ministry
1220442,122044201,Health,Presbyterian Medical Center of the Univ of Penn Health Sys,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,68923,45483,Presbyterian Medical Center of the Univ of Penn Health Sys
1120416,112041603,Health,"Public Health Foundation Enterprises, Inc. (dba PHFE Mgmnt)",Computer and Information Svcs,EHR Project,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,1224000,238450,"Public Health Foundation Enterprises, Inc. (dba PHFE Mgmnt)"
1020284,102028403,Health,Public Health Management Corporation,Health Department,STD Surveillancw,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,911835,105654,Public Health Management Corporation
1020439,102043905,Health,Public Health Management Corporation,Health Department,Vaccine Prevent. Disease,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,334817,167270,Public Health Management Corporation
1120340,112034003,Health,Public Health Management Corporation,Health Department,CDC ECHPP FY13,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,228834,86581,Public Health Management Corporation
1120350,112035002,Health,Public Health Management Corporation,Health Department,Epi & Lab Capacity,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,440021,187198,Public Health Management Corporation
1120377,112037702,Health,Public Health Management Corporation,Health Department,Immunization KIDS,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,1238147,421148,Public Health Management Corporation
1220073,122007303,Health,Public Health Management Corporation,Health Department,MIS STAFFING,2013-06-01T00:00:00Z,2014-06-30T00:00:00Z,273,511608.44,0,Public Health Management Corporation
1220120,122012002,Health,Public Health Management Corporation,Health Department,Bioterrorism,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1103647,9674,Public Health Management Corporation
1220216,122021605,Health,Public Health Management Corporation,Health Department,MSA Tobacco Control,2013-07-01T00:00:00Z,2013-09-30T00:00:00Z,0,29355,10377,Public Health Management Corporation
1220392,122039201,Health,Public Health Management Corporation,Health Department,Immunization Education,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,1185993,234317,Public Health Management Corporation
1220425,122042501,Health,Public Health Management Corporation,Health Department,Home Remediation Work,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,1105860,1329067.36,Public Health Management Corporation
1220506,122050602,Health,Public Health Management Corporation,Health Department,Get Healthy Philly,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,63999,55604,Public Health Management Corporation
1220551,122055101,Health,Public Health Management Corporation,Health Department,Immunization Spec Project,2013-04-01T00:00:00Z,2013-12-31T00:00:00Z,92,95313,0,Public Health Management Corporation
1320093,132009302,Health,Public Health Management Corporation,Health Department,AHS Mammography Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,214159,33902,Public Health Management Corporation
1320148,132014801,Health,Public Health Management Corporation,Health Department,DDC Director,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,218297,0,Public Health Management Corporation
1320412,132041201,Health,Public Health Management Corporation,Health Department,Refugee Mgr and Epi Spec,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,143922,0,Public Health Management Corporation
1320414,132041402,Health,Public Health Management Corporation,Health Department,Get Healthy philly,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,212213,0,Public Health Management Corporation
1320600,1320600,Health,Public Health Management Corporation,Health Department,STD DIS,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,61,1092321,591609,Public Health Management Corporation
1320643,1320643,Health,Public Health Management Corporation,Health Department,CDC C&I/Behavioral Surv.,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,1043748,288704,Public Health Management Corporation
1320731,1320731,Health,Public Health Management Corporation,Health Department,Ryan White Pt A Umbrella,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,3500000,617042,Public Health Management Corporation
1320748,1320748,Health,Public Health Management Corporation,Health Department,Accredidation GHP,2013-04-22T00:00:00Z,2013-12-31T00:00:00Z,92,62712,25552,Public Health Management Corporation
1320770,1320770,Health,Public Health Management Corporation,Health Department,CDC Surveillance MMP,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,243,269441,17042,Public Health Management Corporation
1420119,1420119,Health,Public Health Management Corporation,Health Department,GF PHMC Admin,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,612254,0,Public Health Management Corporation
MPXX14000035,MPXX14000035,Health,RTM Designs,Miscellaneous Order,Refer NET Annual Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2500,0,RTM Designs
1320678,1320678,Health,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Computer and Information Svcs,STD Data Mgmt System,2013-06-01T00:00:00Z,2014-05-31T00:00:00Z,243,325000,28235.75,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc."
MPXX14000195,MPXX14000195,Health,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc.",Miscellaneous Order,HL7 Interface,2013-09-01T00:00:00Z,2014-06-30T00:00:00Z,273,30000,0,"Sage Pursuits, Inc.  dba: Envision Technology Partners, Inc."
MPXX14000009,MPXX14000009,Health,"Satya B. Verma, OD",Miscellaneous Order,Optometry-Riverview Home,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,10000,1000,"Satya B. Verma, OD"
MPXX14000049,MPXX14000049,Health,Sheila Mcfadden-Dashkow,Miscellaneous Order,Forensic Odontology Svs.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,4000,0,Sheila Mcfadden-Dashkow
MPXX14000115,MPXX14000115,Health,"Social Solutions Global, Inc.",Miscellaneous Order,ETO,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,12450,12450,"Social Solutions Global, Inc."
1120634,112063402,Health,Temple University,Health Department,ECHPP Grant,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,65000,60826,Temple University
1220445,122044501,Health,Temple University,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,70000,33636,Temple University
1220509,122050901,Health,Temple University,Health Department,Get Healthy Philly,2012-10-01T00:00:00Z,2013-09-29T00:00:00Z,0,75000,83538.27,Temple University
1320415,132041501,Health,Temple University,Health Department,Salt Reduction & Tobacco,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,150000,0,Temple University
1320710,1320710,Health,Temple University,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,430191,61338,Temple University
1320711,1320711,Health,Temple University,Health Department,Ryan White A Care Dental,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,88022,27991,Temple University
1120047,112004703,Health,Tenet Health Systems St. CHFC  L.L.C.,Health Department,Pediatric Specialty Svcs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,25000,0,Tenet Health Systems St. CHFC  L.L.C.
1320704,1320704,Health,The Cooper Health System,Health Department,Ryan White A care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,766704,164909,The Cooper Health System
1220489,122048905,Health,The Food Trust,Health Department,Food Access,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,285000,0,The Food Trust
1220507,122050702,Health,The Food Trust,Health Department,Get Healthy Philly,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,115000,79903,The Food Trust
1220446,122044601,Health,Thomas Jefferson University,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,57500,29954,Thomas Jefferson University
1220539,122053901,Health,Thomas Jefferson University,Health Department,Value Based Ins Design,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,50000,41541.68,Thomas Jefferson University
1320712,1320712,Health,Thomas Jefferson University,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,165000,60670,Thomas Jefferson University
1120598,112059802,Health,UNITARY,Health Department,CDC ECHPP Unitary,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,0,250000,195761,UNITARY
1220208,122020802,Health,UNITARY,Health Department,Temporary Pharmacy Staff,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,700000,123421.38,UNITARY
1220455,122045501,Health,UNITARY,Health Department,CDC Prevention Unitary,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,3400000,1626923,UNITARY
1320099,132009901,Health,UNITARY,Health Department,Hospital Referral/Malprac,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,4019771,67530.75,UNITARY
1320730,1320730,Health,UNITARY,Health Department,Ryan White Part A Unitary,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,8000000,2883626,UNITARY
1420116,1420116,Health,UNITARY,Health Department,2014 State Act 656,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,879486,15563,UNITARY
1420117,1420117,Health,UNITARY,Health Department,2014 GF Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2291814,89107,UNITARY
1420128,1420128,Health,UNITARY,Health Department,Ryan White Part B Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,3438958,165905,UNITARY
1420217,1420217,Health,UNITARY,Health Department,State Prevention Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1000000,46313,UNITARY
1120530,112053002,Health,Univer of Med. & Dentistry of NJ,Health Department,Ryan White A 2013,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,138711,59423,Univer of Med. & Dentistry of NJ
1320762,1320762,Health,"University of Pennsylvania, Trustees of the",Health Department,Get Healthy Phlly,2013-04-15T00:00:00Z,2013-09-30T00:00:00Z,0,63778,0,"University of Pennsylvania, Trustees of the"
1420213,1420213,Health,"University of Pennsylvania, Trustees of the",Health Department,Tobacco Warnings Eval,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,77147,0,"University of Pennsylvania, Trustees of the"
1320642,1320642,Health,Urban Affairs Coalition,Health Department,CDC Prevention Fuidicary,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,494322,237993,Urban Affairs Coalition
1320716,1320716,Health,Urban Affairs Coalition,Health Department,Ryan White A Umbrella,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,151,201363,90474,Urban Affairs Coalition
1420113,1420113,Health,Urban Affairs Coalition,Health Department,GENERAL FUNDS 2014,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,99150,269,Urban Affairs Coalition
1420114,1420114,Health,Urban Affairs Coalition,Health Department,State 656 funds 2014,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,261734,0,Urban Affairs Coalition
1420245,1420245,Health,Urban Affairs Coalition,Health Department,State Prevention UAC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,585260,0,Urban Affairs Coalition
MPXX14000038,MPXX14000038,Health,"WILLS EYE OPTHALMOLOGY CLINIC, INC.",Miscellaneous Order,Path. Ophthalmic Exam Svs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,10000,0,"WILLS EYE OPTHALMOLOGY CLINIC, INC."
1320149,132014902,Health,"William E. Tierney, Limited",Health Department,Medicare/Medicaid Consult,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,75000,0,"William E. Tierney, Limited"
1120001,1120001,Health,eClinicalWorks LLC,Computer and Information Svcs,EMR Implementation Vendor,2011-03-28T00:00:00Z,2015-03-27T00:00:00Z,543,8131873,523283.59,eClinicalWorks LLC
1120586,112058605,Human Services,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,194574,14889.15,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown
1120588,112058806,Human Services,"90 Cafferty Road Operating Company, LP",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,421012.01,74929.95,"90 Cafferty Road Operating Company, LP"
1120119,112011909,Human Services,"A Second Chance, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,3732334,0,"A Second Chance, Inc."
MPXX14000207,MPXX14000207,Human Services,Adoption Center of Delaware Valley,Miscellaneous Order,Adoption Recruitment Svs,2013-09-10T08:32:43Z,2014-06-30T00:00:00Z,273,17167,0,Adoption Center of Delaware Valley
1420140,1420140,Human Services,"Alliance Human Services, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,3053930,587551.74,"Alliance Human Services, Inc."
1320290,132029002,Human Services,Assessment & Treatment Alternatives Inc,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,184099.01,20367.93,Assessment & Treatment Alternatives Inc
1420189,1420189,Human Services,"Attic Youth Center, The",Human Services Department,LGBTQ Special Needs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,100000,0,"Attic Youth Center, The"
MPXX14000077,MPXX14000077,Human Services,"Attic Youth Center, The",Miscellaneous Order,Training Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,15000,0,"Attic Youth Center, The"
1220389,122038903,Human Services,Auberle,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,67890,0,Auberle
1320255,132025501,Human Services,Baptist Children's Services,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2084180.02,701868.87,Baptist Children's Services
1320257,132025701,Human Services,Bethanna,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,6352709.01,2203026.63,Bethanna
MPXX14000172,MPXX14000172,Human Services,"Blue Chip Technologies-US, Inc. d/b/a Guardian MPS",Miscellaneous Order,Training Services,2013-08-14T12:07:45Z,2014-06-30T00:00:00Z,273,31448,0,"Blue Chip Technologies-US, Inc. d/b/a Guardian MPS"
1320383,132038301,Human Services,Caring People Alliance,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2033368.01,485967.42,Caring People Alliance
1120200,112020006,Human Services,Carson Valley Children's Aid,Human Services Department,Rapid Service Response,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,963714,0,Carson Valley Children's Aid
1320062,132006201,Human Services,Carson Valley Children's Aid,Human Services Department,Truancy Prevention,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,592828,0,Carson Valley Children's Aid
1320294,132029402,Human Services,Carson Valley Children's Aid,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,7993967,1202655.43,Carson Valley Children's Aid
MPXX14000161,MPXX14000161,Human Services,"Ceisler Media & Issue Advocacy, LLC",Miscellaneous Order,Communications Consultant,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,29900,7500,"Ceisler Media & Issue Advocacy, LLC"
1220303,122030303,Human Services,Chaddock,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,20919.03,0,Chaddock
1320289,132028902,Human Services,"Child First Services, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,6277428,1275725.48,"Child First Services, Inc."
1320281,132028101,Human Services,Children's Choice Inc,Human Services Department,Placement Services-PBC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,7588016.01,2748609.84,Children's Choice Inc
1320374,132037401,Human Services,Children's Services Inc,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2018718,373456.45,Children's Services Inc
1320479,132047901,Human Services,Children's Services Inc,Human Services Department,EPIC Stakeholders,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,70000,10058,Children's Services Inc
1320198,132019801,Human Services,"Cornell Abraxas Group, Inc.",Human Services Department,Placement,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,5792396,686903.98,"Cornell Abraxas Group, Inc."
1320196,132019601,Human Services,Cornerstone Programs Corporation,Human Services Department,AfterCare Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,141475,0,Cornerstone Programs Corporation
1320292,132029201,Human Services,Council of Spanish Speaking Organizations Inc,Human Services Department,PBC placement,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1070372,281152.74,Council of Spanish Speaking Organizations Inc
1320381,132038101,Human Services,"Delta Community Supports, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,5935199,1510430.81,"Delta Community Supports, Inc."
1320324,132032401,Human Services,"Detectives, Private Investigators Inc., The",Human Services Department,PRIVATE INVESTIGATIONS,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,453500,94094,"Detectives, Private Investigators Inc., The"
1320267,132026702,Human Services,Devereux Foundation,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,6260157.01,934959.47,Devereux Foundation
1320404,132040402,Human Services,Elwyn,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1805122,417858.45,Elwyn
1320283,132028301,Human Services,Episcopal Comm Services of the Diocese of Pa,Human Services Department,Placement Services-PBC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1175039,310223.97,Episcopal Comm Services of the Diocese of Pa
1320407,132040702,Human Services,Family Support Services,Human Services Department,In Home Service & Fam Sch,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,2137385,0,Family Support Services
1320138,132013802,Human Services,"FutureNET, Inc.",Computer and Information Svcs,Information Technology,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1100000,0,"FutureNET, Inc."
1320261,132026101,Human Services,Gannondale Inc,Human Services Department,Placement ervices,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,875479.02,23398.56,Gannondale Inc
1320284,132028401,Human Services,Gaudenzia Inc,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,4236,0,Gaudenzia Inc
1320452,132045201,Human Services,Gaudenzia Inc,Human Services Department,Family Support Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,175000,0,Gaudenzia Inc
1320248,132024803,Human Services,George Junior Republic in Pennsylvania,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1.3235156E7,2105398.11,George Junior Republic in Pennsylvania
MPXX14000183,MPXX14000183,Human Services,Girls Inc. of Greater Philadelphia & Southern New Jersey,Miscellaneous Order,Adolescent Female Trainin,2013-08-20T16:23:59Z,2014-06-30T00:00:00Z,273,25000,0,Girls Inc. of Greater Philadelphia & Southern New Jersey
1320390,132039001,Human Services,Giving of Self Partnership,Human Services Department,After School Program,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,200000,0,Giving of Self Partnership
1320266,132026602,Human Services,Glen Mills Schools,Human Services Department,Placement  Institutional,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1.032706E7,2052453.8,Glen Mills Schools
1120187,112018704,Human Services,Horizon House Inc,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,249313,0,Horizon House Inc
MPXX14000138,MPXX14000138,Human Services,IMX Medical Management Services,Miscellaneous Order,Medical Opinion Requests,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,30000,0,IMX Medical Management Services
1320064,132006401,Human Services,"Institute for the Development of African American Youth, Inc",Human Services Department,Truancy Prevention,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,675927,112113,"Institute for the Development of African American Youth, Inc"
1320443,132044302,Human Services,"Institute for the Development of African American Youth, Inc",Human Services Department,Delinquency Prevention,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,702350,0,"Institute for the Development of African American Youth, Inc"
1320417,132041701,Human Services,Intercultural Family Services Inc,Human Services Department,Family Empowerment Svs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,435000,0,Intercultural Family Services Inc
1420185,1420185,Human Services,Intercultural Family Services Inc,Human Services Department,Family Stabilization,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1370000,218421.98,Intercultural Family Services Inc
1320431,132043101,Human Services,Jewish Family & Children's Service of Greater Philadelphia,Human Services Department,Family Reunification,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,462240,0,Jewish Family & Children's Service of Greater Philadelphia
1320200,132020001,Human Services,"JusticeWorks YouthCare, Inc.",Human Services Department,Reintegration Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,464975,148925,"JusticeWorks YouthCare, Inc."
1120399,112039903,Human Services,Juvenile Justice Center of Philadelphia,Human Services Department,Intensive Prevention Serv,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,712154,0,Juvenile Justice Center of Philadelphia
1320065,132006501,Human Services,Juvenile Justice Center of Philadelphia,Human Services Department,Truancy Prevention,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,766729,0,Juvenile Justice Center of Philadelphia
1320253,132025301,Human Services,Juvenile Justice Center of Philadelphia,Human Services Department,Placement Services - PBC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,4716197.01,1630184.05,Juvenile Justice Center of Philadelphia
1420188,1420188,Human Services,Juvenile Justice Center of Philadelphia,Human Services Department,Family Stabilization,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1230000,0,Juvenile Justice Center of Philadelphia
MPXX14000163,MPXX14000163,Human Services,Lisa Beth Dugan,Miscellaneous Order,Communication Consultant,2013-08-05T12:32:42Z,2014-06-30T00:00:00Z,273,29900,0,Lisa Beth Dugan
1320287,132028701,Human Services,Lutheran Children and Family Service of Eastern PA,Human Services Department,Placement Services - PBC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,3882588,724053.66,Lutheran Children and Family Service of Eastern PA
1320140,132014001,Human Services,M F R Consultants Inc.,Computer and Information Svcs,Information Technology,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,360000,0,M F R Consultants Inc.
1320433,132043301,Human Services,Maternity Care Coalition,Human Services Department,Community Family Support,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,401108,0,Maternity Care Coalition
1120229,112022903,Human Services,Mazzoni Center,Human Services Department,Family Support (LGBTQ),2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,99552,0,Mazzoni Center
1220419,122041902,Human Services,"Menergy, LLC",Human Services Department,Counseling Service,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,145000,23860,"Menergy, LLC"
1320464,132046401,Human Services,Metropolitan Aids Neighborhood Nutrition Alliance (MANNA),Human Services Department,Meal Program,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,350000,0,Metropolitan Aids Neighborhood Nutrition Alliance (MANNA)
1320112,132011201,Human Services,Miss Marty's Pre-School,Human Services Department,Child Care Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,76884,14819.2,Miss Marty's Pre-School
1320231,132023101,Human Services,"New Foundations, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1929184,466644.62,"New Foundations, Inc."
1320379,132037901,Human Services,North City Congress,Human Services Department,Community Grant Managemen,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1000000,0,North City Congress
1320291,132029101,Human Services,"NorthEast Treatment Centers, Inc.",Human Services Department,Placement Services - PBC,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,6592991.02,1400867.9,"NET Treatment Services, Inc."
1320293,132029302,Human Services,Northern Children's Services,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1214797.02,0,Northern Children's Services
1120123,112012304,Human Services,"Pedia  Manor, Inc.",Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,86483.01,14808.75,"Pedia  Manor, Inc."
1020502,102050204,Human Services,Pee Wee Prep Educational Center,Human Services Department,Pee Wee Prep Educational,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,92,68139.71,49025.52,Pee Wee Prep Educational Center
1320264,132026401,Human Services,People's Emergency Center,Human Services Department,Emergency PLacement servi,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,89662,3942.58,People's Emergency Center
1320392,132039201,Human Services,Philadelphia  FIGHT,Human Services Department,Violence Prevention-Youth,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,162002,0,Philadelphia  FIGHT
1320608,132060801,Human Services,Pratt Street Learning Center,Human Services Department,Day Care Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,69879,0,Pratt Street Learning Center
1320256,132025602,Human Services,Presbyterian Children's Village Services,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,3988653,0,Presbyterian Children's Village Services
1320385,132038501,Human Services,Presbyterian Children's Village Services,Human Services Department,Family Empowerment Servic,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,435000,0,Presbyterian Children's Village Services
1320236,132023601,Human Services,Silver Springs Martin Luther School,Human Services Department,Placement Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,1243049,0,Silver Springs Martin Luther School
1320614,132061401,Human Services,"Storybook Children's Center, Inc.",Human Services Department,Child Care Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,72443,0,"Storybook Children's Center, Inc."
1320272,132027201,Human Services,"Summit Academy, The",Human Services Department,Placement,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,273,5933487,1464598.22,"Summit Academy, The"
