original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
MPXX13000003,MPXX13000003,Health,Clean Air Council,Miscellaneous Order,Clean Air Reports,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,26000,0,Clean Air Council
1320703,1320703,Health,Clinical Care Assoc. Of The Univ. Of Penna. Health System,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,58200,0,Clinical Care Assoc. of the Univ. of Penna. Health System
1120437,112043702,Health,Consilience Software,Computer and Information Svcs,Maven,2013-03-07T00:00:00Z,2014-03-06T00:00:00Z,249,54651,0,Consilience Software
1020065,102006505,Health,Council Of Spanish Speaking Organizations Inc,Health Department,DDC Outreach Workers,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,630143,0,Council of Spanish Speaking Organizations Inc
1120652,112065201,Health,"David A. Lopez And Company, LLC",Accounting and Auditing Svcs,Accounting/Auditing Svcs,2012-06-01T00:00:00Z,2013-05-31T00:00:00Z,0,10525,0,
MPXX13000167,MPXX13000167,Health,Dental Forensic Services Of Indian Valley,Miscellaneous Order,Forensic Odontology,2012-08-23T10:50:12Z,2013-06-30T00:00:00Z,0,2050,2050,Dental Forensic Services of Indian Valley
MPXX13000036,MPXX13000036,Health,"Dhody Osteological Consulting, LLC",Miscellaneous Order,Forensic Anthropology,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1000,1000,
1020211,102021103,Health,Drexel University,Health Department,Prenatal Svcs-5 sites,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,559104,481787,Drexel University
1220512,122051202,Health,Drexel University,Health Department,Get Healthy Philly,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,50000,24320,Drexel University
1320664,1320664,Health,Drexel University,Health Department,Salt Reduction Media,2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,0,149984,80814,Drexel University
1020554,102055403,Health,"Dunbar Armored, Inc.",Health Department,Armored Service,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,40000,24342,
MPXX13000289,MPXX13000289,Health,Easter Seals Of Southeatern Pa,Miscellaneous Order,Special Needs,2013-01-01T00:00:00Z,2013-06-30T00:00:00Z,0,1600,1600,Easter Seals of Southeatern PA
MPXX13000290,MPXX13000290,Health,Easter Seals Of Southeatern Pa,Miscellaneous Order,Special Needs,2013-01-01T00:00:00Z,2013-06-30T00:00:00Z,0,1700,1700,Easter Seals of Southeatern PA
1320088,1320088,Health,"Ellison Group, The",General Consultant Services,Human Resource Consultant,2012-09-01T00:00:00Z,2013-06-30T00:00:00Z,0,15000,2964,
1120057,112005702,Health,"Fairmount Long Term Care, Inc",General Consultant Services,PNH Operations,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,3.6204297E7,3201203,
1120332,112033202,Health,Family Planning Council,Health Department,STD Program,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,153817,84541,Family Planning Council
MPXX13000262,MPXX13000262,Health,Feldesman Tucker Leifer Fidell LLP,Miscellaneous Order,AHS FQHC Services,2013-01-03T08:06:10Z,2013-06-30T00:00:00Z,0,30000,0,Feldesman Tucker Leifer Fidell LLP
MPXX13000116,MPXX13000116,Health,Fluke Networks,Miscellaneous Order,EHR Network Assessmenet,2012-07-17T16:06:25Z,2013-06-30T00:00:00Z,0,28500,28500,Fluke Networks
MPXX13000005,MPXX13000005,Health,Garrison Enterprises Inc,Miscellaneous Order,DHD License & Maintenance,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,24000,24000,GARRISON ENTERPRISES INC
1020230,102023007,Health,"General Healthcare Resources, Inc. ",Health Department,RiverviewNursing/Pharmacy,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,652311,180574,
1020298,102029805,Health,"General Healthcare Resources, Inc. ",Health Department,Nurses,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,50000,36736,
1220101,122010101,Health,"Group 6 Healthcare Consulting & Management, LLC",General Consultant Services,PNH Patient Care Monitor,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,110000,58815,
1120121,112012102,Health,Health Business Systems,Computer and Information Svcs,Pharmacy Mngt System,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,88380,68703,Health Business Systems
1020060,102006010,Health,"Health Federation Of Philadelphia, Inc",Health Department,Increase Compensation,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,133076.6,-1828,
1020102,102010206,Health,"Health Federation Of Philadelphia, Inc",Health Department,Fatality Review Program,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,515972,258655,
1020108,102010803,Health,"Health Federation Of Philadelphia, Inc",Health Department,Bioterrorism Training,2012-08-10T00:00:00Z,2013-06-30T00:00:00Z,0,164063,96147,
1120319,112031903,Health,"Health Federation Of Philadelphia, Inc",Health Department,PCSI,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,572816,403018,
1120411,112041102,Health,"Health Federation Of Philadelphia, Inc",Health Department,MOM Program,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,874006,444321,
1120483,112048302,Health,"Health Federation Of Philadelphia, Inc",Health Department,HC1/HC5 Physician,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,431493,127963,
1220365,122036501,Health,"Health Federation Of Philadelphia, Inc",Health Department,SAMHSA Grant ,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,133602,95199,
1320101,1320101,Health,"Health Federation Of Philadelphia, Inc",Health Department,Support & Oversight,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,7806490,888675,
1320244,132024402,Health,"Health Federation Of Philadelphia, Inc",Health Department,Get Healthy Philly,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,66000,2613,
MPXX13000323,MPXX13000323,Health,"Health Federation Of Philadelphia, Inc",Miscellaneous Order,Special Needs,2013-04-01T00:00:00Z,2013-06-30T00:00:00Z,0,15642,12799,
1220227,122022705,Health,Health Promotion Council Of Se Pa Inc,Health Department,Smoking Cessation/Prevent,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,257540,192694,Health Promotion Council of SE Pa Inc
MPXX13000291,MPXX13000291,Health,Heart Of Variety Fund,Miscellaneous Order,Special Needs,2013-01-01T00:00:00Z,2013-06-30T00:00:00Z,0,1000,1000,Heart of Variety Fund
MPXX13000002,MPXX13000002,Health,"Heffler, Radetich & Saitta LLP   ",Miscellaneous Order,Title V Auditing Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,10000,10000,
1120060,112006002,Health,Institute For Safe Families,Health Department,Family Violence Preventio,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,25000,12500,Institute for Safe Families
MPXX13000347,MPXX13000347,Health,Ken-crest Services,Miscellaneous Order,Special Needs,2013-01-01T00:00:00Z,2013-06-30T00:00:00Z,0,830,0,Ken-Crest Services
1320705,1320705,Health,Kennedy University Hospital Inc,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,684281,0,Kennedy University Hospital Inc
1220440,122044001,Health,Kensington Hospital,Health Department,CDC PREVENTION 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,65000,27980,Kensington Hospital
1320706,1320706,Health,Kensington Hospital,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,160523,52612,Kensington Hospital
1320039,1320039,Health,Lasalle University ,Health Department,HIP Home Visiting,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,285000,229198,LaSalle University 
1320145,1320145,Health,"Lexitel Communications,llc",Health Department,answering service,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,3648,1824,
MPXX13000043,MPXX13000043,Health,"Linda Barbara Edelson-slocum, Dmd",Miscellaneous Order,Forensic Odontology,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,3000,2650,
1220248,122024801,Health,"Lucy B. Rorke-adams, Md",Health Department,Forensic Neuropathology,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,50000,15500,
MPXX13000131,MPXX13000131,Health,"Luther Consulting, LLC",Miscellaneous Order,Evaluation Web/Partner Sv,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,22500,0,
1320631,132063101,Health,Mee Productions Inc,Health Department,Smoking Cessation Program,2013-01-20T00:00:00Z,2013-06-30T00:00:00Z,0,285032,285032,MEE Productions Inc
1120120,112012003,Health,"Mark W. Rovinski, Cpa, LLC",Accounting and Auditing Svcs,Financial Monitoring,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,64625,,
1320040,1320040,Health,Maternity Care Coalition,Health Department,Northeast MOMobile,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,70000,58492,Maternity Care Coalition
1220472,122047201,Health,Mazzoni Center,Health Department,Syphilis Surveillance,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,215,31680,8646,Mazzoni Center
1220366,122036601,Health,Mental Health  Association Of Southeastern Pa,Health Department,SAMHSA grant ,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,382552,165498,Mental Health  Association of Southeastern PA
1020062,102006206,Health,Mercy Catholic Medical Center,Health Department,Smoking Cessation/Prevent,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,128000,93750,Mercy Catholic Medical Center
1220441,122044101,Health,Mercy Catholic Medical Center,Health Department,CDC PREVENTION 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,36000,8781,Mercy Catholic Medical Center
MPXX13000352,MPXX13000352,Health,Minneapolis Medical Research Foundation,Miscellaneous Order,Data License Agreement,2013-05-24T15:56:02Z,2013-06-30T00:00:00Z,0,2296,0,Minneapolis Medical Research Foundation
1020399,102039905,Health,National Nursing Centers Consortium,Health Department,Influenza Incidence,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,121500,80741,National Nursing Centers Consortium
MPXX13000090,MPXX13000090,Health,Oxford University Press,Miscellaneous Order,Data License Agreement,2012-07-03T16:17:38Z,2013-06-30T00:00:00Z,0,1750,1750,Oxford University Press
MPXX13000292,MPXX13000292,Health,"Pennsylvania Council Of Children, Youth And Family Services",Miscellaneous Order,Special Needs,2013-01-01T00:00:00Z,2013-06-30T00:00:00Z,0,1746,1746,
1020077,102007703,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,Forensic Histology,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,26799,0,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1020104,102010403,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,RWB Oral Health Care,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,124204,114229,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1120632,112063202,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,ECHPP Grant,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,65000,32005,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1220300,122030001,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,State Prevention 2013,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,86793,71843,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1220367,122036701,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,SAMSHA grant,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,552367,319893,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1220443,122044301,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,CDC Prev 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,129927,17455,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1220444,122044401,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,CDC Prev 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,120000,22706,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1320630,1320630,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,Pediatric TB Clinic,2013-01-01T00:00:00Z,2013-06-30T00:00:00Z,0,33275,10313,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1320707,1320707,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,1053820,251785,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1320708,1320708,Health,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,391886,92088,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1220594,122059401,Health,Philadelphia Housing Authority,Health Department,Get Healthy Philly,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,101004,46239,Philadelphia Housing Authority
1320685,1320685,Health,Positive Effect Outreach Ministry,Health Department,HIV Rapid Testing,2013-03-15T00:00:00Z,2013-07-31T00:00:00Z,31,28411,6535,Positive Effect Outreach Ministry
1220442,122044201,Health,Presbyterian Medical Center Of The Univ Of Penn Health Sys,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,68923,22740,Presbyterian Medical Center of the Univ of Penn Health Sys
1120416,112041603,Health,"Public Health Foundation Enterprises, Inc. (dba Phfe Mgmnt)",Computer and Information Svcs,EHR Project,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,1224000,1224000,
920944,92094404,Health,Public Health Management Corporation,Health Department,CDC MMP,2012-06-01T00:00:00Z,2013-05-31T00:00:00Z,0,282247,225959,Public Health Management Corporation
1020050,102005003,Health,Public Health Management Corporation,Health Department,FY13 GF Administration ,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,618479,365362,Public Health Management Corporation
1020284,102028403,Health,Public Health Management Corporation,Health Department,STD Surveillancw,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,911835,0,Public Health Management Corporation
1020439,102043905,Health,Public Health Management Corporation,Health Department,Vaccine Prevent. Disease,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,334817,120621,Public Health Management Corporation
1020676,102067602,Health,Public Health Management Corporation,Health Department,TLC Plus,2012-06-01T00:00:00Z,2013-05-31T00:00:00Z,0,100000,25638,Public Health Management Corporation
1120340,112034003,Health,Public Health Management Corporation,Health Department,CDC ECHPP FY13,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,228834,40925,Public Health Management Corporation
1120350,112035002,Health,Public Health Management Corporation,Health Department,Epi & Lab Capacity,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,440021,97329,Public Health Management Corporation
1120377,112037702,Health,Public Health Management Corporation,Health Department,Immunization KIDS,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,1238147,256262,Public Health Management Corporation
1220073,122007302,Health,Public Health Management Corporation,Health Department,MIS Staffing,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,404511.19,336957,Public Health Management Corporation
1220120,122012001,Health,Public Health Management Corporation,Health Department,Bioterrorism CRI,2012-08-10T00:00:00Z,2013-06-30T00:00:00Z,0,1110808,796033,Public Health Management Corporation
1220216,122021604,Health,Public Health Management Corporation,Health Department,PA DOH MSA ProgramSupport,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,112666,92131,Public Health Management Corporation
1220283,122028301,Health,Public Health Management Corporation,General Consultant Services,AMS IT Support Staff,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,609036,520666,Public Health Management Corporation
1220392,122039201,Health,Public Health Management Corporation,Health Department,Immunization Education,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,1185993,0,Public Health Management Corporation
1220425,122042501,Health,Public Health Management Corporation,Health Department,Home Remediation Work,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,1105860,1076370,Public Health Management Corporation
1220506,122050602,Health,Public Health Management Corporation,Health Department,Get Healthy Philly,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,63999,38898,Public Health Management Corporation
1220551,122055101,Health,Public Health Management Corporation,Health Department,Immunization Spec Project,2013-04-01T00:00:00Z,2013-12-31T00:00:00Z,184,95313,0,Public Health Management Corporation
1320093,1320093,Health,Public Health Management Corporation,Health Department,Mammography & HIV Support,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,330810,246418,Public Health Management Corporation
1320148,1320148,Health,Public Health Management Corporation,Health Department,DDC Director,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,218297,168089,Public Health Management Corporation
1320412,1320412,Health,Public Health Management Corporation,Health Department,Refugee Coordinator,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,58252,19804,Public Health Management Corporation
1320414,132041401,Health,Public Health Management Corporation,Health Department,Get Healthy Philly,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,152873,121383,Public Health Management Corporation
1320600,1320600,Health,Public Health Management Corporation,Health Department,STD DIS,2012-12-01T00:00:00Z,2013-11-30T00:00:00Z,153,1092321,356445,Public Health Management Corporation
1320643,1320643,Health,Public Health Management Corporation,Health Department,CDC C&I/Behavioral Surv.,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,1043748,111673,Public Health Management Corporation
1320731,1320731,Health,Public Health Management Corporation,Health Department,Ryan White Pt A Umbrella,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,3500000,91461,Public Health Management Corporation
1320748,1320748,Health,Public Health Management Corporation,Health Department,Accredidation GHP,2013-04-22T00:00:00Z,2013-12-31T00:00:00Z,184,62712,0,Public Health Management Corporation
MPXX13000130,MPXX13000130,Health,Rtm Designs,Miscellaneous Order,ReferNET annual support,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,2500,2500,RTM Designs
MPXX13000019,MPXX13000019,Health,"Satya B. Verma, Od",Miscellaneous Order,Optometry-Riverview Home,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,10000,3943,
MPXX13000044,MPXX13000044,Health,Sheila Mcfadden-dashkow,Miscellaneous Order,Forensic Odontology,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,5000,700,Sheila Mcfadden-Dashkow
MPXX13000294,MPXX13000294,Health,Shriners Hospital For Children,Miscellaneous Order,Special Needs,2013-01-01T00:00:00Z,2013-06-30T00:00:00Z,0,1279,611,Shriners Hospital for Children
1220171,122017101,Health,"Siemens Medical Solutions Usa, Inc.",Computer and Information Svcs,Novius Lab Info System,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,170000,121163,
1220173,122017301,Health,"Siemens Medical Solutions Usa, Inc.",Computer and Information Svcs,Signature PM System,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,595000,595000,
MPXX13000140,MPXX13000140,Health,"Social Solutions Global, Inc.",Miscellaneous Order,ETO,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,12450,0,
1020183,102018303,Health,"Tcc Group, Inc.",General Consultant Services,Universal Health Care,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,30000,30000,
MPXX13000118,MPXX13000118,Health,"Tactile Design Group, LLC",Miscellaneous Order,Teen STD Project,2012-07-18T12:44:58Z,2013-06-30T00:00:00Z,0,10000,6358,
MPXX13000223,MPXX13000223,Health,Techsense Solutions Inc.,Miscellaneous Order,Web Development & Support,2012-08-01T00:00:00Z,2013-06-30T00:00:00Z,0,10000,8558,TechSense Solutions Inc.
1020600,102060004,Health,Temple University,Health Department,HIV/AIDS Dental Care,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,43675,28242,Temple University
1120634,112063402,Health,Temple University,Health Department,ECHPP Grant,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,65000,39535,Temple University
1220445,122044501,Health,Temple University,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,70000,13412,Temple University
1220509,122050901,Health,Temple University,Health Department,Get Healthy Philly,2012-10-01T00:00:00Z,2013-09-29T00:00:00Z,91,75000,63260,Temple University
1320415,1320415,Health,Temple University,Health Department,Get Healthy Philly,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,150000,132017,Temple University
1120047,112004702,Health,Tenet Health Systems St. Chfc  L.L.C.,Health Department,Pediatric Specialty Svcs,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,25000,0,Tenet Health Systems St. CHFC  L.L.C.
1320704,1320704,Health,The Cooper Health System,Health Department,Ryan White A care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,766704,0,The Cooper Health System
1220489,122048903,Health,The Food Trust,Health Department,CPPW Nutrition,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,348000,245735,The Food Trust
1220507,122050701,Health,The Food Trust,Health Department,Get Healty Philly,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,75000,7380,The Food Trust
1220446,122044601,Health,Thomas Jefferson University ,Health Department,CDC Prevention 2013,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,57500,18363,Thomas Jefferson University 
1220539,122053901,Health,Thomas Jefferson University ,Health Department,Value Based Ins Design,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,50000,29486,Thomas Jefferson University 
1320712,1320712,Health,Thomas Jefferson University ,Health Department,Ryan White A Care,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,165000,22655,Thomas Jefferson University 
1220320,122032001,Health,Tuscarora Intermediate Unit 11,Health Department,Parent to Parent,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,38889,20891,Tuscarora Intermediate Unit 11
1020049,102004903,Health,Unitary,Health Department,FY13 GF Unitary,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,2291814,1919985,UNITARY
1020107,102010703,Health,Unitary,Health Department,State/HIV/AIDS Prevention,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1114699,768348,UNITARY
1020497,102049703,Health,Unitary,Health Department,RWB Unitary,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,3696591,2931216,UNITARY
1020498,102049803,Health,Unitary,Health Department,FY13 State 656 Unitary,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,812376,586251,UNITARY
1120598,112059802,Health,Unitary,Health Department,CDC ECHPP Unitary,2012-09-30T00:00:00Z,2013-09-29T00:00:00Z,91,250000,127578,UNITARY
1220208,122020801,Health,Unitary,Health Department,Temporary Pharmacy Staff,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,700000,468705,UNITARY
1220455,122045501,Health,Unitary,Health Department,CDC Prevention Unitary,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,3400000,1002404,UNITARY
1220547,1220547,Health,Unitary,Health Department,Healthy Start Unitary,2012-06-01T00:00:00Z,2013-05-31T00:00:00Z,0,2500000,2184129,UNITARY
1320056,1320056,Health,Unitary,Health Department,Title V Unitary,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,2000000,1014805,UNITARY
1320099,1320099,Health,Unitary,Health Department,Hospital Referrals & Malp,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,4877950,2988635,UNITARY
1320730,1320730,Health,Unitary,Health Department,Ryan White Part A Unitary,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,8000000,1012098,UNITARY
MPXX13000293,MPXX13000293,Health,United Cerebral Palsy Association Of Philadelphia & Vicinity,Miscellaneous Order,Special Needs,2013-01-01T00:00:00Z,2013-06-30T00:00:00Z,0,1800,1800,United Cerebral Palsy Association of Philadelphia & Vicinity
1120530,112053002,Health,Univer Of Med. & Dentistry Of Nj,Health Department,Ryan White A 2013,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,138711,0,Univer of Med. & Dentistry of NJ
1020199,102019903,Health,"University Of Pennsylvania, Trustees Of The",Health Department,Obstetrical Consultant,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,40664,17441,
1020580,102058003,Health,"University Of Pennsylvania, Trustees Of The",Health Department,RWB Oral Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,29056,7266,
1220192,122019202,Health,"University Of Pennsylvania, Trustees Of The",Health Department,The PRESS Project,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,78000,20508,
MPXX13000278,MPXX13000278,Health,"University Of Pennsylvania, Trustees Of The",Miscellaneous Order,Flu Incidence Surv.,2012-09-03T00:00:00Z,2013-06-30T00:00:00Z,0,10000,0,
1020054,102005404,Health,Urban Affairs Coalition,Health Department,UAC General Funds,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,99150,356530,Urban Affairs Coalition
1020103,102010304,Health,Urban Affairs Coalition,Health Department,State Prevention FY2013,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,585265,497032,Urban Affairs Coalition
1020494,102049403,Health,Urban Affairs Coalition,Health Department,State 656 FY2013,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,313432,262526,Urban Affairs Coalition
1320642,1320642,Health,Urban Affairs Coalition,Health Department,CDC Prevention Fuidicary,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,494322,102681,Urban Affairs Coalition
1320716,1320716,Health,Urban Affairs Coalition,Health Department,Ryan White A Umbrella,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,201363,44946,Urban Affairs Coalition
MPXX13000032,MPXX13000032,Health,"Wills Eye Opthalmology Clinic, Inc.",Miscellaneous Order,Pathologic/OphthalmicExam,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,10000,9000,
1320149,132014901,Health,"William E. Tierney, Limited ",Health Department,Medicare/Medicaid Consult,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,80000,9980,
1320041,1320041,Health,Women Organized Against Rape,Health Department,Sexual Assault,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,105000,91458,Women Organized Against Rape
1120001,1120001,Health,Eclinicalworks LLC,Computer and Information Svcs,EMR Implementation Vendor,2011-03-28T00:00:00Z,2015-03-27T00:00:00Z,635,8131873,332633,eClinicalWorks LLC
MPXX13000169,MPXX13000169,Health,Xramnet Technology Services,Miscellaneous Order,Web Dvlp and Support Svcs,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,0,0,xramnet Technology Services
1120587,112058703,Human Services,"120 Rider Avenue Operating Company, Lp",Human Services Department,Placement Services,2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,0,18157.5,18158,
1120586,112058604,Human Services,3938 Glen Drive D/b/a Pediatric Specialty Care At Doylestown,Human Services Department,Placement Services,2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,0,72630,0,3938 Glen Drive d/b/a Pediatric Specialty Care at Doylestown
1120589,112058903,Human Services,"425 Cedarcrest Road Operating Company, Lp",Human Services Department,Placement Services,2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,0,29157.5,29158,
1120588,112058805,Human Services,"90 Cafferty Road Operating Company, Lp",Human Services Department,Placement Services,2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,0,181575,181575,
920566,92056606,Human Services,"A Second Chance, Inc.",Human Services Department,Family Guided Dec.,2011-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1686464,75464,
1120119,112011908,Human Services,"A Second Chance, Inc.",Human Services Department,Placement Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,5060928.82,1604705,
1320612,132061201,Human Services,"A Second Chance, Inc.",Human Services Department,Family Guided Decision Ma,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1706964,372714,
