original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining, amt , tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
1420393,142039301,DIVISION OF TECHNOLOGY,Unisys  Corporation,Computer and Information Svcs,Philly311 CRM Solution,12/27/14,12/31/15,275," 2,294,167.10 "," 174,834.68 ",Unisys  Corporation,01,ADVERTISED,For Profit
1320659,1320659,DIVISION OF TECHNOLOGY,West Publishing Corporation  d/b/a West Group,Computer and Information Svcs,Online Legal Services,5/1/13,4/30/17,761," 2,281,702.00 "," 741,813.34 ",West Publishing Corporation  d/b/a West Group,01,ADVERTISED,For Profit
1120449,112044903,DIVISION OF TECHNOLOGY,Xerox Corporation,Computer and Information Svcs,Water Bill Design Service,2/1/14,1/31/15,0," 25,000.00 ", -   ,Xerox Corporation,01,ADVERTISED,For Profit
MPXX15000023,MPXX15000023,DIVISION OF TECHNOLOGY,Zelenkofske Axelrod LLC,Miscellaneous Order,911 Prog Triennial Audit,7/1/14,6/30/15,91," 31,250.00 "," 31,250.00 ",Zelenkofske Axelrod LLC,102,EXEMPT,For Profit
MPXX15000009,MPXX15000009,FINANCE,A J Fanelli,Miscellaneous Order,Hearing Master,7/1/14,6/30/15,91," 20,000.00 "," 13,520.00 ",A J Fanelli,102,EXEMPT,For Profit
1420141,142014101,FINANCE,"A V International, Inc.",General Consultant Services,Insurance Brokerage Servs,7/1/14,6/30/15,91," 45,000.00 "," 45,000.00 ","A V International, Inc.",01,ADVERTISED,For Profit
1420150,142015001,FINANCE,Ahmad Zaffarese LLC,Legal Services,Legal Services,9/1/14,8/31/15,153," 500,000.00 ", -   ,Ahmad Zaffarese LLC,01,ADVERTISED,For Profit
1420142,142014201,FINANCE,"Aon Risk Services Central, Inc.",General Consultant Services,Actuarial Services,7/1/14,6/30/15,91," 32,576.00 ", -   ,"Aon Risk Services Central, Inc.",01,ADVERTISED,For Profit
MPXX15000330,MPXX15000330,FINANCE,"Baer Corwin Insurance Agency, Inc.",Miscellaneous Order,Insurance Brokerage Srvs,3/23/15,6/30/15,91, 468.80 , -   ,"Baer Corwin Insurance Agency, Inc.",102,EXEMPT,For Profit
1220299,122029903,FINANCE,"Bennett, Bricklin & Saltzburg LLC",Legal Services,Legal Service,10/1/14,9/30/15,183," 500,000.00 ", -   ,"Bennett, Bricklin & Saltzburg LLC",01,ADVERTISED,For Profit
MPXX15000089,MPXX15000089,FINANCE,Bradley & Bradley Associates,Miscellaneous Order,Insurance Brokerage Srvs,7/3/14,6/30/15,91," 4,013.10 "," 4,013.10 ",Bradley & Bradley Associates,102,EXEMPT,For Profit
MPXX15000220,MPXX15000220,FINANCE,Bradley & Bradley Associates,Miscellaneous Order,Insurance Brokerage Srvs,9/26/14,6/30/15,91," 10,595.00 "," 10,595.00 ",Bradley & Bradley Associates,102,EXEMPT,For Profit
MPXX15000329,MPXX15000329,FINANCE,Bradley & Bradley Associates,Miscellaneous Order,Insurance Brokerage Srvs,3/19/15,6/30/15,91," 2,963.40 "," 2,963.40 ",Bradley & Bradley Associates,102,EXEMPT,For Profit
1420327,142032701,FINANCE,CGI Technologies and Solutions Inc.,Computer and Information Svcs,Budget Formulation System,3/17/14,3/16/15,0," 1,588,100.00 "," 736,903.10 ",CGI Technologies and Solutions Inc.,01,ADVERTISED,For Profit
MPXX15000010,MPXX15000010,FINANCE,"Carmine D'Alessandro, C.G.F.M.",Miscellaneous Order,Hearing Master,7/1/14,6/30/15,91," 20,000.00 "," 14,830.00 ","Carmine D'Alessandro, C.G.F.M.",102,EXEMPT,For Profit
1520055,1520055,FINANCE,"Comp Services, Inc.",General Consultant Services,Employee Disability Progr,7/1/14,6/30/15,91," 5,820,000.00 "," 3,869,876.78 ","Comp Services, Inc.",01,ADVERTISED,For Profit
1420020,142002001,FINANCE,"Curley Adjustment Bureau, Inc.",General Consultant Services,Subrogation & Claims Srvs,7/1/14,6/30/15,91," 150,000.00 "," 14,506.17 ","Curley Adjustment Bureau, Inc.",01,ADVERTISED,For Profit
MPXX15000159,MPXX15000159,FINANCE,"David A. Lopez and Company, LLC",Miscellaneous Order,Audit Services,8/5/14,6/30/15,91," 23,880.00 "," 23,880.00 ","David A. Lopez and Company, LLC",102,EXEMPT,For Profit
MPXX15000011,MPXX15000011,FINANCE,Dominic Cermele,Miscellaneous Order,Hearing Master,7/1/14,6/30/15,91," 17,000.00 "," 6,710.00 ",Dominic Cermele,102,EXEMPT,For Profit
1420469,1420469,FINANCE,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Special Counsel,2/1/14,1/31/15,0," 20,000.00 ", -   ,"Eckert Seamans Cherin & Mellott, LLC",07,EXEMPT,For Profit
1220580,122058002,FINANCE,"FTI Consulting, Inc",General Consultant Services,Consultant,6/6/14,6/5/15,66, -   ," 613,776.00 ","FTI Consulting, Inc",01,ADVERTISED,For Profit
1320354,132035402,FINANCE,Factory Mutual Insurance Company,General Consultant Services,Blanket Propery Insurance,8/1/14,7/31/15,122, -   , -   ,Factory Mutual Insurance Company,01,ADVERTISED,For Profit
1420587,1420587,FINANCE,"Future Technology Associates, LLC.",General Consultant Services,Training Services,6/28/14,6/27/15,88," 139,920.00 ", -   ,"Future Technology Associates, LLC.",01,ADVERTISED,For Profit
MPXX15000116,MPXX15000116,FINANCE,"Gallagher Benefit Services, Inc.",Miscellaneous Order,Insurance Brokerage Srvs,7/15/14,6/30/15,91, -   , -   ,"Gallagher Benefit Services, Inc.",102,EXEMPT,For Profit
1420144,142014401,FINANCE,"Gallagher Malloy & Georges, P.C.",Legal Services,Legal Services,7/1/14,6/30/15,91," 500,000.00 ", -   ,"Gallagher Malloy & Georges, P.C.",01,ADVERTISED,For Profit
MPXX15000284,MPXX15000284,FINANCE,Haas & Wilkerson Insurance,Miscellaneous Order,Insurance Brokerage Srvs,12/24/14,6/30/15,91," 1,798.50 "," 1,798.50 ",Haas & Wilkerson Insurance,102,EXEMPT,For Profit
1320584,132058402,FINANCE,"Howarth Occupational and Environmental Consulting, P.C.",General Consultant Services,Medical Director,12/3/14,6/30/15,91," 87,500.00 ", -   ,"Howarth Occupational and Environmental Consulting, P.C.",01,ADVERTISED,For Profit
1120393,112039304,FINANCE,IHS Global Inc.,General Consultant Services,Economic Forecating Srvs,12/16/14,5/15/15,45," 20,810.00 ", -   ,IHS Global Insight,01,ADVERTISED,For Profit
MPXX15000046,MPXX15000046,FINANCE,John Corlies,Miscellaneous Order,FAMIS consultant,7/1/14,6/30/15,91," 32,000.00 "," 18,560.00 ",John Corlies,102,EXEMPT,For Profit
1420412,142041201,FINANCE,Kauffman Accounting Services,General Consultant Services,Business Subject Matter,1/1/15,12/31/15,275, -   , -   ,Kauffman Accounting Services,01,ADVERTISED,For Profit
1420413,142041301,FINANCE,Kevin O'Hagan,General Consultant Services,Business Subject Matter,1/1/15,12/31/15,275, -   , -   ,Kevin O'Hagan,01,ADVERTISED,For Profit
1420147,142014701,FINANCE,"Law Offices of Stacey M Merkin, PC",Legal Services,Legal Services,7/1/14,6/30/15,91," 500,000.00 ", -   ,"Law Offices of Stacey M Merkin, PC",01,ADVERTISED,For Profit
1520013,1520013,FINANCE,"Lawton Associates, Inc.",General Consultant Services,Ins & Risk Mgt Services,7/1/14,6/30/15,91," 850,000.00 "," 600,000.00 ","Lawton Associates, Inc.",01,ADVERTISED,For Profit
1420151,142015101,FINANCE,Margolis Edelstein,Legal Services,Legal Services,7/1/14,6/30/15,91," 500,000.00 ", -   ,Margolis Edelstein,01,ADVERTISED,For Profit
1220298,122029803,FINANCE,Marshall Dennehey Warner Coleman & Goggin,Legal Services,Legal Services,10/1/14,9/30/15,183," 500,000.00 ", -   ,Marshall Dennehey Warner Coleman & Goggin,01,ADVERTISED,For Profit
1420149,142014901,FINANCE,"Naples Law, LLP",Legal Services,Legal Services,7/1/14,6/30/15,91," 500,000.00 ", -   ,"Naples Law, LLP",01,ADVERTISED,For Profit
1420569,1420569,FINANCE,"Public Consulting Group, Inc.",Accounting and Auditing Svcs,Cost Allocation Plan,6/14/14,6/13/15,74," 75,075.00 ", -   ,"Public Consulting Group, Inc.",01,ADVERTISED,For Profit
1320751,132075101,FINANCE,Public Financial Management Inc,General Consultant Services,Financial Srvs Consultant,6/1/14,5/31/15,61," 140,000.00 "," 112,827.00 ",Public Financial Management Inc,01,ADVERTISED,For Profit
0820428,0820428,FINANCE,RBC Capital Markets,Investment Advisor-Manager,Remarketing Agent,12/7/07,8/1/31,5967, -   , -   ,RBC Capital Markets,01,ADVERTISED,For Profit
1420143,142014301,FINANCE,"Schaff & Young,  PC",Legal Services,Legal Services,7/1/14,6/30/15,91," 500,000.00 ", -   ,"Schaff & Young,  PC",01,ADVERTISED,For Profit
MPXX15000323,MPXX15000323,FINANCE,"St. Vincent, Stephen Victor",Miscellaneous Order,Hearing Master,3/12/15,6/30/15,91," 5,000.00 ", 980.00 ,"St. Vincent, Stephen Victor",102,EXEMPT,For Profit
1420145,142014501,FINANCE,"Swartz Campbell, LLC",Legal Services,Legal Services,7/1/14,6/30/15,91," 500,000.00 ", -   ,"Swartz Campbell, LLC",01,ADVERTISED,For Profit
1420146,142014601,FINANCE,"The Chartwell Law Offices, LLP",Legal Services,Legal Services,7/1/14,6/30/15,91," 500,000.00 ", -   ,"The Chartwell Law Offices, LLP",01,ADVERTISED,For Profit
1520286,1520286,FINANCE,The Graham Company,General Consultant Services,Insurance Brokerage Srvs,9/1/14,8/31/15,153," 229,457.00 "," 229,457.00 ",The Graham Company,01,ADVERTISED,For Profit
MPXX15000176,MPXX15000176,FINANCE,The Graham Company,Miscellaneous Order,Insurance Brokerage Srvs,8/21/14,6/30/15,91," 3,055.50 "," 3,055.50 ",The Graham Company,102,EXEMPT,For Profit
1320740,132074001,FINANCE,UNITARY,General Consultant Services,Broker PGW sale,5/1/14,4/30/15,30," 2,260,000.00 ", -   ,UNITARY,01,ADVERTISED,unknown
MPXX15000108,MPXX15000108,FINANCE,"Willis of New York, Inc.",Miscellaneous Order,Insurance Brokerage Svcs,7/1/14,6/30/15,91," 22,500.00 "," 22,500.00 ","Willis of New York, Inc.",102,EXEMPT,For Profit
1420088,142008801,FINANCE,"XEROX State & Local Solutions, Inc.",Computer and Information Svcs,Code Unit Violations Syst,7/1/14,6/30/15,91," 1,412,500.00 "," 721,794.52 ","XEROX State & Local Solutions, Inc.",01,ADVERTISED,For Profit
1420341,1420341,FIRE,Deccan International,Computer and Information Svcs,GIS Software Application,3/1/14,2/28/15,0," 530,000.00 "," 226,712.00 ",Deccan International,01,ADVERTISED,For Profit
1220380,122038004,FIRE,"Intermedix Holdings, Inc. d/b/a Intermedix",General Consultant Services,Billing To and Collection,2/1/14,1/31/15,0," 3,015,000.00 "," 1,101,538.10 ","Intermedix Holdings, Inc. d/b/a Intermedix",01,ADVERTISED,For Profit
MPXX15000226,MPXX15000226,FREE LIBRARY,"CPR/AED Public Awareness and Training Network, Inc",Miscellaneous Order,AED Training,10/1/14,6/30/15,91," 3,700.00 ", -   ,"CPR/AED Public Awareness and Training Network, Inc",102,EXEMPT,Non Profit
1420246,142024601,FREE LIBRARY,Community Learning Center,General Consultant Services,Adult Literacy Inake,7/1/14,6/30/15,91," 75,000.00 "," 62,500.00 ",Community Learning Center,01,ADVERTISED,Non Profit
1420247,142024701,FREE LIBRARY,Congreso De Latinos Unidos Inc,General Consultant Services,Adult Literacy Inake,7/1/14,6/30/15,91," 75,000.00 "," 62,500.00 ",Congreso De Latinos Unidos Inc,01,ADVERTISED,Non Profit
MPXX15000166,MPXX15000166,FREE LIBRARY,Friends of the Free Library of Philadelphia,Miscellaneous Order,workshops and programs,7/1/14,6/30/15,91," 13,999.00 "," 4,666.00 ",Friends of the Free Library of Philadelphia,102,EXEMPT,Non Profit
MPXX15000083,MPXX15000083,FREE LIBRARY,June Garcia LLC,Miscellaneous Order,Recruitment,7/1/14,6/30/15,91," 4,000.00 "," 2,146.26 ",June Garcia LLC,102,EXEMPT,For Profit
MPXX15000182,MPXX15000182,FREE LIBRARY,Paul Trapido Interpretive Design LLC,Miscellaneous Order,Graphic Design Services,7/1/14,6/30/15,91," 30,000.00 "," 20,275.00 ",Paul Trapido Interpretive Design LLC,102,EXEMPT,For Profit
1320425,132042503,FREE LIBRARY,PeopleShare,General Consultant Services,Professional Development,7/1/14,6/30/15,91," 306,000.00 "," 296,000.00 ",PeopleShare,01,ADVERTISED,For Profit
1420248,142024801,FREE LIBRARY,Phila Hospital & Health Care 1199C Training & Upgrading Fund,General Consultant Services,Adult Literacy Inake,7/1/14,6/30/15,91," 75,000.00 "," 62,500.00 ",Phila Hospital & Health Care 1199C Training & Upgrading Fund,01,ADVERTISED,Non Profit
1320269,132026902,FREE LIBRARY,Project H O M E Inc,General Consultant Services,Restroom Attendant Servic,7/1/14,6/30/15,91," 69,139.00 "," 35,666.17 ",Project H O M E Inc,01,ADVERTISED,Non Profit
1320107,132010702,FREE LIBRARY,"Unique Management Services, Inc",General Consultant Services,Overdue notice service,7/1/14,6/30/15,91," 125,000.00 "," 68,535.25 ","Unique Management Services, Inc",01,ADVERTISED,For Profit
1420002,142000201,FREE LIBRARY,Verizon,Computer and Information Svcs,Wide Area Network Service,7/1/14,6/30/15,91," 1,034,700.00 "," 594,994.13 ",Verizon,01,ADVERTISED,For Profit
1320151,132015103,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,RWB LEGAL SERVICES,7/1/14,6/30/15,91," 57,868.00 "," 37,290.00 ",AIDS Law Project of Pennsylvania,09,EXEMPT,Non Profit
1320321,132032102,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,General Fund 2015,7/1/14,6/30/15,91," 78,498.00 "," 40,825.00 ",AIDS Law Project of Pennsylvania,09,EXEMPT,Non Profit
1320700,132070005,HEALTH,AIDS Law Project of Pennsylvania,Legal Services,RWA Additional Funds,3/1/14,2/28/15,0," 534,303.00 "," 484,303.00 ",AIDS Law Project of Pennsylvania,09,EXEMPT,Non Profit
1520463,1520463,HEALTH,AccessMatters,Health Department,STD Program,12/1/14,11/30/15,244," 124,641.00 "," 13,271.41 ",AccessMatters,09,EXEMPT,Non Profit
1320583,132058302,HEALTH,ActionAIDS Incorporated,Health Department,HIV Case Mgt. Nagivation,7/1/14,6/30/15,91," 217,823.00 "," 100,701.00 ",ActionAIDS Incorporated,09,EXEMPT,Non Profit
1220438,122043803,HEALTH,Albert Einstein Healthcare Network,Health Department,CDC Prevention 2015,1/1/15,12/31/15,275," 35,000.00 "," 3,764.00 ",Albert Einstein Healthcare Network,09,EXEMPT,Non Profit
1320701,132070102,HEALTH,Albert Einstein Healthcare Network,Health Department,RWA Additional Funds,3/1/14,2/28/15,0," 264,527.00 "," 224,961.00 ",Albert Einstein Healthcare Network,09,EXEMPT,Non Profit
1420103,142010301,HEALTH,Albert Einstein Medical Center,Health Department,MSP - Prenatal Services,7/1/14,6/30/15,91," 60,000.00 "," 37,800.00 ",Albert Einstein Medical Center,09,EXEMPT,Non Profit
1420136,142013601,HEALTH,"Alpha Medical Group, Ltd.",Health Department,Radiology Services,7/1/14,6/30/15,91," 1,390,662.00 "," 567,234.93 ","Alpha Medical Group, Ltd.",01,ADVERTISED,For Profit
1220170,122017003,HEALTH,American Lung Association of Pennsylvania,Health Department,Flick Clinic Operation,7/1/14,6/30/15,91," 340,930.00 "," 167,852.27 ",American Lung Association of Pennsylvania,09,EXEMPT,Non Profit
MPXX15000051,MPXX15000051,HEALTH,Arthur Washburn Ph.D,Miscellaneous Order,Forensic Anthropology Svs,7/1/14,6/30/15,91," 3,000.00 ", 650.00 ,Arthur Washburn Ph.D,01,ADVERTISED,For Profit
1520096,1520096,HEALTH,Bellevue Media Group,Health Department,HPV Advertisement,7/1/14,6/30/15,91," 256,000.00 "," 123,984.59 ",Bellevue Media Group,01,ADVERTISED,For Profit
1520298,1520298,HEALTH,Bicycle Coalition of Greater Philadelphia,Health Department,Safe Routes Phila,7/1/14,6/30/15,91," 100,000.00 "," 48,686.00 ",Bicycle Coalition of Greater Philadelphia,09,EXEMPT,Non Profit
1320702,132070202,HEALTH,Children's Hospital of Philadelphia,Health Department,RWA Additional Funds,3/1/14,2/28/15,0," 536,585.00 "," 489,368.00 ",Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1420096,142009601,HEALTH,Children's Hospital of Philadelphia,Health Department,HIV Primary Care/Support,7/1/14,6/30/15,91," 98,865.00 "," 55,596.32 ",Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1420367,142036701,HEALTH,Children's Hospital of Philadelphia,Health Department,Medical Director for DHS,7/1/14,6/30/15,91," 121,488.00 ", -   ,Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1420382,142038201,HEALTH,Children's Hospital of Philadelphia,Health Department,GENERAL FUND 2015,7/1/14,6/30/15,91," 65,000.00 "," 45,751.00 ",Children's Hospital of Philadelphia,09,EXEMPT,Non Profit
1420387,142038701,HEALTH,Children's Hospital of Philadelphia,Health Department,State Prev 2015,7/1/14,6/30/15,91," 26,820.00 "," 10,882.00 ",Children's Hospital of Philadelphia,01,ADVERTISED,Non Profit
MPXX15000096,MPXX15000096,HEALTH,Children's Hospital of Philadelphia,Miscellaneous Order,STD Surv Net (SSuN) Proj,7/1/14,6/30/15,91," 25,000.00 "," 25,000.00 ",Children's Hospital of Philadelphia,103,Prior to 2-1-2006,Non Profit
MPXX15000099,MPXX15000099,HEALTH,Clean Air Council,Miscellaneous Order,Clean Air Reports,7/8/14,6/30/15,91," 26,000.00 ", -   ,Clean Air Council,103,Prior to 2-1-2006,Non Profit
1320703,132070302,HEALTH,Clinical Care Assoc. of the Univ. of Penna. Health System,Health Department,RWA Additionial Funds,3/1/14,2/28/15,0," 67,359.00 "," 59,538.00 ",Clinical Care Assoc. of the Univ. of Penna. Health System,09,EXEMPT,Non Profit
MPXX15000278,MPXX15000278,HEALTH,Community Legal Services,Miscellaneous Order,CWSHCN,1/1/15,6/30/15,91," 3,000.00 ", -   ,Community Legal Services,102,EXEMPT,Non Profit
1120437,112043703,HEALTH,Consilience Software,Computer and Information Svcs,Maven,3/7/14,3/6/15,0," 110,744.00 "," 110,000.00 ",Consilience Software,01,ADVERTISED,For Profit
MPXX15000279,MPXX15000279,HEALTH,Cora Services Inc,Miscellaneous Order,CWSHCN,1/1/15,6/30/15,91," 2,500.00 ", -   ,Cora Services Inc,102,EXEMPT,Non Profit
1420401,142040101,HEALTH,Council of Spanish Speaking Organizations Inc,Health Department,DDC Outreach Workers,12/1/14,11/30/15,244," 580,000.00 ", -   ,Council of Spanish Speaking Organizations Inc,09,EXEMPT,Non Profit
MPXX15000035,MPXX15000035,HEALTH,"DIGITAL HEALTH DEPARTMENT, INC",Miscellaneous Order,DHD License & Maintenance,7/1/14,6/30/15,91," 24,000.00 "," 24,000.00 ","DIGITAL HEALTH DEPARTMENT, INC",102,EXEMPT,For Profit
1120652,112065204,HEALTH,"David A. Lopez and Company, LLC",Accounting and Auditing Svcs,Get Healthy Philly,6/1/14,5/31/15,61," 9,976.00 "," 9,976.00 ","David A. Lopez and Company, LLC",07,EXEMPT,For Profit
MPXX15000263,MPXX15000263,HEALTH,"David A. Lopez and Company, LLC",Miscellaneous Order,TITLE V AUDIT,12/1/14,6/30/15,91," 13,810.00 ", -   ,"David A. Lopez and Company, LLC",103,Prior to 2-1-2006,For Profit
MPXX15000064,MPXX15000064,HEALTH,Dental Forensic Services of Indian Valley,Miscellaneous Order,Forensic Odontology Svs,7/1/14,6/30/15,91," 6,000.00 "," 4,900.00 ",Dental Forensic Services of Indian Valley,01,ADVERTISED,For Profit
MPXX15000058,MPXX15000058,HEALTH,"Dhody Osteological Consulting, LLC",Miscellaneous Order,Forensic Anthropology Svs,7/1/14,6/30/15,91," 1,000.00 ", -   ,"Dhody Osteological Consulting, LLC",102,EXEMPT,For Profit
1420411,142041101,HEALTH,Drexel University,Health Department,Training Needs Assessment,7/1/14,6/30/15,91," 7,500.00 ", -   ,Drexel University,09,EXEMPT,Non Profit
1420419,142041901,HEALTH,Drexel University,Health Department,Salt reduction Media Eval,9/30/14,6/30/15,91," 54,656.00 ", -   ,Drexel University,09,EXEMPT,Non Profit
1520160,1520160,HEALTH,Drexel University,Health Department,Ryan White B,7/1/14,6/30/15,91," 124,204.00 "," 55,430.00 ",Drexel University,09,EXEMPT,Non Profit
1520172,1520172,HEALTH,Drexel University,Health Department,Pediatric TB Clinic,7/1/14,6/30/15,91," 65,450.00 "," 12,707.03 ",Drexel University,09,EXEMPT,Non Profit
1520267,1520267,HEALTH,Drexel University,Health Department,RWA,7/1/14,2/28/15,0," 941,466.00 "," 755,796.00 ",Drexel University,09,EXEMPT,Non Profit
1520268,1520268,HEALTH,Drexel University,Health Department,RWA,7/1/14,2/28/15,0," 264,136.00 "," 238,776.00 ",Drexel University,09,EXEMPT,Non Profit
1520269,152026902,HEALTH,Drexel University,Health Department,2015 CDC PREVENTION,1/1/15,12/31/15,275," 55,000.00 ", -   ,Drexel University,09,EXEMPT,Non Profit
MPXX15000076,MPXX15000076,HEALTH,Drexel University,Miscellaneous Order,Histotechnology Services,7/1/14,6/30/15,91," 30,000.00 "," 11,313.00 ",Drexel University,102,EXEMPT,Non Profit
1420102,142010201,HEALTH,"Dunbar Armored, Inc.",Health Department,Armored Cash Collection,7/1/14,6/30/15,91," 40,000.00 "," 11,827.62 ","Dunbar Armored, Inc.",01,ADVERTISED,For Profit
1320088,132008802,HEALTH,"Ellison Group, The",General Consultant Services,Human Resources Consultan,7/1/14,6/30/15,91," 20,000.00 "," 2,372.50 ","Ellison Group, The",07,EXEMPT,For Profit
1520025,1520025,HEALTH,"Fairmount Long Term Care, Inc",General Consultant Services,PNH Operations,7/1/14,6/30/15,91," 35,828,767.00 "," 20,887,583.03 ","Fairmount Long Term Care, Inc",09,EXEMPT,Non Profit
1420122,142012201,HEALTH,"General Healthcare Resources, Inc.",Health Department,NursingServices-Riverview,7/1/14,6/30/15,91," 652,311.00 "," 324,182.00 ","General Healthcare Resources, Inc.",01,ADVERTISED,For Profit
MPXX15000202,MPXX15000202,HEALTH,"General Healthcare Resources, Inc.",Miscellaneous Order,Nursing Services,9/22/14,6/30/15,91," 15,000.00 "," 3,576.00 ","General Healthcare Resources, Inc.",102,EXEMPT,For Profit
1520378,1520378,HEALTH,Girard Academic Music Program (GAMP) Parent and Alumni Organ,Health Department,Public Outreach,10/1/14,6/30/15,91," 24,250.00 ", -   ,Girard Academic Music Program (GAMP) Parent and Alumni Organ,09,EXEMPT,Non Profit
1220101,122010103,HEALTH,"Group 6 Healthcare Consulting & Management, LLC",General Consultant Services,PNH Patient Care Monitor,7/1/14,6/30/15,91," 110,000.00 ", 756.00 ,"Group 6 Healthcare Consulting & Management, LLC",01,ADVERTISED,For Profit
1320101,132010103,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Support and Oversight,7/1/14,6/30/15,91," 8,964,506.00 "," 4,981,222.00 ","Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1420138,142013801,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Fatality Review Program,7/1/14,6/30/15,91," 756,921.00 "," 351,996.00 ","Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1420229,142022902,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Bioterrorism Training,7/1/14,6/30/15,91," 99,609.00 "," 58,294.00 ","Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1420398,142039802,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Tobacco Counseling/Train,7/1/14,6/30/15,91," 146,025.50 "," 90,115.00 ","Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1420402,142040201,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,HPV Vaccination,11/1/14,10/31/15,214," 71,041.00 ", 730.00 ,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1520273,1520273,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Title V CSHCN/Adolescent,7/1/14,6/30/15,91," 115,413.00 "," 49,186.00 ","Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1520303,1520303,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,MOM Program,7/1/14,6/30/15,91," 949,155.00 "," 556,966.00 ","Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1520356,1520356,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Hepatitis Prep and Surv,10/1/14,9/30/15,183," 548,389.00 "," 318,216.00 ","Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
1520464,1520464,HEALTH,"Health Federation of Philadelphia, Inc",Health Department,Better Chronic Care,9/30/14,9/29/15,182," 391,444.00 ", -   ,"Health Federation of Philadelphia, Inc",09,EXEMPT,Non Profit
MPXX15000225,MPXX15000225,HEALTH,"Health Federation of Philadelphia, Inc",Miscellaneous Order,CWSHCN/Teen Clinic,9/30/14,6/30/15,91," 3,595.00 "," 3,595.00 ","Health Federation of Philadelphia, Inc",103,Prior to 2-1-2006,Non Profit
1220227,122022709,HEALTH,Health Promotion Council of SE Pa Inc,Health Department,MSA Enforcement,7/1/14,6/30/15,91," 169,723.00 "," 79,989.00 ",Health Promotion Council of SE Pa Inc,09,EXEMPT,Non Profit
1520471,1520471,HEALTH,Health Promotion Council of SE Pa Inc,Health Department,Nutrition Standards Train,9/30/14,9/29/15,182," 100,000.00 "," 24,912.00 ",Health Promotion Council of SE Pa Inc,09,EXEMPT,Non Profit
MPXX15000269,MPXX15000269,HEALTH,"Heffler, Radetich & Saitta LLP",Miscellaneous Order,Audit - Title V,12/8/14,6/30/15,91," 5,540.00 "," 5,540.00 ","Heffler, Radetich & Saitta LLP",103,Prior to 2-1-2006,For Profit
1320705,132070503,HEALTH,Kennedy University Hospital Inc,Health Department,RWA Additional funds,3/1/14,2/28/15,0," 787,630.00 "," 700,690.00 ",Kennedy University Hospital Inc,09,EXEMPT,Non Profit
1220440,122044003,HEALTH,Kensington Hospital,Health Department,CDC PREVENTION 2015,1/1/15,12/31/15,275," 65,000.00 ", -   ,Kensington Hospital,09,EXEMPT,Non Profit
1320706,132070602,HEALTH,Kensington Hospital,Health Department,RWA additional funds,3/1/14,2/28/15,0," 161,758.00 "," 153,272.00 ",Kensington Hospital,09,EXEMPT,Non Profit
1320039,132003902,HEALTH,LaSalle University,Health Department,HIP,7/1/14,6/30/15,91," 285,000.00 "," 163,028.00 ",LaSalle University,09,EXEMPT,Non Profit
MPXX15000144,MPXX15000144,HEALTH,"Lawrence A. Dobrin DMD, DABFO",Miscellaneous Order,Forensic Odontology Svs,7/1/14,6/30/15,91," 1,000.00 ", -   ,"Lawrence A. Dobrin DMD, DABFO",01,ADVERTISED,For Profit
MPXX15000065,MPXX15000065,HEALTH,"Linda Barbara Edelson-Slocum, DMD",Miscellaneous Order,Forensic Odontology Svs,7/1/14,6/30/15,91," 2,500.00 "," 1,550.00 ","Linda Barbara Edelson-Slocum, DMD",01,ADVERTISED,For Profit
1320631,132063104,HEALTH,MEE Productions Inc,Health Department,Outdoor Media Campaign,7/1/14,6/30/15,91," 415,000.00 "," 270,409.33 ",MEE Productions Inc,01,ADVERTISED,For Profit
1420350,142035001,HEALTH,MEE Productions Inc,Health Department,Salt Reduction Media Ed,9/30/14,6/30/15,91," 232,482.00 "," 188,333.18 ",MEE Productions Inc,01,ADVERTISED,For Profit
1520093,1520093,HEALTH,"Mark W. Rovinski, CPA, LLC",Accounting and Auditing Svcs,Finanical Monitoring,7/1/14,6/30/15,91," 64,625.00 ", -   ,"Mark W. Rovinski, CPA, LLC",01,ADVERTISED,For Profit
