Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Remaining_Contract_Months,Total_Transactions
S2Z57540,120240,Sleeves and Valves,20120401,20150331,SSE,FERGUSON ENTERPRISES INC,SS&E,4204060,36,12,"$443,570.01"
S2Z57780,A20315,RUMSEY ELECTRIC COBid # S2Z57780,20120401,20150331,SSE,RUMSEY ELECTRIC CO,SS&E,2868033.1,30,06,"$108,502.20"
S2Z57810,120298,"SAFETY/FIRE SUPPLIES, SCH. 546",20120401,20150331,SSE,SENSOR & DECONTAMINATION INC,SS&E,149408.92,33,09,"$104,397.06"
S2Z58190,120284,Safety and Identification Signs  Sch 51-01,20120401,20150331,SSE,ARBILL INDUSTRIES INC,SS&E,100000,36,12,"$25,566.50"
S2Z58210,120279,Conversion of Documents to Microfilm Sch 112,20120401,20150331,SSE,ALTERNATIVE MICROGRAPHICS INC,SS&E,387068.3,36,12,"$4,499.36"
S2Z58240,120280,"Automated Vehicle Sharing Services, Sch. 344-01",20120401,20150331,SSE,ZIPCAR,SS&E,620336,36,12,"$23,386.60"
S2Z58270,120289,"BELT SPLICING, SCH. 802",20120401,20150331,SSE,PRUYN BEARING CO,SS&E,33001,36,12,
S2Z58320,120302,Speed Driver Parts  Sch 2015,20120401,20150331,SSE,PRUYN BEARING CO,SS&E,171000,36,12,
T2Z57790,120292,Electrical Supplies Distribution & Serv Equip & Industrial Controls Sch 521-03,20120401,20150331,SSE,LINDLEY ELECTRIC SUPPLY CO,SS&E,300925,30,06,"$80,986.24"
U2YL6780,120272,Repair & Calibration of Radiation Monitors,20120401,20150331,SSE,QAL TEK ASSOCIATES,SS&E,90001,36,12,
S2YN1870,120068,Graphic Decals,20110701,20150331,SSE,J M R GRAPHICS INC,SS&E,99727.4,33,00,"$8,176.00"
T1Z57170,110314,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110427,20150331,SSE,JOHN DEERE LANDSCAPES,SS&E,60001,36,00,"$8,490.80"
T1YN1740,110301,Fire Boats Repair Service,20110413,20150331,SSE,GENERAL SHIP REPAIR CORP,SS&E,1271629,36,00,
S1OO2780,110308,Ductile Iron Pipe,20110401,20150331,SSE,FERGUSON ENTERPRISES INC,SS&E,2630000,36,00,"$76,774.50"
S1QG828S,110300,Purchase of Model DI950 Folding & Inserting System,20110401,20150331,SSE,PITNEY BOWES INC,SS&E,343258.6,36,00,
S1WQ281S,110242,Orasure and Oraquick Advance Rapid HIV Test Devices and Controls,20110401,20150331,SSE,ORASURE TECHNOLOGIES INC,SS&E,4494500,36,00,"$126,856.76"
S1YN1780,110202,Inspection/Maintenance of Samsco Water Evaporator,20110401,20150331,SSE,CHARLES W ROMANO CO,SS&E,30001,36,00,
S1YN180S,110235,Rental of Trailers,20110401,20150331,SSE,HECHT TRAILERS LLC,SS&E,97000,36,00,"$1,087.40"
S1YN182S,A10240,OPUS INSPECTION INCBid # S1YN182S,20110401,20150331,SSE,OPUS INSPECTION INC,SS&E,145603,36,00,$369.82
S1YN1830,110210,Heavy Duty Vehicle Washing,20110401,20150331,SSE,FISHTOWN FLEET WASH INC,SS&E,200001,36,00,"$14,150.00"
S1YN1840,110196,Auto Upholstery Services,20110401,20150331,SSE,STATE GLASS & UPHOLSTERY INC,SS&E,255655,36,00,"$16,995.00"
S1YN1850,110265,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,ROBS AUTOMOTIVE & COLLISION CENTER INC,SS&E,275001,36,00,"$11,297.40"
S1Z56650,110292,Uniform Apparel and Accessories,20110401,20150331,SSE,AMERICAN UNIFORM SALES INC,SS&E,2900000,36,00,"$405,448.17"
S1Z57160,110213,Broadloom Carpet and Installation  Sch 585,20110401,20150331,SSE,PAIK INC,SS&E,381852.5,36,00,"$11,541.65"
S1Z57170,110259,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,PENNINGTON SEED,SS&E,60001,36,00,"$12,575.00"
S1Z57180,110215,Transformer Oil Testing and Maintenance  Sch 2011,20110401,20150331,SSE,TRANSFORMER SERVICE INC,SS&E,83001,36,00,
S1Z57350,110293,Irrigation maint and Repair Service Sch 806,20110401,20150331,SSE,IRRIGATION SYSTEMS INC,SS&E,150400,36,00,"$9,279.19"
S1Z5756S,110267,Maintenance Support on Agilent Equipment,20110401,20150331,SSE,AGILENT TECHNOLOGIES INC,SS&E,784711.34,36,00,"$64,494.02"
T1YN1810,110231,Fire Alarm System Maintenance and Repair,20110401,20150331,SSE,FIDELITY BURGLAR & FIRE ALARM CO INC,SS&E,58850,36,00,"$1,800.00"
S1Z56830,110217,"Elevator, Escalator and Dumbwaiter Maint & Repair Services for Various Locations",20110101,20150331,SSE,THYSSENKRUPP ELEVATOR CO,SS&E,2200000,36,03,"$74,821.19"
S4WC878S,150004,Mammography Unit,20140421,20150420,SSE,HOLOGIC INC,SS&E,991335.2,36,36,
00011420,140289,CLEVELAND BROTHERS EQUIPMENT COBid # 00011420,20140422,20150422,SSE,CLEVELAND BROTHERS EQUIPMENT CO,SS&E,400000,36,36,
00011431,140290,GROFF TRACTOR & EQUIPMENT INCBid # 00011431,20140422,20150422,SSE,GROFF TRACTOR & EQUIPMENT INC,SS&E,1000000,36,36,
00011459,140291,U S MUNICIPAL SUPPLY COBid # 00011459,20140422,20150422,SSE,U S MUNICIPAL SUPPLY CO,SS&E,3000000,36,36,
22113LTS,140107,PLAYPOWER LT FARMINGTON INCBid # 22113LTS,20130423,20150423,SSE,PLAYPOWER LT FARMINGTON INC,SS&E,1200000,36,24,"$225,479.02"
S4Z60390,140288,"Yale Locks, Closures and Related Items",20140501,20150430,SSE,INDEPENDENT HARDWARE INC,SS&E,32000.01,36,36,"$2,208.00"
U4Z60230,140285,Ammunition,20140501,20150430,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,71472.89,33,33,"$3,864.70"
S4Z60370,140197,Automotive Collision Services,20140201,20150430,SSE,PACIFICO FORD INC,SS&E,441087,33,30,"$106,986.10"
S1Z57270,130410,Furniture Moving Services,20130501,20150430,SSE,IRA S DAVIS STORAGE CO INC,SS&E,241280,12,00,"$9,794.00"
S3Z59410,130323,"Trophies, Medals, Plaques and Pins, etc.",20130501,20150430,SSE,AWARD PRODUCTS INC,SS&E,91081.9,34,22,"$2,650.00"
S3Z59580,130393,Repair of Electric Motors,20130501,20150430,SSE,WILLIER ELECTRIC MOTOR CO INC,SS&E,1475050,36,24,"$99,658.29"
S3Z59690,130395,Thermographed Business Cards and Gold Seal Stationary,20130501,20150430,SSE,ENVELOPES & PRINTED PRODUCTS INC,SS&E,380000,36,24,"$10,580.00"
S3Z59700,130397,"Photographic Supplies, Sch. 89",20130501,20150430,SSE,P P I PHOTOGRAPHICS INC,SS&E,608219.88,36,24,"$104,786.20"
T3Z59340,130372,Portable Lavatory,20130501,20150430,SSE,A R F RENTAL SERVICES INC,SS&E,330162,33,21,"$7,333.00"
T3Z59430,130349,Parts for Drilling and Tapping Machines,20130501,20150430,SSE,EXETER SUPPLY COMPANY INC,SS&E,168750,33,21,
V3Z59720,135131,Courier Service,20130501,20150430,SSE,PRIORITY EXPRESS COURIER INC,SS&E,13121.25,36,24,$870.75
00009413,130122,HUMANSCALE CORPBid # 00009413,20120919,20150430,SSE,HUMANSCALE CORP,SS&E,450000,,,"$92,608.24"
S2Z58520,130043,"ELECTRICAL EMERGENCY GENERATORS  MAINTENANCE AND REPAIR FOR DEPARTMENT OF PUBLIC PROPERTY ONLY, SCH. 927=01",20120701,20150430,SSE,GILES & RANSOME INC,SS&E,365730,33,09,"$91,991.46"
00009408,120355,TRANSAMERICAN OFFICE FURNITURE INCBid # 00009408,20120618,20150430,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,2000000,,,"$199,472.79"
S2XL8310,120330,REPAIR OF PORTABLE PUMPS AT SWWPCP,20120601,20150430,SSE,XYLEM DEWATERING SOLUTIONS INC,SS&E,110001,36,12,"$2,056.81"
S2Z57890,B20318,CLASS ACT REPORTING LLCBid # S2Z57890,20120501,20150430,SSE,CLASS ACT REPORTING LLC,SS&E,30001,30,06,
S2Z58450,120317,"Repair, maintenance and/or engineering services of electrical equipment and systems",20120501,20150430,SSE,CHARLES W ROMANO CO,SS&E,3517830,36,12,"$256,026.89"
S2Z58480,A20276,TEREX SERVICESBid # S2Z58480,20120501,20150430,SSE,TEREX SERVICES,SS&E,361908,36,12,"$18,039.55"
S2Z58530,120314,After Market Automtive Collision Replacement Parts Sch 31-08,20120501,20150430,SSE,KEYSTONE AUTOMOTIVE INDUSTRIES INC,SS&E,69750,36,12,
T2Z58360,120306,Paper Shredders,20120501,20150430,SSE,SECURITY ENGINEERED MACHINERY,SS&E,385001,33,09,"$55,467.82"
S1Z57240,120091,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,WAYMAN FIRE PROTECTION INC,SS&E,188800,33,00,"$41,913.54"
S2HM8150,120080,"Mechanical Seals, Rebuild Kits, Spiral Tracs, and Adaptors",20110801,20150430,SSE,PROCESS TECHNOLOGIES INC,SS&E,675000,33,00,"$14,204.80"
T2Z57990,120093,Air Circulators,20110727,20150430,SSE,503 CORP,SS&E,200001,34,00,"$1,526.23"
U1Z5720L,110323,Traffic Marking Compounds,20110519,20150430,SSE,SWARCO INDUSTRIES INC,SS&E,574000,36,00,
S1VZ3530,110319,Overhead Door and Gate Supplies,20110501,20150430,SSE,ABSTRACT OVERHEAD DOOR CO INC,SS&E,100000,36,00,"$4,400.12"
S1WZ6590,110279,Uninterrupted Power Supply Service & Repair,20110501,20150430,SSE,CHARLES W ROMANO CO,SS&E,191800,36,00,"$6,200.25"
S1XW9220,110312,Resin Cartridge Exchanges and Filters,20110501,20150430,SSE,RES KEM LLC,SS&E,90001,36,00,"$1,171.08"
S1XZ188S,110290,Maintenance Service for Supervisory Control and Data Acquisition (SCADA) System and Related Equipment,20110501,20150430,SSE,H S Q TECHNOLOGY,SS&E,357508,36,00,"$21,690.00"
S1YN282S,110309,Repair of Hurst Power Tools and Equipment,20110501,20150430,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,182080,36,00,
S1Z57200,110244,Traffic Marking Compounds,20110501,20150430,SSE,FLINT TRADING INC,SS&E,88049.16,36,00,"$156,140.60"
S1Z57210,110236,Medical Lab and Testing Equip Repair Services  Sch 57,20110501,20150430,SSE,QUALITY MEDICAL GROUP,SS&E,428209.8,36,00,"$20,808.77"
S1Z57250,110342,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,MTM RECOGNITION,SS&E,220590.5,36,00,"$59,250.10"
S1Z5726S,110288,Snap-On Tools,20110501,20150430,SSE,I D S C HOLDINGS LLC,SS&E,675000,36,00,"$30,655.23"
S1Z57280,110284,Engine Driven Pump Rental Sch 2016,20110501,20150430,SSE,FLEETWOOD INDUSTRIAL PRODUCTS,SS&E,169551.88,36,00,
S1Z57290,110261,Ferrous and Non Ferrous Metal Sch 906-01,20110501,20150430,SSE,PENNSYLVANIA STEEL CO INC,SS&E,836233,36,00,"$44,447.34"
T1Z56780,110278,Rental of Passenger Vehicles,20110501,20150430,SSE,VEHICLE LEASING ASSOCIATES LLC,SS&E,490735,36,00,"$32,080.78"
T1Z57220,110306,Propane Gas,20110501,20150430,SSE,PRAXAIR DISTRIBUTION MID ATLANTIC LLC,SS&E,1199903.21,36,00,"$91,277.99"
S1QM2280,110229,Identification Wrist Bands & Accessories,20110201,20150430,SSE,IRIS LTD INC,SS&E,305962.5,36,03,"$55,819.00"
S1QM2230,110109,Service Contract for Outboard Engines in Marine Unit,20101101,20150430,SSE,NEWPORT MARINE INC,SS&E,280001,36,00,"$3,368.47"
US110179,110135,PLAYCORE WISCONSINBid # US110179,20100917,20150508,SSE,PLAYCORE WISCONSIN,SS&E,2488000,,,"$70,040.32"
U5Z60560,150072,Lumber,20141001,20150531,SSE,TAGUE LUMBER INC,SS&E,53558,03,00,"$1,201.26"
T5Z60560,150050,Lumber,20140901,20150531,SSE,AMERICAN FOREST PRODUCTS,SS&E,253632.58,03,00,"$3,635.12"
S4OM7700,140268,Printed Case Folders,20140601,20150531,SSE,COMADE INC,SS&E,32001,36,36,
S4QG839S,140305,Remittance System Hardware Maintenance and Software Support,20140601,20150531,SSE,BURROUGHS INC,SS&E,61578,36,36,
S4Z60410,140303,Roofing Materials,20140601,20150531,SSE,STELWAGON ROOFING SUPPLY INC,SS&E,208007.7,36,36,"$3,752.89"
S4Z60500,140297,Hazardous Tree Removal,20140601,20150531,SSE,INDEPENDENCE CONSTRUCTORS CORP,SS&E,357230,36,36,"$79,235.00"
T4YQ0870,140294,Maintenance and Repair of Multifunction Snow Equipment,20140601,20150531,SSE,STEVES EQUIPMENT SERVICE,SS&E,52875,34,34,
00011357,140300,BANDIT INDUSTRIES INCBid # 00011357,20140521,20150531,SSE,BANDIT INDUSTRIES INC,SS&E,200000,,,"$82,058.00"
00011413,140301,ALTEC INDUSTRIES INCBid # 00011413,20140521,20150531,SSE,ALTEC INDUSTRIES INC,SS&E,800000,,,
00011426,140302,EAGLE POWER & EQUIPMENT CORPBid # 00011426,20140521,20150531,SSE,EAGLE POWER & EQUIPMENT CORP,SS&E,332000,,,
00011350,140292,U S MUNICIPAL SUPPLY COBid # 00011350,20140505,20150531,SSE,U S MUNICIPAL SUPPLY CO,SS&E,1000000,18,18,
T4Z60310,140274,Bituminous Materials,20140401,20150531,SSE,CRAFCO INC,SS&E,32000.01,03,03,"$47,102.65"
S3XN6760,130354,Barber Clipper Sharpening & Hair Dryer Repair Svcs,20130601,20150531,SSE,M SCHNEIDER & SONS INC,SS&E,52001,36,24,"$2,047.80"
S3YE7470,130403,Treatment of Foundation Walls Purging & Waterproofing,20130601,20150531,SSE,NICHOLAS DELLA VECCHIA INC,SS&E,194116,36,24,
S3YL4670,130262,Runway Silica Sand,20130601,20150531,SSE,WHIBCO OF NEW JERSEY INC,SS&E,204257,36,24,
S3YQ0590,130423,Purchase of Various Sport Utility Vehicles,20130601,20150531,SSE,CHAPMAN CHEVROLET LLC,SS&E,5537000,36,24,"$726,661.67"
S3Z58400,130407,Custodial Services for Various City Agencies,20130601,20150531,SSE,TEAM CLEAN INC,SS&E,1551241.92,30,18,"$297,516.38"
S3Z58410,130411,Custodial Services for City Hall and other City-Owned Real Estate,20130601,20150531,SSE,TEAM CLEAN INC,SS&E,5200444.46,30,18,"$833,972.43"
S3Z5860S,130413,Underground Storage of Microfilm - Sch 444,20130601,20150531,SSE,IRON MOUNTAIN INFORMATION MANAGEMENT LLC,SS&E,268981.8,36,24,
S3Z59450,130420,General Automotive Repair Services,20130601,20150531,SSE,DELAWARE VALLEY TRUCK SERVICE,SS&E,107572.84,33,21,"$8,306.69"
S3Z59490,130417,Fax Machine Supplies,20130601,20150531,SSE,P C SPECIALISTS INC,SS&E,30000.01,33,21,"$12,177.00"
S3Z59520,130391,Curb and Valve Box Cleaner and Parts,20130601,20150531,SSE,FERGUSON ENTERPRISES INC,SS&E,115623,33,21,
S3Z59680,130394,Elevator/Escalator Maintenance and Repair Services for the Department of Public Property (Various Locations),20130601,20150531,SSE,OTIS ELEVATOR CO,SS&E,1357277,25,13,"$126,910.44"
S3Z59740,130402,Invasive Plant Control,20130601,20150531,SSE,WEEDS INC,SS&E,243960,36,24,"$44,560.77"
00009635,120356,TRANSAMERICAN OFFICE FURNITURE INCBid # 00009635,20120618,20150531,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,2928000,,,"$727,209.58"
S2TW2590,120345,FULL AND PREVENTIVE MAINTENANCE FOR HVAC AND PLUMBING,20120601,20150531,SSE,DEVINE BROTHERS INC,SS&E,180001,36,12,
S2YD4830,120336,Annual Preventive Maint & Repair Services for Nederman Direct Source Capture Exhaust Systems City of Phila Fire Stations,20120601,20150531,SSE,SYCAMORE MECHANICAL CONTRACTORS LLC,SS&E,950187.5,36,12,"$171,817.60"
S2YQ6480,120343,AIR CONDITIONING MAINTENANCE AND REPAIRS,20120601,20150531,SSE,DEVINE BROTHERS INC,SS&E,975001,36,12,"$26,815.37"
S2Z58800,120342,"RENTAL SCHOOL BUS TYPE, 15 PASSENGER VAND AND MINIBUS TRANSPORTATION, SCH. 345",20120601,20150531,SSE,FIRST STUDENT INC,SS&E,792776.8,36,12,"$65,240.46"
T2Z57580,120324,Electronic Waste Recycling and Data Sanitization Services Sch 70-02,20120601,20150531,SSE,MATERIALS PROCESSING CORPORATION,SS&E,200000,24,00,
031210NJ,120152,STAPLES CONTRACT & COMMERCIAL INCBid # 031210NJ,20110701,20150531,SSE,STAPLES CONTRACT & COMMERCIAL INC,SS&E,5940000,24,24,"$399,378.96"
S1QM2310,110305,Gunsmithing Tools & Care & Cleaning Supplies,20110601,20150531,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,75780,36,00,"$12,040.22"
S1XT6800,110328,"Van, Compact, Electric Drive",20110601,20150531,SSE,PACIFICO FORD INC,SS&E,94347.48,36,00,
S1YL6750,110332,Sweep Officers Uniforms & Accessories,20110601,20150531,SSE,AMERICAN UNIFORM SALES INC,SS&E,253017.75,36,00,$358.80
S1Z5737M,110318,Ballistic Vests (New Generation),20110601,20150531,SSE,ATLANTIC TACTICAL INC,SS&E,4200421.6,36,00,"$1,244,680.80"
S1YN1770,110171,Repairs to Overhead Exhaust Ventilation Systems,20110301,20150531,SSE,CHARLES W ROMANO CO,SS&E,200220,36,00,"$3,512.09"
S1Z57070,110272,Janitorial Supplies,20110301,20150531,SSE,SOUTH JERSEY PAPER PRODUCTS,SS&E,788000.11,36,00,"$52,790.96"
S0XZ1300,100328,Juniper Switches,20100601,20150531,SSE,P C SPECIALISTS INC,SS&E,13000000,36,00,"$1,176,976.00"
000358-1,130181,EN POINTE TECHNOLOGIESBid # 000358-1,20130101,20150602,SSE,EN POINTE TECHNOLOGIES,SS&E,1000000,36,36,"$12,669.22"
000358-3,130180,S H I INTERNATIONAL CORPBid # 000358-3,20130101,20150602,SSE,S H I INTERNATIONAL CORP,SS&E,2638769,36,36,"$39,817.64"
000358-2,130089,INSIGHT PUBLIC SECTOR INCBid # 000358-2,20120920,20150602,SSE,INSIGHT PUBLIC SECTOR INC,SS&E,1500000,36,36,"$15,638.04"
S2Z58790,120337,"SUMMER LUNCH AND AFTER SCHOOL SNACK AND SUPPER PROGRAMS, SCH. 579",20120618,20150607,SSE,MARAMONT CORP,SS&E,16578190,36,12,"$1,924,753.53"
S2YN1990,120349,REPAIR OF OVERHEAD LUBE SYSTEMS,20120611,20150610,SSE,REGENT HYDRAULIC & MACHINE WORKS,SS&E,400100,36,12,"$27,669.89"
526524,150031,INNOVATIVE PRINTING SYSTEMS INCBid # 526524,20140701,20150630,SSE,INNOVATIVE PRINTING SYSTEMS INC,SS&E,1699190,,,"$253,590.64"
A4Z60230,150042,Ammunition,20140701,20150630,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,108675,31,31,
S4YL4800,150028,"Boiler Service, Repair and Water Treatment",20140701,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,721500,32,32,"$86,949.38"
S4Z60100,150002,Office Automation,20140701,20150630,SSE,P C SPECIALISTS INC,SS&E,200000,30,30,"$11,123.00"
S5QM245S,150105,"Software Support and Maintenance for Barcoded Evidence Analysis, Statistics and Tracking (B.E.A.S.T.) System, 197 User Licenses",20140701,20150630,SSE,PORTER LEE CORP,SS&E,88650,36,36,
S5QM296S,150036,Taser Equipment and Accessories,20140701,20150630,SSE,TASER INTERNATIONAL,SS&E,486361.5,36,36,
S5WW592S,150010,"YSI Equipment, Repair and Parts",20140701,20150630,SSE,Y S I INC,SS&E,120469,36,36,
S5YB5590,150003,Rental of Real Time PCR (HIV-1 & HCV) Analyzer & Reagents,20140701,20150630,SSE,ABBOTT LABORATORIES INC,SS&E,227292,36,36,
S5YB560S,150034,Amplified Target Capture Assays,20140701,20150630,SSE,GEN PROBE SALES & SERVICE INC,SS&E,32000.01,36,36,"$5,955.00"
S5YB5610,150011,GC/Chlamydia Analyzer,20140701,20150630,SSE,GEN PROBE SALES & SERVICE INC,SS&E,449250,36,36,"$307,250.00"
S5YL4830,150007,Maintenance & Repair of IED Terminal announcement control System (TACS),20140701,20150630,SSE,ELITE AUDIO LLC,SS&E,256110,36,36,"$40,236.29"
S5YL6870,150001,Inspection and Repair of Two (2) Stationary Hydraulic Compactor Systems,20140701,20150630,SSE,T H C ENTERPRISES INC,SS&E,32000.01,36,36,
S5YQ0910,150006,Windshield Repair Service,20140701,20150630,SSE,I T E I AUTO GLASS,SS&E,32000.01,36,36,"$9,870.00"
S5YQ4850,150017,"Thirty-six (36) Month Lease of Color Photo Copiers for the  City of Philadelphia, Office of City Council",20140701,20150630,SSE,RICOH AMERICAS CORP,SS&E,72526.64,24,24,
S5YQ490S,150030,Versatile Enterprise Software Support Services,20140701,20150630,SSE,ZASIO ENTERPRISES INC,SS&E,54760,36,36,
S5YQ9600,150029,"Purchase & Service, Sewer Cleaning Nozzles and Accessories",20140701,20150630,SSE,GRANTURK EQUIPMENT CO INC,SS&E,32000.01,36,36,
S5Z60620,150037,Custodial Services-Office of Fleet Management (OFM) and other Various Departments,20140701,20150630,SSE,INDUSTRIAL COMMERCIAL CLEANING GROUP INC,SS&E,266788.1,36,36,"$53,189.35"
V5Z0715F,155005,Ice Cream,20140701,20150630,SSE,QUALITY SALES & DISTRIBUTION INC,SS&E,5580,00,00,"$4,128.00"
S3YB6150,140082,"Automated Glycohemoglobin Analyzer, Supplies/Controls",20130701,20150630,SSE,BIO RAD LABORATORIES INC,SS&E,250000,36,24,"$13,348.00"
S4WJ796S,140085,Maintenance and Repair of Checkpoint Security Systems,20130701,20150630,SSE,3M COMPANY,SS&E,61675,36,24,
S4XW931S,140062,IDEXX Laboratory Supplies,20130701,20150630,SSE,IDEXX DISTRIBUTION INC,SS&E,174628,36,24,"$53,861.00"
S4YL4600,140035,"Georgia Pacific: Toilet Paper, Paper Towel and Dispenser",20130701,20150630,SSE,503 CORP,SS&E,272430.12,36,24,"$44,214.40"
S4YL4710,140019,The FIXX - High Solids Floor Finish and Sealer (Spartan),20130701,20150630,SSE,INTERLINE BRANDS INC,SS&E,40307.5,36,24,
S4YL473S,140037,Safe Port Vessel Traffic Information System (VTIS),20130701,20150630,SSE,OBSERVATION TECHNOLOGIES INC,SS&E,85000,36,24,
S4YL6850,140024,Purchase of Big Belly Solar Compactors,20130701,20150630,SSE,BIG BELLY SOLAR INC,SS&E,490000,33,21,"$92,509.82"
S4Z59670,140005,RFG Gasoline and Bio Diesel Fuel (5%),20130701,20150630,SSE,MANSFIELD OIL COMPANY OF GAINSVILLE INC,SS&E,47321716.74,36,24,"$4,925,076.43"
S4Z59760,C40051,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,INTERCON TRUCK EQUIPMENT CO,SS&E,30000.01,36,24,
S4Z59780,A40009,W CAMPBELL SUPPLY CO OF PENNA LLCBid # S4Z59780,20130701,20150630,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,30000.01,36,24,
S4Z59810,140016,Rock Salt,20130701,20150630,SSE,DART SEASONAL PRODUCTS INC,SS&E,375000,12,00,"$1,674,141.31"
S4Z5982S,140027,Rental of Pitney Bowes Mailing Equipment,20130701,20150630,SSE,PITNEY BOWES INC,SS&E,265301.2,36,24,"$48,668.98"
S4Z5983S,140183,"Maintenance, Repair and Inspection of Physio-Control Devices",20130701,20150630,SSE,PHYSIO CONTROL INC,SS&E,1743374.17,36,24,"$276,767.52"
S4Z59850,140034,"Chain Link Fence- Repairs Only, Sch 472-01",20130701,20150630,SSE,BUSTLETON SERVICES INC,SS&E,525524,36,24,"$123,005.16"
S4Z59870,140001,Valve Acuator Parts,20130701,20150630,SSE,FERGUSON ENTERPRISES INC,SS&E,464000,36,24,"$58,581.60"
S4Z60140,140036,Maintenance of Canon Plain Copier Machines and Supplies,20130701,20150630,SSE,CANON SOLUTIONS AMERICA INC,SS&E,487692,36,24,"$43,680.68"
T3Z58950,140004,"RECAPPING/REPAIR TIRE SERVICE, EMERGENCY ROAD/OFF THE ROAD (OTR) SERVICE AND OUTRIGHT PURCHASE OF CAP AND CASINGS",20130701,20150630,SSE,HENISE TIRE SERVICE INC,SS&E,740737.49,33,21,"$219,710.48"
T4Z59780,140078,Fire Vehicle Apparatus Replacement Parts,20130701,20150630,SSE,BAY HEAD INVESTMENTS INC,SS&E,30000.01,36,24,
T3QM2380,130108,"Bicycle Maintenance, Repair and Parts",20121101,20150630,SSE,BUSTLETON BIKES INC,SS&E,494622,36,12,"$22,300.83"
S3Z58280,130093,"ELECTRICAL EMERGENCY GENERATORS MAINTENANCE AND REPAIR SERVICE, SCH. 927-02",20121001,20150630,SSE,FM GENERATOR INC,SS&E,294800,33,09,"$3,094.96"
S2YN1940,130090,Launder/Repair Uniforms for Office of Fleet Mgt,20120726,20150630,SSE,CLEAN RENTAL SERVICES INC,SS&E,300198,36,12,"$17,123.00"
S2XT6960,130045,"6 x4 CAB OVER TRUCK, MOBILE CONCRETE MIXER",20120701,20150630,SSE,G L SAYRE INC,SS&E,600000,36,12,
S2YN1960,130033,COMPACTOR REPAIRS,20120701,20150630,SSE,T H C ENTERPRISES INC,SS&E,392250,33,09,
S2YN1980,120347,REPAIR OF HYDROBLAST PARTS CLEANING CABINETS,20120701,20150630,SSE,CHARLES W ROMANO CO,SS&E,50001,36,12,
S2Z57010,130050,Facility Maintenance,20120701,20150630,SSE,ELLIOTT LEWIS CORP,SS&E,48300209,36,12,"$4,676,717.60"
S2Z58250,120332,"RENTAL COACH TYPE TRANSPORTATION, SCH. 345-01",20120701,20150630,SSE,DAVID THOMAS TOURS INC,SS&E,421478,36,12,"$7,156.00"
S2Z58290,130032,"REFURBISHING, RETROFITTING, INSTALLATION AND REPLACEMENT PARTS FOR SAFETY VEHICLES, SCH. 990",20120701,20150630,SSE,HAVIS INC,SS&E,1300327,36,12,"$22,473.55"
S3QG8349,130079,PRINTING OF MAILING ENVELOPES,20120701,20150630,SSE,ALLIED ENVELOPE COMPANY INC,SS&E,1100973.25,36,12,"$110,343.25"
S3QM2390,130041,PROMEGA PRODUCTS FOR DNA ANALYSIS,20120701,20150630,SSE,PROMEGA CORP,SS&E,774856.3,36,12,"$8,075.60"
S3XR729S,130047,CLEAN THRU EXTRACTION COLUMNS,20120701,20150630,SSE,UNITED CHEMICAL TECHNOLOGIES LLC,SS&E,80001,36,12,"$10,539.72"
S3XT6970,130074,32 PASSENGER PRISONER BUS,20120701,20150630,SSE,WOLFINGTON BODY CO INC,SS&E,373165,36,12,
S3YB5530,130064,LABORATORY TESTING SERVICES,20120701,20150630,SSE,QUEST DIAGNOSTICS CLINICAL LABORATORIES,SS&E,2985651.21,36,12,"$7,387.85"
S3YL4960,130072,ACCESS CONTROL SYS PARTS & REPAIR - PHL,20120701,20150630,SSE,SECURITY & DATA TECHNOLOGIES INC,SS&E,347900,36,12,
S3YQ0530,130080,Used (Refurbished) Office / Storage ISO Containers,20120701,20150630,SSE,SEA BOX INC,SS&E,881965,36,24,"$8,388.00"
S3YQ6640,A30044,LINDENMEYR MUNROEBid # S3YQ6640,20120701,20150630,SSE,LINDENMEYR MUNROE,SS&E,30001,36,12,
S3Z58670,130062,"Purchase, Lease/Purchase,Lease and maint of Plain Paper Copier Machines and Purchase of Supplies for those machines",20120701,20150630,SSE,RICOH AMERICAS CORP,SS&E,1290000,24,00,"$249,696.94"
S3Z58690,130046,"COUNCILMANIC  PRINTING, SCH. 114",20120701,20150630,SSE,INSTANT COPY & PRINTING CENTER INC,SS&E,381847,36,12,
