Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Total_Transactions
S0XZ1420,A10019,DECISIVE BUSINESS SYSTEMS ACQUISITION LLBid # S0XZ1420,20131217,20141231,SSE,DECISIVE BUSINESS SYSTEMS ACQUISITION LL,SS&E,795000,36,
10402225,140163,GRAYBAR ELECTRIC CO INCBid # 10402225,20131008,20141231,SSE,GRAYBAR ELECTRIC CO INC,SS&E,908000,,"$167,046.20"
S4Z60360,140145,Powdered Activated Carbon,20131001,20141231,SSE,CABOT NORIT AMERICAS INC,SS&E,5428440,03,"$406,298.20"
S4XL8490,140153,Cleaning Anaerobic Digesters,20131001,20141231,SSE,SYNAGRO CENTRAL LLC,SS&E,326170,36,
PEPPM201,140065,MYTHICS INCBid # PEPPM201,20130701,20141231,SSE,MYTHICS INC,SS&E,4700000,,
S3XL8280,130121,Inspect and Repair Sluice Tidegates,20130101,20141231,SSE,G M H ASSOCIATES OF AMERICA INC,SS&E,226226.9,36,
S2QM234S,120200,Maintenance on Identix TP3800 Tenprinter Fingerprinting Equipment,20120101,20141231,SSE,IDENTIX INC,SS&E,147648,36,
S2OO2960,120214,Dezurik Valve Repair Parts and Components,20120101,20141231,SSE,FERGUSON ENTERPRISES INC,SS&E,899977,36,
T1QG8230,A10193,INSTANT WEB LLCBid # T1QG8230,20111203,20141231,SSE,INSTANT WEB LLC,SS&E,195000,36,"$7,166.88"
T1Z56810,110295,"Aggregate, Coarse & Fine",20110501,20141231,SSE,DONATO SPAVENTA & SONS INC,SS&E,521861,36,"$97,578.73"
S1Z57340,110311,Landscape maint Svc for various Phila Parks & Recreation Locations,20110421,20141231,SSE,ALL SEASONS LANDSCAPING CO INC,SS&E,1000168,24,"$63,079.54"
S1OO2730,110274,Repair Clamps,20110401,20141231,SSE,SMITH BLAIR INC,SS&E,500393.82,33,"$52,966.25"
S1Z56840,110115,Directory Services,20110101,20141231,SSE,COLE INFORMATION SERVICES INC,SS&E,90001,36,"$5,793.00"
S1Z56850,110132,"Work Gloves,  Schedule 1000",20110101,20141231,SSE,STAUFFER MANUFACTURING CO,SS&E,190000.01,36,"$144,897.25"
S1Z56810,110164,"Aggregate, Coarse & Fine",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC,SS&E,653630.8,36,"$175,476.98"
S1Z57310,110194,"Flags (International, National, City & State) and Related Items",20110101,20141231,SSE,HUMPHRYS FLAG CO,SS&E,473687.5,36,"$1,810.00"
S1Z56800,A10218,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC,SS&E,249111,36,"$57,011.85"
T1YC2080,110059,"Emergency Sewer Excavations, Repair and Street Restoration",20101001,20141231,SSE,PETRONGOLO CONTRACTORS INC,SS&E,3338625,36,"$432,506.60"
S1VW476S,100308,"Teledyne Geotech & Met One Meterological Instrumentation, Parts and Labor",20100701,20141231,SSE,MET ONE INSTRUMENTS,SS&E,160000.01,36,"$4,804.00"
S1XR721S,110022,CME Software Annual Maintenenace,20100701,20141231,SSE,VERTIQ SOFTWARE L L C,SS&E,100001,36,
T0Z54940,100164,Wireless Phone Equipment and Service - Schedule 500,20091001,20141231,SSE,SPRINT SOLUTIONS INC,SS&E,650224,03,"$120,971.11"
S0YB5030,090418,"Rental of Immunochemistry Analyzer System & Reagents, Consumables & Supplies",20090601,20141231,SSE,SIEMENS HEALTHCARE DIAGNOSTICS INC,SS&E,1350220.5,36,"$15,395.00"
T2VZ6010,120256,"Provision of Video Surveillance Cameras, Maintenance/Service, Supplies and Installation",20120125,20150124,SSE,CARR & DUFF INC,SS&E,3629180,36,
S1YN293S,110289,Mainenance and Repair of Cutters Edge Saws,20110328,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,100000,36,
S1Z56960,110125,"Electrical Repair Parts for ""In House Use""",20110201,20150131,SSE,ELECTRICAL SYSTEMS & CONSTRUCTION SUPPLY,SS&E,1599700,36,"$75,707.71"
S1Z56930,110147,Building Materials,20110201,20150131,SSE,DONATO SPAVENTA & SONS INC,SS&E,999370.83,36,"$40,157.49"
S1Z56870,110149,"Maint Svc, Repair, Supplies & Parts for X-Ray Auto Processors & X-ray Machines",20110201,20150131,SSE,GARDEN STATE IMAGING INC,SS&E,385840,36,"$14,046.87"
T1Z56950,110159,Liberty Bells & Boxes  Sch 523,20110201,20150131,SSE,SPIKES TROPHIES LTD,SS&E,90000.01,36,$571.18
S1Z56900,110182,Fire Extinguisher Service,20110201,20150131,SSE,PHILA & PA FIRE PROTECTION CO INC,SS&E,745033.03,36,"$3,634.66"
S1YN2590,110189,Direct Replacement Parts for Firefighting Equipment,20110201,20150131,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,195455,36,"$33,029.84"
S1WJ7700,110195,Monthly Maintenance of Central Library HVAC System,20110201,20150131,SSE,ELLIOTT LEWIS CORP,SS&E,753410,36,"$51,049.98"
S1YN2550,110220,Testing and Repair of Emergency Medical Equipment,20110201,20150131,SSE,A KINGSBURY CO INC,SS&E,190000.01,36,
S1Z56910,110248,"Fire Hydrants, Assemblies and Components",20110201,20150131,SSE,FERGUSON ENTERPRISES INC,SS&E,4606029,36,"$213,550.56"
S1QM226S,A10208,LIFE TECHNOLOGIES CORPBid # S1QM226S,20110201,20150131,SSE,LIFE TECHNOLOGIES CORP,SS&E,643605.05,36,
S1Z56970,A10230,VEOLIA ES TECHNICAL SOLUTIONS LLCBid # S1Z56970,20110201,20150131,SSE,VEOLIA ES TECHNICAL SOLUTIONS LLC,SS&E,120301,36,
S1YL6700,110138,Leaf and Yard Waste Recycling,20101101,20150131,SSE,DELAWARE VALLEY RECYCLING INC,SS&E,214200,36,"$1,365.84"
S1YN1760,110151,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20100201,20150131,SSE,SERVICE TIRE TRUCK CENTERS,SS&E,200000,36,"$3,969.50"
S4QM295S,140261,SPERM HY-LITER SYSTEM,20140220,20150219,SSE,INDEPENDENT FORENSICS OF IL,SS&E,99448,36,
S4KQ5840,140237,Bedding and Bath Towels,20140301,20150228,SSE,ACME SUPPLY CO LTD,SS&E,32001,36,
S4XZ2010,140267,"Power Tools, Pneumatic Parts",20140301,20150228,SSE,DONATO SPAVENTA & SONS INC,SS&E,168731.37,27,
S1YC470S,110307,Traffic Signal Equipment,20110601,20150228,SSE,IMAGE COMPONENTS INC,SS&E,600076.8,33,"$23,351.20"
T1Z57020,110322,Tires & Tubes  Schedule 35,20110601,20150228,SSE,INTER CITY TIRE & AUTO CENTERS INC,SS&E,90000.01,33,"$24,608.82"
T1Z57080,110303,Emergency Medical Supplies and Equipment,20110501,20150228,SSE,HENRY SCHEIN INC,SS&E,6820346.15,34,"$351,374.17"
U1Z57030,110275,Glass and Plastics,20110401,20150228,SSE,STATE GLASS & UPHOLSTERY INC,SS&E,800001,36,"$19,845.31"
S1Z57060,110178,"Purchase of Handcuffs, Leg Irons, etc",20110301,20150228,SSE,ATLANTIC TACTICAL INC,SS&E,227730,36,"$2,774.00"
S1YL6720,110183,Repair of CCTV Systems,20110301,20150228,SSE,CHARLES W ROMANO CO,SS&E,90001,36,
S1Z57110,110192,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,SOFSURFACES INC,SS&E,30001,36,
T1Z57320,110198,Inspection/repair of Sprinkler Systems  Sch 152-04,20110301,20150228,SSE,WAYMAN FIRE PROTECTION INC,SS&E,480615,36,
S1Z57100,110201,Sewer Cleaning Services,20110301,20150228,SSE,MOBILE DREDGING & PUMPING CO,SS&E,2400610,36,"$92,944.98"
S1Z57120,110205,"Testing, Repair, Clean-up and Final Disposal of PCB Contaminated Solids and Liquids",20110301,20150228,SSE,CLEAN VENTURE INC,SS&E,30001,36,
S1QM2270,110206,Glock Pistols,20110301,20150228,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,763776.5,36,
S1Z57090,110225,Stainless Steel Banding Materials,20110301,20150228,SSE,INDEPENDENT METAL STRAP CO,SS&E,160001,36,"$2,415.70"
S1Z57050,110228,Rental Service of Contractor's Equip   Sch 97,20110301,20150228,SSE,T N T EQUIPMENT SALES & RENTALS,SS&E,300000,36,"$74,950.00"
S1Z57020,110253,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC,SS&E,2200000,36,"$265,549.42"
U1Z57110,110287,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,GENERAL RECREATION INC,SS&E,130001,36,
S1Z56880,110127,Crime Detection Supplies,20110201,20150228,SSE,SIRCHIE ACQUISITION COMPANY LLC,SS&E,220545,36,"$11,394.92"
S1VZ6000,110097,Internet Access Service,20100701,20150228,SSE,CAVALIER TELEPHONE MID ATLANTIC LLC,SS&E,2807420,36,"$138,195.00"
S3Z59210,130274,Wipers and Rags,20130401,20150331,SSE,INTERNATIONAL WIPER CO,SS&E,105860,33,"$6,150.00"
S3Z59560,130308,Inspection/Repair Service for Chemical Storage Tanks,20130401,20150331,SSE,P & R INDUSTRIES INC,SS&E,298176.75,36,"$4,290.13"
S3YQ0780,130316,Repair/Replacement Services for Kovatch Motor Equipment (KME),20130401,20150331,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,55990,36,
S3Z59200,130321,Paper Sundries,20130401,20150331,SSE,T FRANK MCCALLS INC,SS&E,110001,33,"$10,378.09"
S3Z59650,130324,Refrigerants & Substitutes,20130401,20150331,SSE,AIRGAS REFRIGERANTS INC,SS&E,140001,33,
S3Z59010,130328,Folger Adam and Southern Steel Detention Products,20130401,20150331,SSE,CRAFTMASTER HARDWARE CO INC,SS&E,90000.01,32,
S3Z59600,130330,Fire Suppression Systems Services (Public Property),20130401,20150331,SSE,SIMPLEXGRINNELL LP,SS&E,266484,36,"$13,190.40"
S3Z59640,130346,Curb Stops and Service Line Fittings,20130401,20150331,SSE,LABOV PLUMBING & HEATING SUPPLY INC,SS&E,212375,36,"$29,045.33"
T3Z59030,130348,SIGN MATERIALS AND FLEET MARKINGS,20130401,20150331,SSE,GARDEN STATE HIGHWAY PRODUCTS,SS&E,868586.44,32,"$101,602.80"
S3YN1660,130353,Repair and Replacement Parts for Motor Fuel Distribution Equipment,20130401,20150331,SSE,R J WALSH ASSOCIATES INC,SS&E,152180,36,"$18,340.09"
S3Z59630,130358,Sludge Gas Equipment Parts,20130401,20150331,SSE,BOWEN CALHOUN & ASSOCIATES INC,SS&E,50000.01,36,
S3Z59220,130359,"Airport Computer Information System - Materials, Supplies and Equipment",20130401,20150331,SSE,ELLIOTT LEWIS CORP,SS&E,3506238.08,33,"$273,615.03"
S3Z58880,130362,Condoms,20130401,20150331,SSE,TOTAL ACCESS GROUP,SS&E,799999,30,"$140,178.84"
S3Z59320,130364,Maintenance of Savin Plain Copier Machines and Supplies,20130401,20150331,SSE,ELECTRONIC RISKS CONSULTANT,SS&E,420470,30,"$31,349.97"
S3Z59530,130374,Final Sedimentation Tank Replacement Parts,20130401,20150331,SSE,G P JAGER & ASSOCS,SS&E,30000.01,35,"$4,275.00"
S3Z59620,130404,Drug Screen Testing Services,20130401,20150331,SSE,DRUGSCAN INC,SS&E,630565,36,"$35,379.25"
S2Z5833S,130412,"Hach Instruments, Parts, Supplies and Services Sch 2024",20130401,20150331,SSE,HACH CO,SS&E,500616.5,36,"$37,430.11"
S4Z60330,140227,"Receptacles, Trash Cans, Mops,and Buckets",20130401,20150331,SSE,ACCOMMODATION MOLLEN INC,SS&E,33512.24,36,
S3Z59180,A30295,AMERCARE PRODUCTS INCBid # S3Z59180,20130401,20150331,SSE,AMERCARE PRODUCTS INC,SS&E,60000.01,33,"$5,953.53"
S3Z59540,A30389,Replacement Parts for Implements,20130401,20150331,SSE,UNI SELECT USA INC,SS&E,34000.01,36,"$8,444.36"
S3Z59550,B30369,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,CHAPMAN CHEVROLET LLC,SS&E,30000.01,36,
S7D0191S,A70274,N E C CORPORATION OF AMERICABid # S7D0191S,20130109,20150331,SSE,N E C CORPORATION OF AMERICA,SS&E,700000,12,"$70,481.04"
S2Z57540,120240,Sleeves and Valves,20120401,20150331,SSE,FERGUSON ENTERPRISES INC,SS&E,4204060,36,"$310,049.40"
U2YL6780,120272,Repair & Calibration of Radiation Monitors,20120401,20150331,SSE,QAL TEK ASSOCIATES,SS&E,90001,36,
S2Z58210,120279,Conversion of Documents to Microfilm Sch 112,20120401,20150331,SSE,ALTERNATIVE MICROGRAPHICS INC,SS&E,387068.3,36,"$25,225.20"
S2Z58240,120280,"Automated Vehicle Sharing Services, Sch. 344-01",20120401,20150331,SSE,ZIPCAR,SS&E,620336,36,"$30,644.93"
S2QM590S,120281,Qualtrax 4.X SSQL Base System With Training,20120401,20150331,SSE,QUALTRAX INC,SS&E,98600,36,
S2Z58190,120284,Safety and Identification Signs  Sch 51-01,20120401,20150331,SSE,ARBILL INDUSTRIES INC,SS&E,100000,36,$369.04
S2Z58270,120289,"BELT SPLICING, SCH. 802",20120401,20150331,SSE,PRUYN BEARING CO,SS&E,33001,36,
T2Z57790,120292,Electrical Supplies Distribution & Serv Equip & Industrial Controls Sch 521-03,20120401,20150331,SSE,LINDLEY ELECTRIC SUPPLY CO,SS&E,300925,30,"$306,672.59"
S2Z57810,120298,"SAFETY/FIRE SUPPLIES, SCH. 546",20120401,20150331,SSE,SENSOR & DECONTAMINATION INC,SS&E,149408.92,33,"$64,322.47"
S2Z58320,120302,Speed Driver Parts  Sch 2015,20120401,20150331,SSE,PRUYN BEARING CO,SS&E,171000,36,
B2VW480L,120304,Sigma Aldrich Reagent Cartridges,20120401,20150331,SSE,CEN MED ENTERPRISES,SS&E,68250,36,
S2OO2860,120311,"Slabs Concrete  64""",20120401,20150331,SSE,ALTOMARE PRECAST INC,SS&E,580000,36,
S2Z57780,A20315,RUMSEY ELECTRIC COBid # S2Z57780,20120401,20150331,SSE,RUMSEY ELECTRIC CO,SS&E,2868033.1,30,"$231,680.60"
S2YN1870,120068,Graphic Decals,20110701,20150331,SSE,J M R GRAPHICS INC,SS&E,99727.4,33,"$16,971.00"
T1Z57170,110314,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110427,20150331,SSE,JOHN DEERE LANDSCAPES,SS&E,60001,36,"$4,569.48"
T1YN1740,110301,Fire Boats Repair Service,20110413,20150331,SSE,GENERAL SHIP REPAIR CORP,SS&E,1271629,36,
S1YN1840,110196,Auto Upholstery Services,20110401,20150331,SSE,STATE GLASS & UPHOLSTERY INC,SS&E,255655,36,"$11,070.00"
S1YN1780,110202,Inspection/Maintenance of Samsco Water Evaporator,20110401,20150331,SSE,CHARLES W ROMANO CO,SS&E,30001,36,"$5,328.00"
S1YN1830,110210,Heavy Duty Vehicle Washing,20110401,20150331,SSE,FISHTOWN FLEET WASH INC,SS&E,200001,36,
S1Z57160,110213,Broadloom Carpet and Installation  Sch 585,20110401,20150331,SSE,PAIK INC,SS&E,381852.5,36,"$5,234.05"
S1Z57180,110215,Transformer Oil Testing and Maintenance  Sch 2011,20110401,20150331,SSE,TRANSFORMER SERVICE INC,SS&E,83001,36,
T1YN1810,110231,Fire Alarm System Maintenance and Repair,20110401,20150331,SSE,FIDELITY BURGLAR & FIRE ALARM CO INC,SS&E,58850,36,
S1YN180S,110235,Rental of Trailers,20110401,20150331,SSE,HECHT TRAILERS LLC,SS&E,97000,36,"$2,921.40"
S1WQ281S,110242,Orasure and Oraquick Advance Rapid HIV Test Devices and Controls,20110401,20150331,SSE,ORASURE TECHNOLOGIES INC,SS&E,4494500,36,"$164,608.29"
S1Z57170,110259,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,PENNINGTON SEED,SS&E,60001,36,
S1YN1850,110265,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,ROBS AUTOMOTIVE & COLLISION CENTER INC,SS&E,275001,36,"$92,670.52"
S1Z5756S,110267,Maintenance Support on Agilent Equipment,20110401,20150331,SSE,AGILENT TECHNOLOGIES INC,SS&E,784711.34,36,"$20,461.39"
S1Z56650,110292,Uniform Apparel and Accessories,20110401,20150331,SSE,AMERICAN UNIFORM SALES INC,SS&E,2900000,36,"$310,127.02"
S1Z57350,110293,Irrigation maint and Repair Service Sch 806,20110401,20150331,SSE,IRRIGATION SYSTEMS INC,SS&E,150400,36,
S1QG828S,110300,Purchase of Model DI950 Folding & Inserting System,20110401,20150331,SSE,PITNEY BOWES INC,SS&E,343258.6,36,
S1OO2780,110308,Ductile Iron Pipe,20110401,20150331,SSE,FERGUSON ENTERPRISES INC,SS&E,2630000,36,"$91,412.51"
S1YN182S,A10240,OPUS INSPECTION INCBid # S1YN182S,20110401,20150331,SSE,OPUS INSPECTION INC,SS&E,145603,36,$314.70
S1Z56830,110217,"Elevator, Escalator and Dumbwaiter Maint & Repair Services for Various Locations",20110101,20150331,SSE,THYSSENKRUPP ELEVATOR CO,SS&E,2200000,36,"$44,170.00"
22113LTS,140107,PLAYPOWER LT FARMINGTON INCBid # 22113LTS,20130423,20150423,SSE,PLAYPOWER LT FARMINGTON INC,SS&E,1200000,36,"$145,953.60"
S4Z60370,140197,Automotive Collision Services,20140201,20150430,SSE,PACIFICO FORD INC,SS&E,441087,33,"$38,103.43"
S3Z59410,130323,"Trophies, Medals, Plaques and Pins, etc.",20130501,20150430,SSE,AWARD PRODUCTS INC,SS&E,91081.9,34,"$8,155.00"
T3Z59430,130349,Parts for Drilling and Tapping Machines,20130501,20150430,SSE,EXETER SUPPLY COMPANY INC,SS&E,168750,33,
T3Z59340,130372,Portable Lavatory,20130501,20150430,SSE,A R F RENTAL SERVICES INC,SS&E,330162,33,"$35,900.00"
S3Z59580,130393,Repair of Electric Motors,20130501,20150430,SSE,WILLIER ELECTRIC MOTOR CO INC,SS&E,1475050,36,"$44,388.39"
S3Z59690,130395,Thermographed Business Cards and Gold Seal Stationary,20130501,20150430,SSE,ENVELOPES & PRINTED PRODUCTS INC,SS&E,380000,36,"$23,921.00"
S3Z59700,130397,"Photographic Supplies, Sch. 89",20130501,20150430,SSE,P P I PHOTOGRAPHICS INC,SS&E,608219.88,36,"$24,065.08"
S1Z57270,130410,Furniture Moving Services,20130501,20150430,SSE,IRA S DAVIS STORAGE CO INC,SS&E,241280,12,"$10,970.50"
V3Z59720,135131,Courier Service,20130501,20150430,SSE,PRIORITY EXPRESS COURIER INC,SS&E,13121.25,36,$430.00
00009413,130122,HUMANSCALE CORPBid # 00009413,20120919,20150430,SSE,HUMANSCALE CORP,SS&E,450000,,"$4,443.50"
S2Z58520,130043,"ELECTRICAL EMERGENCY GENERATORS  MAINTENANCE AND REPAIR FOR DEPARTMENT OF PUBLIC PROPERTY ONLY, SCH. 927=01",20120701,20150430,SSE,GILES & RANSOME INC,SS&E,365730,33,"$10,294.34"
00009408,120355,TRANSAMERICAN OFFICE FURNITURE INCBid # 00009408,20120618,20150430,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,2000000,,"$101,030.41"
S2XL8310,120330,REPAIR OF PORTABLE PUMPS AT SWWPCP,20120601,20150430,SSE,XYLEM DEWATERING SOLUTIONS INC,SS&E,110001,36,"$4,200.69"
T2Z58360,120306,Paper Shredders,20120501,20150430,SSE,SECURITY ENGINEERED MACHINERY,SS&E,385001,33,"$18,136.03"
S2Z58530,120314,After Market Automtive Collision Replacement Parts Sch 31-08,20120501,20150430,SSE,KEYSTONE AUTOMOTIVE INDUSTRIES INC,SS&E,69750,36,
S2Z58450,120317,"Repair, maintenance and/or engineering services of electrical equipment and systems",20120501,20150430,SSE,CHARLES W ROMANO CO,SS&E,3517830,36,"$164,558.55"
S2Z58480,A20276,TEREX SERVICESBid # S2Z58480,20120501,20150430,SSE,TEREX SERVICES,SS&E,361908,36,$466.63
S2Z57890,B20318,CLASS ACT REPORTING LLCBid # S2Z57890,20120501,20150430,SSE,CLASS ACT REPORTING LLC,SS&E,30001,30,
S2HM8150,120080,"Mechanical Seals, Rebuild Kits, Spiral Tracs, and Adaptors",20110801,20150430,SSE,PROCESS TECHNOLOGIES INC,SS&E,675000,33,"$1,254.49"
S1Z57240,120091,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,WAYMAN FIRE PROTECTION INC,SS&E,188800,33,"$39,080.02"
T2Z57990,120093,Air Circulators,20110727,20150430,SSE,503 CORP,SS&E,200001,34,"$4,513.11"
U1Z5720L,110323,Traffic Marking Compounds,20110519,20150430,SSE,SWARCO INDUSTRIES INC,SS&E,574000,36,
S1Z57210,110236,Medical Lab and Testing Equip Repair Services  Sch 57,20110501,20150430,SSE,QUALITY MEDICAL GROUP,SS&E,428209.8,36,"$7,078.21"
S1Z57200,110244,Traffic Marking Compounds,20110501,20150430,SSE,FLINT TRADING INC,SS&E,88049.16,36,"$31,372.00"
S1Z57290,110261,Ferrous and Non Ferrous Metal Sch 906-01,20110501,20150430,SSE,PENNSYLVANIA STEEL CO INC,SS&E,836233,36,"$24,418.34"
T1Z56780,110278,Rental of Passenger Vehicles,20110501,20150430,SSE,VEHICLE LEASING ASSOCIATES LLC,SS&E,490735,36,"$46,777.27"
S1WZ6590,110279,Uninterrupted Power Supply Service & Repair,20110501,20150430,SSE,CHARLES W ROMANO CO,SS&E,191800,36,$503.97
S1Z57280,110284,Engine Driven Pump Rental Sch 2016,20110501,20150430,SSE,FLEETWOOD INDUSTRIAL PRODUCTS,SS&E,169551.88,36,
S1Z5726S,110288,Snap-On Tools,20110501,20150430,SSE,I D S C HOLDINGS LLC,SS&E,675000,36,"$63,953.08"
S1XZ188S,110290,Maintenance Service for Supervisory Control and Data Acquisition (SCADA) System and Related Equipment,20110501,20150430,SSE,H S Q TECHNOLOGY,SS&E,357508,36,"$18,506.00"
T1Z57220,110306,Propane Gas,20110501,20150430,SSE,PRAXAIR DISTRIBUTION MID ATLANTIC LLC,SS&E,1199903.21,36,"$18,086.22"
S1YN282S,110309,Repair of Hurst Power Tools and Equipment,20110501,20150430,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,182080,36,"$5,047.00"
S1XW9220,110312,Resin Cartridge Exchanges and Filters,20110501,20150430,SSE,RES KEM LLC,SS&E,90001,36,"$3,914.12"
S1VZ3530,110319,Overhead Door and Gate Supplies,20110501,20150430,SSE,ABSTRACT OVERHEAD DOOR CO INC,SS&E,100000,36,$616.29
S1Z57250,110342,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,MTM RECOGNITION,SS&E,220590.5,36,"$26,338.55"
S1QM2280,110229,Identification Wrist Bands & Accessories,20110201,20150430,SSE,IRIS LTD INC,SS&E,305962.5,36,"$11,248.50"
S1QM2230,110109,Service Contract for Outboard Engines in Marine Unit,20101101,20150430,SSE,NEWPORT MARINE INC,SS&E,280001,36,$794.61
US110179,110135,PLAYCORE WISCONSINBid # US110179,20100917,20150508,SSE,PLAYCORE WISCONSIN,SS&E,2488000,,"$60,114.64"
S3YL4670,130262,Runway Silica Sand,20130601,20150531,SSE,WHIBCO OF NEW JERSEY INC,SS&E,204257,36,"$31,712.65"
S3XN6760,130354,Barber Clipper Sharpening & Hair Dryer Repair Svcs,20130601,20150531,SSE,M SCHNEIDER & SONS INC,SS&E,52001,36,"$1,763.15"
S3Z59520,130391,Curb and Valve Box Cleaner and Parts,20130601,20150531,SSE,FERGUSON ENTERPRISES INC,SS&E,115623,33,
S3Z59680,130394,Elevator/Escalator Maintenance and Repair Services for the Department of Public Property (Various Locations),20130601,20150531,SSE,OTIS ELEVATOR CO,SS&E,1357277,25,"$165,731.83"
S3Z59740,130402,Invasive Plant Control,20130601,20150531,SSE,WEEDS INC,SS&E,243960,36,
S3YE7470,130403,Treatment of Foundation Walls Purging & Waterproofing,20130601,20150531,SSE,NICHOLAS DELLA VECCHIA INC,SS&E,194116,36,
S3Z58400,130407,Custodial Services for Various City Agencies,20130601,20150531,SSE,TEAM CLEAN INC,SS&E,1551241.92,30,"$207,935.56"
S3Z58410,130411,Custodial Services for City Hall and other City-Owned Real Estate,20130601,20150531,SSE,TEAM CLEAN INC,SS&E,5200444.46,30,"$993,034.14"
S3Z5860S,130413,Underground Storage of Microfilm - Sch 444,20130601,20150531,SSE,IRON MOUNTAIN INFORMATION MANAGEMENT LLC,SS&E,268981.8,36,"$10,790.94"
S3Z59490,130417,Fax Machine Supplies,20130601,20150531,SSE,P C SPECIALISTS INC,SS&E,30000.01,33,"$23,490.00"
S3Z59450,130420,General Automotive Repair Services,20130601,20150531,SSE,DELAWARE VALLEY TRUCK SERVICE,SS&E,107572.84,33,"$4,285.14"
S3YQ0590,130423,Purchase of Various Sport Utility Vehicles,20130601,20150531,SSE,CHAPMAN CHEVROLET LLC,SS&E,5537000,36,"$419,433.00"
00009635,120356,TRANSAMERICAN OFFICE FURNITURE INCBid # 00009635,20120618,20150531,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,2928000,,"$71,570.67"
T2Z57580,120324,Electronic Waste Recycling and Data Sanitization Services Sch 70-02,20120601,20150531,SSE,MATERIALS PROCESSING CORPORATION,SS&E,200000,24,
S2YD4830,120336,Annual Preventive Maint & Repair Services for Nederman Direct Source Capture Exhaust Systems City of Phila Fire Stations,20120601,20150531,SSE,SYCAMORE MECHANICAL CONTRACTORS LLC,SS&E,950187.5,36,"$44,850.01"
S2Z58800,120342,"RENTAL SCHOOL BUS TYPE, 15 PASSENGER VAND AND MINIBUS TRANSPORTATION, SCH. 345",20120601,20150531,SSE,FIRST STUDENT INC,SS&E,792776.8,36,"$103,201.89"
S2YQ6480,120343,AIR CONDITIONING MAINTENANCE AND REPAIRS,20120601,20150531,SSE,DEVINE BROTHERS INC,SS&E,975001,36,"$20,689.90"
S2TW2590,120345,FULL AND PREVENTIVE MAINTENANCE FOR HVAC AND PLUMBING,20120601,20150531,SSE,DEVINE BROTHERS INC,SS&E,180001,36,
031210NJ,120152,STAPLES CONTRACT & COMMERCIAL INCBid # 031210NJ,20110701,20150531,SSE,STAPLES CONTRACT & COMMERCIAL INC,SS&E,5940000,24,"$321,439.97"
S1QM2310,110305,Gunsmithing Tools & Care & Cleaning Supplies,20110601,20150531,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,75780,36,
S1Z5737M,110318,Ballistic Vests (New Generation),20110601,20150531,SSE,ATLANTIC TACTICAL INC,SS&E,4200421.6,36,"$74,743.20"
S1XT6800,110328,"Van, Compact, Electric Drive",20110601,20150531,SSE,PACIFICO FORD INC,SS&E,94347.48,36,
S1YL6750,110332,Sweep Officers Uniforms & Accessories,20110601,20150531,SSE,AMERICAN UNIFORM SALES INC,SS&E,253017.75,36,"$8,289.80"
S1YN1770,110171,Repairs to Overhead Exhaust Ventilation Systems,20110301,20150531,SSE,CHARLES W ROMANO CO,SS&E,200220,36,"$29,741.69"
S1Z57070,110272,Janitorial Supplies,20110301,20150531,SSE,SOUTH JERSEY PAPER PRODUCTS,SS&E,788000.11,36,"$102,988.23"
S0XZ1300,100328,Juniper Switches,20100601,20150531,SSE,P C SPECIALISTS INC,SS&E,13000000,36,"$127,841.00"
000358-3,130180,S H I INTERNATIONAL CORPBid # 000358-3,20130101,20150602,SSE,S H I INTERNATIONAL CORP,SS&E,2638769,36,"$1,111,364.49"
000358-1,130181,EN POINTE TECHNOLOGIESBid # 000358-1,20130101,20150602,SSE,EN POINTE TECHNOLOGIES,SS&E,1000000,36,"$21,372.03"
000358-2,130089,INSIGHT PUBLIC SECTOR INCBid # 000358-2,20120920,20150602,SSE,INSIGHT PUBLIC SECTOR INC,SS&E,1500000,36,"$6,112.93"
