Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Max_Value,Total_Contract_Months,Remaining_Contract_Months,SumOfTransactionAmt
A3Z59360,140246,Engine and Transmission Repair,20140201,20150131,SSE,PENN DETROIT DIESEL ALLISON LLC         ,SS&E,"$32,000.01",33,,
A3Z59360,140247,Engine and Transmission Repair,20140201,20150131,SSE,MARDINLY INDUSTRIAL POWER LLC           ,SS&E,"$54,295.00",33,,
A3Z59360,140248,Engine and Transmission Repair,20140201,20150131,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$35,150.00",33,,
A4XL8400,140275,Supervision and Technical Services for the Process Control Computer System,20140317,20150316,SSE,SHINGLE & GIBB CO                       ,SS&E,"$157,445.00",36,,
A4Z60230,150042,Ammunition,20140701,20150630,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$108,675.00",31,,
B2VW480L,120304,Sigma Aldrich Reagent Cartridges,20120401,20150331,SSE,CEN MED ENTERPRISES                     ,SS&E,"$68,250.00",36,12,
CPA01-01,140194,DELL MARKETING L P                      Bid # CPA01-01,20131201,20141231,,DELL MARKETING L P                      ,SS&E,"$500,000.00",  ,,"$2,498.64"
CPA01-01,140249,DELL MARKETING L P                      Bid # CPA01-01,20140123,20150123,,DELL MARKETING L P                      ,SS&E,"$2,200,000.00",24,,
E-ORDER ,150094,WEST ROOFING SYSTEMS INC                Bid # E-ORDER ,20141101,20141231,,WEST ROOFING SYSTEMS INC                ,SS&E,"$35,872.80",  ,,
PEPPM   ,120193,XEROX CORP                              Bid # PEPPM   ,20111121,20141231,,XEROX CORP                              ,SS&E,"$5,381,000.00",  ,,"$387,565.26"
PEPPM201,140065,MYTHICS INC                             Bid # PEPPM201,20130701,20141231,,MYTHICS INC                             ,SS&E,"$4,700,000.00",  ,,
S0XZ1300,100328,Juniper Switches,20100601,20141130,SSE,P C SPECIALISTS INC                     ,SS&E,"$13,000,000.00",36,00,"$127,841.00"
S0XZ140S,100169,Intranet Quorum (IQ) CRM Software,20090901,20150630,SSE,LOCKHEED MARTIN DESKTOP SOLUTIONS INC   ,SS&E,"$328,292.08",07,00,
S0XZ1420,A10019,DECISIVE BUSINESS SYSTEMS ACQUISITION LLBid # S0XZ1420,20131217,20141231,,DECISIVE BUSINESS SYSTEMS ACQUISITION LL,SS&E,"$795,000.00",36,00,
S0YB5030,090418,"Rental of Immunochemistry Analyzer System & Reagents, Consumables & Supplies",20090601,20141231,SSE,SIEMENS HEALTHCARE DIAGNOSTICS INC      ,SS&E,"$1,300,220.50",36,00,"$15,395.00"
S1OO2730,110274,Repair Clamps,20110401,20141231,SSE,SMITH BLAIR INC                         ,SS&E,"$500,393.82",33,00,"$52,966.25"
S1OO2780,110308,Ductile Iron Pipe,20110401,20150331,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$2,630,000.00",36,00,"$91,412.51"
S1QG828S,110300,Purchase of Model DI950 Folding & Inserting System,20110401,20150331,SSE,PITNEY BOWES INC                        ,SS&E,"$343,258.60",36,00,
S1QM2230,110109,Service Contract for Outboard Engines in Marine Unit,20101101,20150131,SSE,NEWPORT MARINE INC                      ,SS&E,"$280,001.00",36,03,$794.61
S1QM2250,110121,Ribbons & Paper Packs,20101201,20141130,SSE,H P I INTERNATIONAL INC                 ,SS&E,"$455,795.86",36,00,
S1QM226S,A10208,LIFE TECHNOLOGIES CORP                  Bid # S1QM226S,20110201,20150131,,LIFE TECHNOLOGIES CORP                  ,SS&E,"$643,605.05",36,00,
S1QM2270,110206,Glock Pistols,20110301,20150228,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$763,776.50",36,00,
S1QM2280,110229,Identification Wrist Bands & Accessories,20110201,20150131,SSE,IRIS LTD INC                            ,SS&E,"$305,962.50",36,00,"$11,248.50"
S1QM2310,110305,Gunsmithing Tools & Care & Cleaning Supplies,20110601,20150531,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$75,780.00",36,00,
S1QO371S,912797,CONCOURSE ELECTRIC SERVICE,19900701,20150630,SSE,SOUTHEASTERN PA TRANSPORTATION AUTHORITY,SS&E,"$69,250,677.10",12,,"$132,596.37"
S1VW476S,100308,"Teledyne Geotech & Met One Meterological Instrumentation, Parts and Labor",20100701,20141231,SSE,MET ONE INSTRUMENTS                     ,SS&E,"$160,000.01",36,00,"$4,804.00"
S1VZ3530,110319,Overhead Door and Gate Supplies,20110501,20150430,SSE,ABSTRACT OVERHEAD DOOR CO INC           ,SS&E,"$100,000.00",36,00,$616.29
S1VZ6000,110097,Internet Access Service,20100701,20150228,SSE,CAVALIER TELEPHONE MID ATLANTIC LLC     ,SS&E,"$2,707,420.00",36,00,"$138,195.00"
S1WJ7700,110195,Monthly Maintenance of Central Library HVAC System,20110201,20150131,SSE,ELLIOTT LEWIS CORP                      ,SS&E,"$753,410.00",36,00,"$51,049.98"
S1WQ281S,110242,Orasure and Oraquick Advance Rapid HIV Test Devices and Controls,20110401,20150331,SSE,ORASURE TECHNOLOGIES INC                ,SS&E,"$4,094,500.00",36,00,"$164,608.29"
S1WZ6590,110279,Uninterrupted Power Supply Service & Repair,20110501,20150430,SSE,CHARLES W ROMANO CO                     ,SS&E,"$191,800.00",36,00,$503.97
S1XL8140,110216,HVAC Repair Service and Parts,20101224,20141224,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$32,150.00",36,00,
S1XN8830,110245,Street Lists Printing for Elections,20110401,20150331,SSE,BARTON & COONEY LLC                     ,SS&E,"$230,001.00",36,00,
S1XR721S,110022,CME Software Annual Maintenenace,20100701,20141231,SSE,VERTIQ SOFTWARE L L C                   ,SS&E,"$100,001.00",36,00,
S1XT6800,110328,"Van, Compact, Electric Drive",20110601,20150531,SSE,PACIFICO FORD INC                       ,SS&E,"$94,347.48",36,00,
S1XW9220,110312,Resin Cartridge Exchanges and Filters,20110501,20150430,SSE,RES KEM LLC                             ,SS&E,"$90,001.00",36,00,"$3,914.12"
S1XZ188S,110290,Maintenance Service for Supervisory Control and Data Acquisition (SCADA) System and Related Equipment,20110501,20150430,SSE,H S Q TECHNOLOGY                        ,SS&E,"$357,508.00",36,00,"$18,506.00"
S1YC470S,110307,Traffic Signal Equipment,20110601,20150228,SSE,IMAGE COMPONENTS INC                    ,SS&E,"$600,076.80",33,00,"$23,351.20"
S1YL5180,A10238,ARORA SYSTEMS GROUP LLC                 Bid # S1YL5180,20110301,20141130,,ARORA SYSTEMS GROUP LLC                 ,SS&E,"$80,001.00",36,00,
S1YL5190,A10037,RUMSEY ELECTRIC CO                      Bid # S1YL5190,20101201,20141130,,RUMSEY ELECTRIC CO                      ,SS&E,"$800,000.00",36,00,"$2,443.60"
S1YL523S,110177,Maintenance and Repair of Grinnell Fire Alarm System,20101201,20141130,SSE,SIMPLEXGRINNELL LP                      ,SS&E,"$1,234,942.00",36,00,"$14,918.02"
S1YL6700,110138,Leaf and Yard Waste Recycling,20101101,20150131,SSE,DELAWARE VALLEY RECYCLING INC           ,SS&E,"$214,200.00",36,00,"$1,365.84"
S1YL6720,110183,Repair of CCTV Systems,20110301,20150228,SSE,CHARLES W ROMANO CO                     ,SS&E,"$90,001.00",36,00,
S1YL6750,110332,Sweep Officers Uniforms & Accessories,20110601,20150531,SSE,AMERICAN UNIFORM SALES INC              ,SS&E,"$253,017.75",36,00,"$8,289.80"
S1YN1760,110150,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20110201,20150131,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC   ,SS&E,"$100,000.00",36,00,"$2,042.50"
S1YN1760,110151,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20100201,20150131,SSE,SERVICE TIRE TRUCK CENTERS              ,SS&E,"$200,000.00",36,00,"$1,927.00"
S1YN1770,110171,Repairs to Overhead Exhaust Ventilation Systems,20110301,20150228,SSE,CHARLES W ROMANO CO                     ,SS&E,"$140,220.00",36,00,"$29,741.69"
S1YN1780,110202,Inspection/Maintenance of Samsco Water Evaporator,20110401,20150331,SSE,CHARLES W ROMANO CO                     ,SS&E,"$30,001.00",36,00,"$5,328.00"
S1YN1790,110207,Maintenance/Repair of JBI Spray Paint Booths,20100401,20150331,SSE,CHARLES W ROMANO CO                     ,SS&E,"$30,001.00",36,00,
S1YN180S,110235,Rental of Trailers,20110401,20150331,SSE,HECHT TRAILERS LLC                      ,SS&E,"$97,000.00",36,00,"$2,921.40"
S1YN182S,A10240,OPUS INSPECTION INC                     Bid # S1YN182S,20110401,20150331,,OPUS INSPECTION INC                     ,SS&E,"$145,603.00",36,00,
S1YN1830,110210,Heavy Duty Vehicle Washing,20110401,20150331,SSE,FISHTOWN FLEET WASH INC                 ,SS&E,"$200,001.00",36,00,
S1YN1840,110196,Auto Upholstery Services,20110401,20150331,SSE,STATE GLASS & UPHOLSTERY INC            ,SS&E,"$255,655.00",36,00,"$11,070.00"
S1YN1850,110264,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$2,510,122.00",36,00,"$82,176.46"
S1YN1850,110265,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,ROBS AUTOMOTIVE & COLLISION CENTER INC  ,SS&E,"$275,001.00",36,00,"$10,494.06"
S1YN1860,120065,Repair & Safety Certification of Heavy Duty Trucks,20110701,20150630,SSE,DEL VAL INTERNATIONAL TRUCKS INC        ,SS&E,"$500,206.00",36,00,"$109,463.19"
S1YN2550,110220,Testing and Repair of Emergency Medical Equipment,20110201,20150131,SSE,A KINGSBURY CO INC                      ,SS&E,"$190,000.01",36,00,
S1YN2590,110188,Direct Replacement Parts for Firefighting Equipment,20100201,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$376,710.00",36,00,"$25,089.51"
S1YN2590,110189,Direct Replacement Parts for Firefighting Equipment,20110201,20150131,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$195,455.00",36,00,"$7,940.33"
S1YN282S,110309,Repair of Hurst Power Tools and Equipment,20110501,20150430,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$182,080.00",36,00,"$5,047.00"
S1YN293S,110289,Mainenance and Repair of Cutters Edge Saws,20110328,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$100,000.00",36,00,
S1Z56650,110291,Uniform Apparel and Accessories,20110401,20150331,SSE,UNIFORM GEAR INC                        ,SS&E,"$847,000.00",36,00,"$63,323.97"
S1Z56650,110292,Uniform Apparel and Accessories,20110401,20150331,SSE,AMERICAN UNIFORM SALES INC              ,SS&E,"$2,900,000.00",36,00,"$246,803.05"
S1Z56690,110094,Maint & Monitoring of Burglar & Fire Alarm Systems  Schedule #152-03,20100901,20141130,SSE,FIDELITY BURGLAR & FIRE ALARM CO INC    ,SS&E,"$691,120.00",36,00,"$22,085.76"
S1Z56800,110218,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$1,830,692.58",36,00,"$28,303.96"
S1Z56800,110219,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,GEORGE F KEMPF SUPPLY CO INC            ,SS&E,"$1,200,000.00",36,00,"$28,707.89"
S1Z56800,A10218,"Brick, Cement, Concrete and Masonry Materials",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$249,111.00",36,00,
S1Z56810,110163,"Aggregate, Coarse & Fine",20110101,20141231,SSE,DYER QUARRY INC                         ,SS&E,"$2,670,482.00",36,00,"$166,433.43"
S1Z56810,110164,"Aggregate, Coarse & Fine",20110101,20141231,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$653,630.80",36,00,"$9,043.55"
S1Z56830,110217,"Elevator, Escalator and Dumbwaiter Maint & Repair Services for Various Locations",20110101,20141231,SSE,THYSSENKRUPP ELEVATOR CO                ,SS&E,"$2,200,000.00",36,12,"$44,170.00"
S1Z56840,110115,Directory Services,20110101,20141231,SSE,COLE INFORMATION SERVICES INC           ,SS&E,"$90,001.00",36,00,"$5,793.00"
S1Z56850,110131,"Work Gloves,  Schedule 1000",20110101,20141231,SSE,SAF T GARD INTERNATIONAL INC            ,SS&E,"$1,624,700.00",36,00,"$138,238.15"
S1Z56850,110132,"Work Gloves,  Schedule 1000",20110101,20141231,SSE,STAUFFER MANUFACTURING CO               ,SS&E,"$190,000.01",36,00,"$6,659.10"
S1Z56870,110149,"Maint Svc, Repair, Supplies & Parts for X-Ray Auto Processors & X-ray Machines",20110201,20150131,SSE,GARDEN STATE IMAGING INC                ,SS&E,"$385,840.00",36,00,"$14,046.87"
S1Z56880,110126,Crime Detection Supplies,20110201,20150131,SSE,TRI TECH FORENSICS INC                  ,SS&E,"$60,001.00",36,00,"$1,112.92"
S1Z56880,110127,Crime Detection Supplies,20110201,20150131,SSE,SIRCHIE ACQUISITION COMPANY LLC         ,SS&E,"$197,545.00",36,00,"$10,282.00"
S1Z56900,110182,Fire Extinguisher Service,20110201,20150131,SSE,PHILA & PA FIRE PROTECTION CO INC       ,SS&E,"$745,033.03",36,00,"$3,634.66"
S1Z56910,110248,"Fire Hydrants, Assemblies and Components",20110201,20150131,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$4,606,029.00",36,00,"$213,550.56"
S1Z56930,110146,Building Materials,20110201,20150131,SSE,GEORGE F KEMPF SUPPLY CO INC            ,SS&E,"$199,243.07",36,00,"$3,645.49"
S1Z56930,110147,Building Materials,20110201,20150131,SSE,DONATO SPAVENTA & SONS INC              ,SS&E,"$999,370.83",36,00,"$36,512.00"
S1Z56960,110125,"Electrical Repair Parts for ""In House Use""",20110201,20150131,SSE,ELECTRICAL SYSTEMS & CONSTRUCTION SUPPLY,SS&E,"$1,599,700.00",36,00,"$75,707.71"
S1Z56970,A10230,VEOLIA ES TECHNICAL SOLUTIONS LLC       Bid # S1Z56970,20110201,20150131,,VEOLIA ES TECHNICAL SOLUTIONS LLC       ,SS&E,"$120,301.00",36,03,
S1Z57020,110251,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MICHAEL GABOR & ASSOCIATES LLC          ,SS&E,"$2,511,425.00",36,00,"$155,085.10"
S1Z57020,110252,Tires & Tubes  Schedule 35,20110301,20150228,SSE,HENISE TIRE SERVICE INC                 ,SS&E,"$561,250.00",36,00,"$9,542.04"
S1Z57020,110253,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC   ,SS&E,"$2,200,000.00",36,00,"$100,922.28"
S1Z57050,110227,Rental Service of Contractor's Equip   Sch 97,20110301,20150228,SSE,GEPPERT BROTHERS INC                    ,SS&E,"$599,975.00",36,00,"$68,650.00"
S1Z57050,110228,Rental Service of Contractor's Equip   Sch 97,20110301,20150228,SSE,T N T EQUIPMENT SALES & RENTALS         ,SS&E,"$300,000.00",36,00,"$6,300.00"
S1Z57060,110178,"Purchase of Handcuffs, Leg Irons, etc",20110301,20150228,SSE,ATLANTIC TACTICAL INC                   ,SS&E,"$227,730.00",36,00,"$2,774.00"
S1Z57070,110271,Janitorial Supplies,20110301,20150228,SSE,ACCOMMODATION MOLLEN INC                ,SS&E,"$1,050,032.26",36,00,"$76,870.26"
S1Z57070,110272,Janitorial Supplies,20110301,20150228,SSE,SOUTH JERSEY PAPER PRODUCTS             ,SS&E,"$688,000.11",36,00,"$26,117.97"
S1Z57090,110225,Stainless Steel Banding Materials,20110301,20150228,SSE,INDEPENDENT METAL STRAP CO              ,SS&E,"$160,001.00",36,00,"$2,415.70"
S1Z57100,110201,Sewer Cleaning Services,20110301,20150228,SSE,MOBILE DREDGING & PUMPING CO            ,SS&E,"$2,400,610.00",36,00,"$92,944.98"
S1Z57110,110190,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,JAMES D BOYCE ASSOC INC                 ,SS&E,"$30,001.00",36,00,
S1Z57110,110191,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,RECREATION RESOURCE INC                 ,SS&E,"$250,000.00",36,00,
S1Z57110,110192,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,SOFSURFACES INC                         ,SS&E,"$30,001.00",36,00,
S1Z57120,110205,"Testing, Repair, Clean-up and Final Disposal of PCB Contaminated Solids and Liquids",20110301,20150228,SSE,CLEAN VENTURE INC                       ,SS&E,"$30,001.00",36,00,
S1Z57150,110226,First Aid Kits and Refills  Sch 541,20110401,20150331,SSE,EVER READY FIRST AID & MEDICAL SUPPLY   ,SS&E,"$90,001.00",36,00,"$2,457.68"
S1Z57160,110213,Broadloom Carpet and Installation  Sch 585,20110401,20150331,SSE,PAIK INC                                ,SS&E,"$381,852.50",36,00,"$5,234.05"
S1Z57170,110257,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,LAWN AND GOLF SUPPLY CO INC             ,SS&E,"$60,001.00",36,00,
S1Z57170,110258,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,ALLIGARE LLC                            ,SS&E,"$90,001.00",36,00,
S1Z57170,110259,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,PENNINGTON SEED                         ,SS&E,"$60,001.00",36,00,
S1Z57180,110215,Transformer Oil Testing and Maintenance  Sch 2011,20110401,20150331,SSE,TRANSFORMER SERVICE INC                 ,SS&E,"$83,001.00",36,00,
S1Z57200,110243,Traffic Marking Compounds,20110501,20150430,SSE,SHERWIN WILLIAMS CO                     ,SS&E,"$1,514,554.00",36,00,"$31,372.00"
S1Z57200,110244,Traffic Marking Compounds,20110501,20150430,SSE,FLINT TRADING INC                       ,SS&E,"$88,049.16",36,00,
S1Z57210,110236,Medical Lab and Testing Equip Repair Services  Sch 57,20110501,20150430,SSE,QUALITY MEDICAL GROUP                   ,SS&E,"$428,209.80",36,00,"$7,078.21"
S1Z57230,110280,"Toilet tissue, paper towels & Feminine Hygiene Prods, sch 122",20110501,20150430,SSE,503 CORP                                ,SS&E,"$341,000.00",36,00,"$6,655.20"
S1Z57230,110281,"Toilet tissue, paper towels & Feminine Hygiene Prods, sch 122",20110501,20150430,SSE,SOUTH JERSEY PAPER PRODUCTS             ,SS&E,"$5,585,265.10",36,00,"$249,790.04"
S1Z57240,120090,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,MEDIA PLUMBING & HEATING INC            ,SS&E,"$490,203.00",33,00,"$38,860.02"
S1Z57240,120091,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,WAYMAN FIRE PROTECTION INC              ,SS&E,"$188,800.00",33,00,$220.00
S1Z57250,110341,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,UNIFORM GEAR INC                        ,SS&E,"$75,001.00",36,00,"$5,300.00"
S1Z57250,110342,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,MTM RECOGNITION                         ,SS&E,"$220,590.50",36,00,"$21,038.55"
S1Z5726S,110288,Snap-On Tools,20110501,20150430,SSE,I D S C HOLDINGS LLC                    ,SS&E,"$635,000.00",36,00,"$63,953.08"
S1Z57270,130410,Furniture Moving Services,20130501,20150430,SSE,IRA S DAVIS STORAGE CO INC              ,SS&E,"$230,280.00",12,00,"$10,970.50"
S1Z57280,110284,Engine Driven Pump Rental Sch 2016,20110501,20150430,SSE,FLEETWOOD INDUSTRIAL PRODUCTS           ,SS&E,"$169,551.88",36,00,
S1Z57290,110261,Ferrous and Non Ferrous Metal Sch 906-01,20110501,20150430,SSE,PENNSYLVANIA STEEL CO INC               ,SS&E,"$836,233.00",36,00,"$24,418.34"
S1Z57310,110194,"Flags (International, National, City & State) and Related Items",20110101,20141231,SSE,HUMPHRYS FLAG CO                        ,SS&E,"$473,687.50",36,00,"$1,810.00"
S1Z57340,110311,Landscape maint Svc for various Phila Parks & Recreation Locations,20110421,20141231,SSE,ALL SEASONS LANDSCAPING CO INC          ,SS&E,"$1,000,168.00",24,00,"$63,079.54"
S1Z57350,110293,Irrigation maint and Repair Service Sch 806,20110401,20150331,SSE,IRRIGATION SYSTEMS INC                  ,SS&E,"$150,400.00",36,00,
S1Z5737M,110318,Ballistic Vests (New Generation),20110601,20150531,SSE,ATLANTIC TACTICAL INC                   ,SS&E,"$3,800,421.60",36,00,"$74,743.20"
S1Z5756S,110267,Maintenance Support on Agilent Equipment,20110401,20150331,SSE,AGILENT TECHNOLOGIES INC                ,SS&E,"$784,711.34",36,00,"$20,461.39"
S2HM8150,120080,"Mechanical Seals, Rebuild Kits, Spiral Tracs, and Adaptors",20110801,20150430,SSE,PROCESS TECHNOLOGIES INC                ,SS&E,"$675,000.00",33,00,"$1,254.49"
S2OO2840,120157,Pipe Fittings,20111001,20150630,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$1,220,000.00",33,00,"$16,246.00"
S2OO2860,120311,"Slabs Concrete  64""",20120401,20150331,SSE,ALTOMARE PRECAST INC                    ,SS&E,"$580,000.00",36,12,
S2OO2960,120214,Dezurik Valve Repair Parts and Components,20120101,20141231,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$899,977.00",36,12,
S2QG832S,B20005,BELL & HOWELL LLC                       Bid # S2QG832S,20111127,20150630,,BELL & HOWELL LLC                       ,SS&E,"$695,346.00",36,00,"$25,248.00"
S2QM234S,120200,Maintenance on Identix TP3800 Tenprinter Fingerprinting Equipment,20120101,20141231,SSE,IDENTIX INC                             ,SS&E,"$147,648.00",36,12,
S2QM2360,120250,"GUN REPLACEMENT PARTS,",20120201,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$60,001.00",36,12,"$1,009.06"
S2QM590S,120281,Qualtrax 4.X SSQL Base System With Training,20120401,20150331,SSE,QUALTRAX INC                            ,SS&E,"$98,600.00",36,12,
S2TW2590,120345,FULL AND PREVENTIVE MAINTENANCE FOR HVAC AND PLUMBING,20120601,20150531,SSE,DEVINE BROTHERS INC                     ,SS&E,"$180,001.00",36,12,
S2VZ3520,120006,"Installation, Test and Repair of Backflow Prevention Devices",20110701,20150630,SSE,DEVINE BROTHERS INC                     ,SS&E,"$490,945.00",36,00,"$12,552.32"
S2VZ3830,120253,MAINTENANCE AND REPAIR OF DIGITAL HVAC SYSTEM,20120401,20150331,SSE,DEVINE BROTHERS INC                     ,SS&E,"$180,001.00",36,12,"$3,176.16"
S2VZ3960,120321,"FIBERGLASS DOORS, FRAMES, ACCESSORIES AND HARDWARE, AND INSTALLATION SERVICE,",20120601,20150531,SSE,JAMES DOORCHECK INC                     ,SS&E,"$960,754.00",36,12,"$90,449.50"
S2WJ7740,120130,Monthly Maintenance of Branches Library HVAC System,20111001,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$1,800,530.00",36,00,"$102,218.88"
S2XL8100,120076,Integrated Predictive Maintenance Service,20110701,20150630,SSE,D ELECTRIC INC                          ,SS&E,"$200,912.00",36,00,"$8,026.50"
S2XL8310,120330,REPAIR OF PORTABLE PUMPS AT SWWPCP,20120601,20150430,SSE,XYLEM DEWATERING SOLUTIONS INC          ,SS&E,"$110,001.00",36,12,"$4,200.69"
S2XN8840,120019,Printing of Laser Election Voter Admission Slips,20110701,20150630,SSE,VANGUARD DIRECT                         ,SS&E,"$122,500.01",36,00,
S2XS955S,120266,"INDIANA CHAIR COMPONENTS, DESKS AND PANEL SYSTEMS",20120101,20141231,SSE,LEGGETT & PLATT INC                     ,SS&E,"$290,000.00",36,12,
S2XT6960,130045,"6 x4 CAB OVER TRUCK, MOBILE CONCRETE MIXER",20120701,20150630,SSE,G L SAYRE INC                           ,SS&E,"$600,000.00",36,12,"$9,400.00"
S2XW925S,120199,"ATI Equipment, Repairs and Parts",20111201,20141130,SSE,PDIR INC                                ,SS&E,"$375,000.00",36,12,$210.00
S2XY8150,120320,"Ladder, Firefighting",20120501,20150430,SSE,W W ENGINE & SUPPLY INC                 ,SS&E,"$90,001.00",36,12,"$20,537.00"
S2XY837S,120338,Hurst Jaws of Life Rescue Equipment,20120601,20150531,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$109,490.00",36,12,
S2YB9950,120299,"INSPECTION, MAINTENANCE AND REPAIR OF DUNHAM BUSH CHILLERS,",20120401,20150331,SSE,H & H HEATING & AIR CONDITIONING INC    ,SS&E,"$168,825.00",36,12,"$3,800.24"
S2YD4830,120336,Annual Preventive Maint & Repair Services for Nederman Direct Source Capture Exhaust Systems City of Phila Fire Stations,20120601,20150531,SSE,SYCAMORE MECHANICAL CONTRACTORS LLC     ,SS&E,"$818,187.50",36,12,"$44,850.01"
S2YL533S,120268,Parts Replacement for ADB-ALNACO Runway Taxiway Lighting Fixtures and/or Visual Aids,20120301,20150228,SSE,A D B AIRFIELD SOLUTIONS LLC            ,SS&E,"$445,000.00",36,12,"$22,866.21"
S2YN1870,120068,Graphic Decals,20110701,20150331,SSE,J M R GRAPHICS INC                      ,SS&E,"$99,727.40",33,00,"$16,971.00"
S2YN1880,120110,Uniform and Related Clothing,20111001,20150630,SSE,CLEMENS CLEANING VILLAGE INC            ,SS&E,"$30,001.00",33,00,
S2YN1880,120111,Uniform and Related Clothing,20111001,20150630,SSE,UNIFIRST CORP                           ,SS&E,"$307,927.70",33,00,"$8,879.12"
S2YN1880,A20109,A & A SALES ASSOCIATES LLC              Bid # S2YN1880,20111001,20150630,,A & A SALES ASSOCIATES LLC              ,SS&E,"$60,001.00",33,00,
S2YN1940,130090,Launder/Repair Uniforms for Office of Fleet Mgt,20120726,20150630,SSE,CLEAN RENTAL SERVICES INC               ,SS&E,"$300,198.00",36,12,"$20,637.00"
S2YN1960,130033,COMPACTOR REPAIRS,20120701,20150630,SSE,T H C ENTERPRISES INC                   ,SS&E,"$392,250.00",33,09,"$7,420.00"
S2YN1980,120347,REPAIR OF HYDROBLAST PARTS CLEANING CABINETS,20120701,20150630,SSE,CHARLES W ROMANO CO                     ,SS&E,"$50,001.00",36,12,
S2YN1990,120349,REPAIR OF OVERHEAD LUBE SYSTEMS,20120611,20150610,SSE,REGENT HYDRAULIC & MACHINE WORKS        ,SS&E,"$400,100.00",36,12,"$31,312.45"
S2YN2740,120335,INFLATABLE BOATS AND OUTBOARD MOTORS,20120501,20150430,SSE,CAPE MARINE INC                         ,SS&E,"$176,992.00",36,12,
S2YQ6480,120343,AIR CONDITIONING MAINTENANCE AND REPAIRS,20120601,20150531,SSE,DEVINE BROTHERS INC                     ,SS&E,"$575,001.00",36,12,"$20,689.90"
S2Z46350,A30485,MOTOROLA SOLUTIONS INC                  Bid # S2Z46350,20030201,20150131,,MOTOROLA SOLUTIONS INC                  ,SS&E,"$999,147.00",12,,
S2Z57010,130050,Facility Maintenance,20120701,20150630,SSE,ELLIOTT LEWIS CORP                      ,SS&E,"$48,300,209.00",36,12,"$3,633,786.30"
S2Z57140,120097,Tree and Tree Planting,20110901,20141130,SSE,M & M LAWN CARE EAST INC                ,SS&E,"$4,500,705.00",36,09,"$307,937.78"
S2Z57440,120107,Maintenance of Pitney Bowes Equipment;,20111001,20150630,SSE,PITNEY BOWES INC                        ,SS&E,"$300,971.25",33,00,"$24,103.20"
S2Z57450,120012,Automatic Sprinkler System Test,20110701,20150630,SSE,WAYMAN FIRE PROTECTION INC              ,SS&E,"$290,850.00",36,00,
S2Z57470,120050,Oracle Sun Micro System Equipment Hardware Maintenance and Software Support,20110701,20150630,SSE,TRIDENT COMPUTER RESOURCES INC          ,SS&E,"$460,103.39",36,00,
S2Z5748S,120086,IBM Software License and Support Sch 480-06,20120101,20141231,SSE,INTERNATIONAL BUSINESS MACHINES CORP    ,SS&E,"$2,500,000.00",36,12,"$184,496.97"
