Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Remaining_Contract_Months,Total_Transactions
2584,154016,"Relay of Water Mains in Penrose Ave from Moyamensing Ave W to 22nd St South, Hartfranft from Penrose Ave to Penrose Ferry Rd, Est $1-$2M, In lieu of PreBid Mtg, email questions to Jessica.Musti@phila.gov 7/1/14 by 5pm",20141027,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,197,020.00",,,382920.97
2556,154014,"Relay of Water Mains in Calvert St from Winchester Ave to Woodward St, Welsh Rd from marshall St to Roosevelt Blvd, EST $500K-$1M, In lieu of PreBid Mtg, email questions to Jessica.Musti@phila.gov 7/1/14 by 5pm",20141027,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$826,570.00",,,441591.87
4292ELBE,154034,Security Cameras and Mosquito Devices (Emergency Letter Bid),20141024,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$361,312.50",,,69215.89
00013673,150083,HERTRICH FLEET SERVICES INC Bid # 00013673,20141021,20150831,SSE,HERTRICH FLEET SERVICES INC,SS&E,250000,36,36,"$99,216.00"
00013674,150084,WESTGATE CHEVROLET Bid # 00013674,20141021,20150831,SSE,WESTGATE CHEVROLET,SS&E,250000,36,36,
2356,144153,"Relay of Water Mains in Boston St from Kensington Ave to Jasper, Hagert & Other Locations.",20141017,,PW,CARUSONE CONSTRUCTION INC,WATER,"$972,520.00",,,347716.45
4235MECH,144140,Krewstown Equestrian Center Renovations,20141016,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,POLICE,"$121,890.00",,,49193.22
2591,144156,"Reconstruction of Sewers and Relay of Water Mains in Various Locations,",20141016,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$2,487,270.00",,,675661.37
4300GCON,A44067,GESSLER CONSTRUCTION COMPANY Bid# 4300GCON,20141014,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$123,554.00",,,634935.6
3758,144149,"Battery Backup Installation of Traffic Signals, Phila PA",20141006,,PW,CARR & DUFF INCORPORATED,STREETS,"$260,000.00",,,148730.4
00011369,150066,DEERE & COMPANY Bid # 00011369,20141003,20150930,SSE,DEERE & COMPANY,SS&E,200000,36,36,"$19,465.03"
U5Z60560,150072,Lumber,20141001,20150531,SSE,TAGUE LUMBER INC,SS&E,53558,03,00,"$1,405.16"
00015440,150082,MORTON SALT INC Bid # 00015440,20141001,20150731,SSE,MORTON SALT INC,SS&E,2000000,36,36,"$336,141.81"
S5Z60610,150059,Maintenance of Data Processing Equipment,20141001,20150930,SSE,N P A COMPUTERS INC,SS&E,35000,33,33,"$5,385.00"
S5Z60650,150073,Mainframe Maintenance for IBM,20141001,20150930,SSE,SYSTEMS MAINTENANCE SERVICES,SS&E,50000,36,36,"$11,262.00"
T4Z60100,150061,Office Automation,20141001,20150930,SSE,S H I INTERNATIONAL CORP,SS&E,210000,35,35,"$27,912.44"
S5YQ0930,150067,"Annual Safety Certification and Repairs on Aerial Bucket Devices, Boom/Man Lifts, and Mobile Crane Units",20141001,20150930,SSE,BAKER AERIAL LLC,SS&E,340704.04,36,36,"$105,993.24"
S5Z6064S,150101,800 MHZ Radio System Maintenance Services,20141001,20150930,SSE,MOTOROLA SOLUTIONS INC,SS&E,5273656.85,36,36,"$1,872,278.64"
00011433,150065,HIGHWAY EQUIPMENT & SUPPLY CO Bid # 00011433,20141001,20150930,SSE,HIGHWAY EQUIPMENT & SUPPLY CO,SS&E,200000,36,36,
S5WH4550,150052,Printing of Newsletter for Board of Pensions,20141001,20150930,SSE,PRINT HOUSE,SS&E,32000.01,33,33,
T5YQ064L,150071,Tiller Ladder,20141001,20150930,SSE,KOVATCH MOBILE EQUIPMENT CORP,SS&E,7319908,36,36,
T5YQ6820,150062,"Sandwiches For Prisoners at CJC, 1801 Vine St and the ""New"" Family Court",20141001,20150930,SSE,EVENT CATERERS INC,SS&E,144300,36,36,
U3YB6180,150044,Immunochemistry Analyzers - Infectious and Non Infectious Diseases,20141001,20150930,SSE,ABBOTT LABORATORIES INC,SS&E,189037,36,36,
6953,144159,"Replacement of Salt Dome Facility, Phila PA",20140930,,PW,GROUND PENETRATION & RESTORATION INC,COMMERCE,"$1,079,844.00",,,53824.5
2036,144179,"Repairs to Filtered Water Storage Basins Nos 1, 2 & 7-18 & Monument Road Basin at Belmont WTP, Phila PA",20140930,,PW,J P C GROUP INC,WATER,"$5,079,600.00",,,764980.2
2512,154015,"Relay of Water Mains in Various Locations,  EST $2M-$5M, In lieu of PreBid Mtg, email questions to Jessica.Musti@phila.gov 6/27/14 by 5pm",20140926,,PW,SERAVALLI INCORPORATED,WATER,"$2,270,100.00",,,571388.08
00011414,150064,BEST LINE LEASING INC Bid # 00011414,20140925,20150930,SSE,BEST LINE LEASING INC,SS&E,200000,36,36,"$22,224.72"
00011432,150063,H A DEHART & SON Bid # 00011432,20140925,20150930,SSE,H A DEHART & SON,SS&E,1700000,36,36,"$753,407.71"
4123ELEC,154003,"Roof replacement of the Municipal Service Building including all plumbing & electrical work,",20140923,,PW,SCHLEIG ELECTRIC INCORPORATED,PUBLIC PROPERTY,"$97,785.00",,,25003.8
4821MECH,O34022,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4821MECH,20140923,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,FIRE,"$49,342.04",,,88557.42
2599,154039,"Relay of Water Mains and Construction of Green Infrastructure in 56th st from Greenway Ave to Woodland from 60th St to 63rd, Phila PA",20140923,,PW,CARUSONE CONSTRUCTION INC,WATER,"$3,369,130.00",,,661708.24
4235GCON,144136,"Krewstown Equestrian Center Renovations, Phila PA",20140922,,PW,"PANNULLA CONSTRUCTION CO., INC.",POLICE,"$314,160.00",,,133787.7
3770ECMS,144148,Haverford Ave: 40th St to US 1  (MPMS # 57897),20140919,,PW,ARMOUR & SONS ELECTRIC INC,STREETS,"$9,103,453.25",,,1063596.8
3771ECMS,144141,"Center City North East Quadrant, Phila PA (Federal Funded) (ECMS 70014)",20140919,,PW,SERAVALLI INCORPORATED,STREETS,"$10,568,072.00",,,1858842.07
2396,144155,"Relay of Water Mains in Moyamensing Ave from 9th St-12th, W. Ritner from 7th-11th St",20140917,,PW,SERAVALLI INCORPORATED,WATER,"$1,215,375.00",,,117823.21
4047ECMS,144164,N Delaware Riverfront Greenway/Heritage Trail: Section 4 - Baxter  MPMS #79833 (Fed Funded),20140917,,PW,BUCKLEY & COMPANY INCORPORATED,COMMERCE,"$5,332,034.00",,,226758.84
4242PLUM,B44160,KASER MECHANICAL Bid# 4242PLUM,20140912,,PW,KASER MECHANICAL,POLICE,"$101,745.20",,,5035
4242ELEC,A44162,SCHLEIG ELECTRIC INCORPORATED Bid# 4242ELEC,20140912,,PW,SCHLEIG ELECTRIC INCORPORATED,POLICE,"$74,133.13",,,58468.3
4242MECH,144167,"Mechanicial, Electrical & Plumbing Improvements @ Police HQ and 22nd Police District, E",20140912,,PW,ALLSTATES MECHANICAL LTD.,POLICE,"$508,266.00",,,152164.85
4882ASBT,Y34120,ASSOCIATED SPECIALTY CONTRACTING Bid# 4882ASBT,20140911,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$50,000.00",,,158036.42
2896,144166,"Ammonia System Improvements at Baxter WTP,",20140911,,PW,MINISCALCO CONSTRUCTION LLC,WATER,"$3,013,400.00",,,346109.94
3767,154001,Northeast Incinerator - Phase IV,20140911,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,STREETS,"$1,600,000.00",,,580294.6
T5Z60560,150050,Lumber,20140901,20150531,SSE,AMERICAN FOREST PRODUCTS,SS&E,253632.58,03,00,"$34,581.18"
T5Z60540,150056,Disposal of Construction Debris/Waste,20140901,20150831,SSE,RICHARD S BURNS & CO INC,SS&E,374305.25,36,36,"$100,951.70"
T5YC4960,150053,C-Post and Pedestal Poles,20140901,20150831,SSE,FLEMINGTON ALUMINUM & BRASS INC,SS&E,148826.35,36,36,
6966ELB,B44041,MASON BUILDING GROUP INC Bid# 6966ELB,20140829,,PW,MASON BUILDING GROUP INC,COMMERCE,"$3,373,325.00",,,254395.1
4268GCON,Y24118,BUILDING RESTORATION INC Bid# 4268GCON,20140819,,PW,BUILDING RESTORATION INC,RECREATION,"$6,150.35",,,35847.75
2575,144122,"Reconstructions of Sewers and Relay of Water Mains in Various Locations, Phila PA",20140808,,PW,"PHILIP PIO CONSTRUCTION, INC.",WATER,"$1,200,030.00",,,1125
2897,144133,Plant Water System Rehabilitation at NorthEast WPCP.,20140808,,PW,STONE HILL CONTRACTING CO INC,WATER,"$6,024,500.00",,,431790.16
4241ELEC,144129,"Fire Alarm and CCTV Systems for Various Recreational Sites - Group 11 Est. $500K-$1MIL Mandatory Prebid 3/18/14 10:30AM at 1515 Arch St, 11th FL, Specs Avail. 3/4/14",20140804,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$754,912.50",,,230780.36
2711,144158,"Relay of Water Mains in Ridge Ave from Hermit St to Walnut Lane and other locations, Phila PA",20140804,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$2,830,880.00",,,260501.16
T5Z60480,150027,"Best Locking Systems: Maintenance, Repair and Supplies",20140801,20150731,SSE,JAMES DOORCHECK INC,SS&E,206250,36,36,"$15,774.62"
S4WZ5510,150047,Rodney Hunt Parts,20140801,20150731,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,350000,36,36,
2712ELB,144145,Sewer Reconstruction & Water Main Relay in Race Street from 62nd St to 63rd St and Diamond St from 11th St to Broad St. (Emergency Letter Bid),20140724,,PW,J P C GROUP INC,WATER,"$1,965,075.00",,,79300.88
2517,144121,"Water Main Relay in Various Locations, Phila PA",20140724,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,523,610.00",,,174466.84
00012881,150043,DELL MARKETING L P Bid # 00012881,20140710,20160531,SSE,DELL MARKETING L P,SS&E,1500000,36,36,"$18,647.48"
S5YQ0910,150006,Windshield Repair Service,20140701,20150630,SSE,I T E I AUTO GLASS,SS&E,32000.01,36,36,"$2,190.00"
S5YB560S,150034,Amplified Target Capture Assays,20140701,20150630,SSE,GEN PROBE SALES & SERVICE INC,SS&E,32000.01,36,36,"$3,479.00"
S5QM296S,150036,Taser Equipment and Accessories,20140701,20150630,SSE,TASER INTERNATIONAL,SS&E,486361.5,36,36,"$16,008.00"
S5YQ9600,150029,"Purchase & Service, Sewer Cleaning Nozzles and Accessories",20140701,20150630,SSE,GRANTURK EQUIPMENT CO INC,SS&E,72000.01,36,36,"$17,777.52"
S4Z60100,150002,Office Automation,20140701,20150630,SSE,P C SPECIALISTS INC,SS&E,368000,30,30,"$22,330.84"
S5YL4830,150007,Maintenance & Repair of IED Terminal announcement control System (TACS),20140701,20150630,SSE,ELITE AUDIO LLC,SS&E,256110,36,36,"$24,527.50"
S4YL4800,150028,"Boiler Service, Repair and Water Treatment",20140701,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,721500,32,32,"$47,808.90"
A4Z60230,150042,Ammunition,20140701,20150630,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,108675,31,31,"$48,300.00"
S5WW592S,150010,"YSI Equipment, Repair and Parts",20140701,20150630,SSE,Y S I INC,SS&E,120469,36,36,"$55,231.50"
S5Z60620,150037,Custodial Services-Office of Fleet Management (OFM) and other Various Departments,20140701,20150630,SSE,INDUSTRIAL COMMERCIAL CLEANING GROUP INC,SS&E,266788.1,36,36,"$65,117.31"
S5YB5590,150003,Rental of Real Time PCR (HIV-1 & HCV) Analyzer & Reagents,20140701,20150630,SSE,ABBOTT LABORATORIES INC,SS&E,279292,36,36,"$72,811.00"
S5YB5610,150011,GC/Chlamydia Analyzer,20140701,20150630,SSE,GEN PROBE SALES & SERVICE INC,SS&E,699250,36,36,"$166,763.30"
526524,150031,INNOVATIVE PRINTING SYSTEMS INC Bid # 526524,20140701,20150630,SSE,INNOVATIVE PRINTING SYSTEMS INC,SS&E,1792190,,,"$367,088.51"
S5QM245S,150105,"Software Support and Maintenance for Barcoded Evidence Analysis, Statistics and Tracking (B.E.A.S.T.) System, 197 User Licenses",20140701,20150630,SSE,PORTER LEE CORP,SS&E,88650,36,36,
S5YQ4850,150017,"Thirty-six (36) Month Lease of Color Photo Copiers for the  City of Philadelphia, Office of City Council",20140701,20150630,SSE,RICOH AMERICAS CORP,SS&E,72526.64,24,24,
S5YQ490S,150030,Versatile Enterprise Software Support Services,20140701,20150630,SSE,ZASIO ENTERPRISES INC,SS&E,54760,36,36,
V5Z0715F,155005,Ice Cream,20140701,20150630,SSE,QUALITY SALES & DISTRIBUTION INC,SS&E,5580,00,00,
S5YB563S,150005,BD Reagents for MGIT 960,20140701,20160630,SSE,BECTON DICKINSON & CO,SS&E,105000,36,24,$760.24
S5YL6870,150001,Inspection and Repair of Two (2) Stationary Hydraulic Compactor Systems,20140701,20160630,SSE,T H C ENTERPRISES INC,SS&E,35000.01,36,24,"$5,351.43"
2702,144112,"Water Main Relay in Various Locations,",20140630,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$690,650.00",,,1500
2578,A34111,PETRONGOLO CONTRACTORS INCORPORATED Bid# 2578,20140630,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$54,000.00",,,58454.91
4356MECH,144118,"Major Renovations for the new Phila Police Training Center, Phila PA",20140618,,PW,DEVINE BROTHERS INC,POLICE,"$1,966,560.00",,,213124.24
2554,144113,"Water Main Relay in Various Locations,",20140617,,PW,SERAVALLI INCORPORATED,WATER,"$1,481,550.00",,,424896.79
4356GCON,144119,"Major renovations for the new Phila Police Training Center, EST >$5,000,000; Mandatory PreBid 02/04/14 @ 10am at 2838 Woodhaven Rd; ;Specs Avail 01/21/14",20140617,,PW,HUNTER ROBERTS CONSTRUCTION GROUP,POLICE,"$5,795,999.26",,,1914136.95
4608ECMS,144128,"Stormwater Trenches in Ben Franklin Pkwy  Est: $3.5M-4M  Bidders are Required to Follow Instruction/Submit Questions on PADOT Website (www.dot14.state.pa.us/ECMS) (Fed Funded), Specs Avail 2/4/14    ECMS #84649",20140612,,PW,TONY DEPAUL AND SON,RECREATION,"$3,324,063.60",,,353072.76
4356ELEC,144125,Major Renovations for the new Phila Police Training Center; EST $2M-$5M; Mandatory PreBid 02/04/14 at 10am at 2838 Woodhaven Rd; Specs Avail 01/21/14,20140612,,PW,EAGLE I ELECTRIC,POLICE,"$2,177,615.28",,,666077.31
3774,144109,"Casting and Manhole Adjustments for Milling & Water Prep, EST $2.3M-$2.7M, In lieu of PreBid, email questions to Steve.Mottershead@phila.gov by 5:00pm 02/25/14, Specs Avail 02/11/14",20140610,,PW,JAMES J ANDERSON CONSTRUCTION CO INC,STREETS,"$2,687,048.00",,,8637.34
4055GCON,144101,"Impala Caf? Exterior Restoration, Philadelphia Zoo Garden,",20140610,,PW,A P CONSTRUCTION INCORPORATION,FAIRMOUNT PARK COMMISSION,"$1,332,960.00",,,177498.29
S4Z60500,140297,Hazardous Tree Removal,20140601,20150531,SSE,INDEPENDENCE CONSTRUCTORS CORP,SS&E,357230,36,36,"$20,225.00"
S4Z60410,140303,Roofing Materials,20140601,20150531,SSE,STELWAGON ROOFING SUPPLY INC,SS&E,208007.7,36,36,"$48,868.54"
S4OM7700,140268,Printed Case Folders,20140601,20150531,SSE,COMADE INC,SS&E,32001,36,36,
S4DB6950,140298,Landscape Planting & Maintenance Services,20140601,20160531,SSE,ALL SEASONS LANDSCAPING CO INC,SS&E,49538,36,24,"$2,948.00"
S4QG839S,140305,Remittance System Hardware Maintenance and Software Support,20140601,20160531,SSE,BURROUGHS INC,SS&E,123578,36,24,
T4YQ0870,140294,Maintenance and Repair of Multifunction Snow Equipment,20140601,20160531,SSE,STEVES EQUIPMENT SERVICE,SS&E,92875,34,22,
00011357,140300,BANDIT INDUSTRIES INC Bid # 00011357,20140521,20150531,SSE,BANDIT INDUSTRIES INC,SS&E,200000,,,
00011426,140302,EAGLE POWER & EQUIPMENT CORP Bid # 00011426,20140521,20150531,SSE,EAGLE POWER & EQUIPMENT CORP,SS&E,332000,,,
00011413,140301,ALTEC INDUSTRIES INC Bid # 00011413,20140521,20150930,SSE,ALTEC INDUSTRIES INC,SS&E,800000,,,"$182,190.00"
00011350,140292,U S MUNICIPAL SUPPLY CO Bid # 00011350,20140505,20150930,SSE,U S MUNICIPAL SUPPLY CO,SS&E,1000000,18,06,
2552,144095,"Reconstruction of Sewers and Relay of Water Mains in Var Locations,",20140505,,PW,J P C GROUP INC,WATER,"$2,954,700.00",,,438436.34
S4Z60390,140288,"Yale Locks, Closures and Related Items",20140501,20160430,SSE,INDEPENDENT HARDWARE INC,SS&E,52000.01,36,24,"$2,935.07"
U4Z60230,140285,Ammunition,20140501,20160430,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,81472.89,33,21,"$81,068.32"
00011459,140291,U S MUNICIPAL SUPPLY CO Bid # 00011459,20140422,20150930,SSE,U S MUNICIPAL SUPPLY CO,SS&E,3175000,36,36,"$1,256,948.60"
00011420,140289,CLEVELAND BROTHERS EQUIPMENT CO Bid # 00011420,20140422,20150930,SSE,CLEVELAND BROTHERS EQUIPMENT CO,SS&E,400000,36,36,
00011431,140290,GROFF TRACTOR & EQUIPMENT INC Bid # 00011431,20140422,20150930,SSE,GROFF TRACTOR & EQUIPMENT INC,SS&E,1000000,36,36,
4171TANK,A44071,MINISCALCO CONSTRUCTION LLC Bid# 4171TANK,20140422,,PW,MINISCALCO CONSTRUCTION LLC,FLEET MANAGEMENT,"$419,440.70",,,50792.4
4209ELEC,B44072,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4209ELEC,20140422,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$48,975.00",,,93619.37
2503,144092,"Reconstruction of Sewers and Relay of Water Mains in Var Locations, Phila PA",20140422,,PW,J P C GROUP INC,WATER,"$2,551,500.00",,,447457.51
S4YB554S,140287,BD Migit Instrument,20140411,20160410,SSE,BECTON DICKINSON & CO,SS&E,100000,36,24,
3748ECMS,144080,North Delaware Avenue Extension (MPMS #46956)  (Federally Funded),20140404,,PW,BUCKLEY & COMPANY INCORPORATED,STREETS,"$11,522,246.96",,,2570781.96
4062GCON,144098,"Small Mammal House Roofing Improvements,",20140403,,PW,"PANNULLA CONSTRUCTION CO., INC.",FAIRMOUNT PARK COMMISSION,"$290,700.00",,,21451.86
S4Z60320,F40258,Asphalt Products,20140401,20150630,SSE,RIVERSIDE MATERIALS INC,SS&E,86331,03,00,"$223,085.64"
T4Z60310,140274,Bituminous Materials,20140401,20150831,SSE,CRAFCO INC,SS&E,82000.01,03,00,"$157,586.67"
S4Z60300,140167,"Forms, Printed, Index",20140401,20160331,SSE,VANGUARD DIRECT,SS&E,55000,36,24,"$4,984.70"
S4YQ0870,140265,Maintenance and Repair of Multifunction Snow Equipment,20140401,20160331,SSE,PENN JERSEY MACHINERY LLC,SS&E,93850,36,24,"$20,003.61"
S4WV5310,140283,"Debris Skimmer Vessel Management, Operations, Maintenance",20140401,20160331,SSE,POLLUTION SOLUTIONS OF NEW JERSEY LLC,SS&E,682068,36,24,"$39,098.42"
T4Z60180,140282,HVAC / Refrigeration Repair Parts,20140401,20160331,SSE,UNITED REFRIGERATION INC,SS&E,453000,33,21,"$59,600.61"
T4Z5911L,140269,Turf Management - Parks and Recreation,20140401,20160331,SSE,M & M LAWN CARE EAST INC,SS&E,625754.41,36,24,"$248,184.68"
2841,144088,Rehabilitation of Pipe Bridge at Fowler Street Main Crossing at Fowler Street at Harmon Road,20140401,,PW,QUAD CONSTRUCTION CO,WATER,"$1,119,300.00",,,653578.9
S4YL479S,140280,VMAT-Out Squitters & Services,20140328,20160327,SSE,EXELIS INC,SS&E,1115543,36,24,
2861,144090,"Concrete Repairs in Filters and Rebuild Filter Nos. 7 & 16 at Queen Lane WTP, Phila PA",20140318,,PW,C & T ASSOCIATES INCORPORATED,WATER,"$941,000.00",,,79016.1
A4XL8400,140275,Supervision and Technical Services for the Process Control Computer System,20140317,20160316,SSE,SHINGLE & GIBB CO,SS&E,237445,36,24,"$24,797.53"
4065ELB,144100,Bay Window Replacement at Woodstock Women's Shelter (Emergency Letter Bid),20140317,,PW,MURPHY QUIGLEY COMPANY,OFFICE OF SUPPORTIVE HOUSING,"$875,160.00",,,7000.46
2890,144087,"Plug Raw Water Basin Bypass at Queen Lane WTP, Phila PA",20140314,,PW,SERAVALLI INCORPORATED,WATER,"$89,100.00",,,15000
2009,144089,Diversion of Area Storm Drains from Effluent Outfall Conduit at NE Water Pollution Control Plant,20140314,,PW,CARUSONE CONSTRUCTION INC,WATER,"$1,820,000.00",,,51307.59
2593,144094,"Construction of Green Infrastructure in Various Locations, Phila PA",20140314,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$2,698,250.00",,,329301.87
2393,144096,"Reconstruction of Sewers and Relays of Water Mains in Various Locations, Phila PA",20140314,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$2,620,171.00",,,504487
2597,144056,Trenchless Sewer Rehab Lining of the Sewer & Relay of Water Main Var Locations,20140305,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$1,123,120.00",,,137613.49
S4YL474S,140216,"Maintenance, Technical Services and Repairs to the PHL M.U.F.I.D System",20140301,20160229,SSE,INFAX INC,SS&E,486372.5,36,24,"$1,306.25"
T4Z60270,140266,Pump Repair Parts,20140301,20160229,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,85500,36,24,"$26,928.74"
S4YB558S,140263,Maintenance Contract,20140301,20160229,SSE,LIFE TECHNOLOGIES CORP,SS&E,67000.01,36,24,"$28,789.67"
S4Z60460,140262,"Contemporary Office Furniture, Steel",20140301,20160229,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,235000,33,21,"$34,928.55"
S4Z60270,140221,Pump Repair Parts,20140301,20160229,SSE,PRUYN BEARING CO,SS&E,890500,36,24,"$231,180.04"
S4XZ2010,140267,"Power Tools, Pneumatic Parts",20140301,20160229,SSE,DONATO SPAVENTA & SONS INC,SS&E,278731.37,27,15,
S4YQ0630,140264,4 X 2 Advance Life Support Medic Unit,20140301,20160229,SSE,BAY HEAD INVESTMENTS INC,SS&E,8244713,36,24,
2511,144091,"Relay of Water Mains in Various Locations,",20140224,,PW,SERAVALLI INCORPORATED,WATER,"$1,491,950.00",,,1050
2594,144093,"Construction of Green Infrastructure in Various Locations,",20140224,,PW,SERAVALLI INCORPORATED,WATER,"$2,360,400.00",,,147992.52
4545GCON,144053,Electrical Closet Upgrade @ City Hall,20140211,,PW,MURPHY QUIGLEY COMPANY,PUBLIC PROPERTY,"$1,114,860.00",,,55914.94
2592,144058,"Reconstruction of Sewers and Relay of Water Mains in Var Locations,",20140207,,PW,PETRONGOLO CONTRACTORS INCORPORATED,WATER,"$2,037,040.00",,,686295.44
S4Z60370,140197,Automotive Collision Services,20140201,20150731,SSE,PACIFICO FORD INC,SS&E,1051087,33,28,
S4QM2930,140198,Bikes and Related Equipment,20140201,20160131,SSE,BUSTLETON BIKES INC,SS&E,46920,36,24,"$3,735.00"
A3Z59360,140248,Engine and Transmission Repair,20140201,20160131,SSE,DEL VAL INTERNATIONAL TRUCKS INC,SS&E,35150,33,21,"$15,156.05"
S4Z6025S,140147,ABB Instrumentation Parts (Formerly Fisher and Porter),20140201,20160131,SSE,APPLIED ANALYTICS INC,SS&E,315000,36,24,"$16,766.27"
T4Z60160,140236,"Underwear, Sleepwear, Athletic Apparel and Shoes",20140201,20160131,SSE,BOB BARKER CO INC,SS&E,76784.68,35,23,"$17,910.37"
S4Z60240,140174,"Bottled Drinking Water and Distilled Water,",20140201,20160131,SSE,NESTLE WATERS NORTH AMERICA INC,SS&E,255859.91,36,24,"$27,840.87"
S4Z60210,140243,Small Equipment Purchase,20140201,20160131,SSE,T FRANK MCCALLS INC,SS&E,32001,36,24,"$41,832.17"
S4YC4720,140229,Rental of Pothole Patchers,20140201,20160131,SSE,U S MUNICIPAL SUPPLY CO,SS&E,553856,36,24,"$54,658.09"
S4Z60220,140230,Small Equipment Repair Services,20140201,20160131,SSE,INTERLINE BRANDS INC,SS&E,1372054.3,36,24,"$103,748.69"
S4Z60260,140178,Mechanical Repair Services,20140201,20160131,SSE,MUNICIPAL MAINTENANCE CO INC,SS&E,875000.01,36,24,"$240,716.73"
S4Z60380,140181,"Mechanical Repair Parts for ""In-House"" Use",20140201,20160131,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,1679475,36,24,"$246,034.57"
S4XN8980,140254,Printing of Election Registers,20140201,20160131,SSE,BARTON & COONEY LLC,SS&E,286587,29,17,
CPA01-01,140249,DELL MARKETING L P Bid # CPA01-01,20140123,20151231,SSE,DELL MARKETING L P,SS&E,3200000,24,24,"$513,949.52"
00011412,150158,A & H EQUIPMENT CO Bid # 00011412,20140121,20150930,SSE,A & H EQUIPMENT CO,SS&E,980000,36,36,
3695,144051,"NE Incinerator Building Reconditioning Phase III, Phila PA",20140110,,PW,THOMAS P CARNEY INC,STREETS,"$2,043,240.49",,,490505.4
T4Z59760,A40205,Medium and Heavy Duty Truck Replacement Parts,20140101,20151231,SSE,UNI SELECT USA INC,SS&E,32000.01,30,18,"$1,419.01"
S4Z60190,140113,Photographic Services,20140101,20151231,SSE,JACKS CAMERAS INC,SS&E,149038.08,36,24,"$7,517.36"
T3YL4690,140144,Rental of Floormats & Mopheads,20140101,20151231,SSE,ARAMARK UNIFORM & CAREER APPAREL LLC,SS&E,148747.85,34,22,"$18,212.43"
S5Z60680,150111,"Aggregate, Coarse and Fine",20140101,20151231,SSE,T D P S MATERIALS,SS&E,846145.75,36,36,"$89,558.94"
S4XN8970,140223,Printing of Street Lists-General and Primary Elections,20140101,20151231,SSE,BARTON & COONEY LLC,SS&E,332000.01,36,24,
S4YC4920,140180,Mobile Radar Speed Display Signs,20140101,20151231,SSE,TRAFFIC LOGIX CORP,SS&E,115300,36,24,
T3YB6180,140228,Immunochemistry Analyzers - Infectious and Non Infectious Diseases,20140101,20151231,SSE,BECKMAN COULTER INC,SS&E,111312.74,36,24,
2580,144046,"Northern Liberties Flood Relief Program Phases II & IV Laurel St Regulating Chamber D-45 and Laurel St from Canal St to Front St and Germantown Ave from Front St to Allen St Phila, Pa",20131224,,PW,A P CONSTRUCTION INCORPORATION,WATER,"$20,339,684.00",,,3021311.8
4995ELEC,144068,"Site Improvements at Shevchenko Park, North Broad St &Sommerville Ave, Phila PA (Partially State Funded)",20131223,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$97,235.00",,,1934.7
2596,144055,"Reconstruction of Sewers, Relay of Water Mains & Construction of Green Infrastructure Var Locations",20131219,,PW,NELLO CONSTRUCTION COMPANY INCORPORATED,WATER,"$1,865,270.00",,,148086.87
S0XZ1420,A10019,DECISIVE BUSINESS SYSTEMS ACQUISITION LL Bid # S0XZ1420,20131217,20150630,SSE,DECISIVE BUSINESS SYSTEMS ACQUISITION LL,SS&E,810000,36,00,"$96,053.00"
2013,144047,New Secondary Treatment Bypass Conduit at NEWPCP,20131212,,PW,CARUSONE CONSTRUCTION INC,WATER,"$15,894,000.00",,,860922.9
2869,144054,"Process Air Valve System Improve (ELEC) @ NorthEast Water Plant, Phila PA",20131211,,PW,MULHERN ELECTRIC COMPANY,WATER,"$180,320.00",,,29911.28
2868,144061,Process Air Valve System Improve (MECH) @ NorthEast Water Plant,20131203,,PW,FIVE STAR INC,WATER,"$832,700.00",,,62081.74
