Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Total_Transactions
S1YN2550,110220,Testing and Repair of Emergency Medical Equipment,20110201,20150131,SSE,A KINGSBURY CO INC,SS&E,190000.01,36,
S1Z56910,110248,"Fire Hydrants, Assemblies and Components",20110201,20150131,SSE,FERGUSON ENTERPRISES INC,SS&E,4606029,36,"$250,027.30"
S1QM226S,A10208,LIFE TECHNOLOGIES CORPBid # S1QM226S,20110201,20150131,SSE,LIFE TECHNOLOGIES CORP,SS&E,643605.05,36,"$121,918.31"
S1Z56970,A10230,VEOLIA ES TECHNICAL SOLUTIONS LLCBid # S1Z56970,20110201,20150131,SSE,VEOLIA ES TECHNICAL SOLUTIONS LLC,SS&E,120301,36,"$2,910.70"
S1YL6700,110138,Leaf and Yard Waste Recycling,20101101,20150131,SSE,DELAWARE VALLEY RECYCLING INC,SS&E,214200,36,"$1,591.80"
S1YN1760,110151,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20100201,20150131,SSE,SERVICE TIRE TRUCK CENTERS,SS&E,200000,36,"$3,786.50"
S4QM295S,140261,SPERM HY-LITER SYSTEM,20140220,20150219,SSE,INDEPENDENT FORENSICS OF IL,SS&E,99448,36,"$99,448.00"
S4KQ5840,140237,Bedding and Bath Towels,20140301,20150228,SSE,ACME SUPPLY CO LTD,SS&E,32001,36,"$11,785.00"
S4XZ2010,140267,"Power Tools, Pneumatic Parts",20140301,20150228,SSE,DONATO SPAVENTA & SONS INC,SS&E,168731.37,27,"$11,180.00"
S1YC470S,110307,Traffic Signal Equipment,20110601,20150228,SSE,IMAGE COMPONENTS INC,SS&E,600076.8,33,"$52,713.60"
T1Z57020,110322,Tires & Tubes  Schedule 35,20110601,20150228,SSE,INTER CITY TIRE & AUTO CENTERS INC,SS&E,90000.01,33,"$5,692.39"
T1Z57080,110303,Emergency Medical Supplies and Equipment,20110501,20150228,SSE,HENRY SCHEIN INC,SS&E,6820346.15,34,"$142,291.11"
U1Z57030,110275,Glass and Plastics,20110401,20150228,SSE,STATE GLASS & UPHOLSTERY INC,SS&E,800001,36,"$23,405.69"
S1Z57060,110178,"Purchase of Handcuffs, Leg Irons, etc",20110301,20150228,SSE,ATLANTIC TACTICAL INC,SS&E,227730,36,
S1YL6720,110183,Repair of CCTV Systems,20110301,20150228,SSE,CHARLES W ROMANO CO,SS&E,90001,36,
S1Z57110,110192,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,SOFSURFACES INC,SS&E,30001,36,
T1Z57320,110198,Inspection/repair of Sprinkler Systems  Sch 152-04,20110301,20150228,SSE,WAYMAN FIRE PROTECTION INC,SS&E,480615,36,"$1,220.00"
S1Z57100,110201,Sewer Cleaning Services,20110301,20150228,SSE,MOBILE DREDGING & PUMPING CO,SS&E,2400610,36,"$45,589.18"
S1Z57120,110205,"Testing, Repair, Clean-up and Final Disposal of PCB Contaminated Solids and Liquids",20110301,20150228,SSE,CLEAN VENTURE INC,SS&E,30001,36,
S1QM2270,110206,Glock Pistols,20110301,20150228,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,763776.5,36,
S1Z57090,110225,Stainless Steel Banding Materials,20110301,20150228,SSE,INDEPENDENT METAL STRAP CO,SS&E,160001,36,
S1Z57050,110228,Rental Service of Contractor's Equip   Sch 97,20110301,20150228,SSE,T N T EQUIPMENT SALES & RENTALS,SS&E,300000,36,"$12,150.00"
S1Z57020,110253,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC,SS&E,2200000,36,"$336,809.66"
U1Z57110,110287,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,GENERAL RECREATION INC,SS&E,130001,36,"$1,080.00"
S1Z56880,110127,Crime Detection Supplies,20110201,20150228,SSE,SIRCHIE ACQUISITION COMPANY LLC,SS&E,220545,36,$418.50
S1VZ6000,110097,Internet Access Service,20100701,20150228,SSE,CAVALIER TELEPHONE MID ATLANTIC LLC,SS&E,2807420,36,"$97,458.06"
S4Z60300,140167,"Forms, Printed, Index",20140401,20150331,SSE,VANGUARD DIRECT,SS&E,35000,36,
S4VW484S,140191,Replacement Parts for Teledyne API Ambient Air Monitors & Calibrators,20140401,20150331,SSE,TELEDYNE INSTRUMENTS INC,SS&E,32000.01,36,
S4YQ0870,140265,Maintenance and Repair of Multifunction Snow Equipment,20140401,20150331,SSE,PENN JERSEY MACHINERY LLC,SS&E,53850,36,
T4Z5911L,140269,Turf Management - Parks and Recreation,20140401,20150331,SSE,M & M LAWN CARE EAST INC,SS&E,435754.41,36,"$420,673.16"
T4Z60170,140277,Emergency HVAC Repair Service,20140401,20150331,SSE,BURNS MECHANICAL INC,SS&E,32000.01,33,"$24,399.60"
S4YC4950,140278,Traffic Speed Control Materials,20140401,20150331,SSE,TRAFFIC LOGIX CORP,SS&E,32000.01,36,
T4Z60180,140282,HVAC / Refrigeration Repair Parts,20140401,20150331,SSE,UNITED REFRIGERATION INC,SS&E,423000,33,$826.74
S4Z60320,F40258,Asphalt Products,20140401,20150331,SSE,RIVERSIDE MATERIALS INC,SS&E,64001,,"$64,149.14"
S3Z59210,130274,Wipers and Rags,20130401,20150331,SSE,INTERNATIONAL WIPER CO,SS&E,105860,33,"$2,820.00"
S3Z59560,130308,Inspection/Repair Service for Chemical Storage Tanks,20130401,20150331,SSE,P & R INDUSTRIES INC,SS&E,298176.75,36,"$17,047.50"
S3YQ0780,130316,Repair/Replacement Services for Kovatch Motor Equipment (KME),20130401,20150331,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,55990,36,
S3Z59200,130321,Paper Sundries,20130401,20150331,SSE,T FRANK MCCALLS INC,SS&E,110001,33,"$21,591.25"
S3Z59650,130324,Refrigerants & Substitutes,20130401,20150331,SSE,AIRGAS REFRIGERANTS INC,SS&E,140001,33,"$4,577.21"
S3Z59010,130328,Folger Adam and Southern Steel Detention Products,20130401,20150331,SSE,CRAFTMASTER HARDWARE CO INC,SS&E,90000.01,32,$173.88
S3Z59600,130330,Fire Suppression Systems Services (Public Property),20130401,20150331,SSE,SIMPLEXGRINNELL LP,SS&E,266484,36,"$10,981.80"
S3Z59640,130346,Curb Stops and Service Line Fittings,20130401,20150331,SSE,LABOV PLUMBING & HEATING SUPPLY INC,SS&E,212375,36,"$52,203.18"
T3Z59030,130348,SIGN MATERIALS AND FLEET MARKINGS,20130401,20150331,SSE,GARDEN STATE HIGHWAY PRODUCTS,SS&E,868586.44,32,"$5,682.11"
S3YN1660,130353,Repair and Replacement Parts for Motor Fuel Distribution Equipment,20130401,20150331,SSE,R J WALSH ASSOCIATES INC,SS&E,152180,36,"$6,385.25"
S3Z59630,130358,Sludge Gas Equipment Parts,20130401,20150331,SSE,BOWEN CALHOUN & ASSOCIATES INC,SS&E,50000.01,36,"$7,937.82"
S3Z59220,130359,"Airport Computer Information System - Materials, Supplies and Equipment",20130401,20150331,SSE,ELLIOTT LEWIS CORP,SS&E,3506238.08,33,"$689,667.86"
S3Z58880,130362,Condoms,20130401,20150331,SSE,TOTAL ACCESS GROUP,SS&E,799999,30,"$43,427.10"
S3Z59320,130364,Maintenance of Savin Plain Copier Machines and Supplies,20130401,20150331,SSE,ELECTRONIC RISKS CONSULTANT,SS&E,420470,30,"$19,682.49"
S3Z59530,130374,Final Sedimentation Tank Replacement Parts,20130401,20150331,SSE,G P JAGER & ASSOCS,SS&E,30000.01,35,
S3Z59620,130404,Drug Screen Testing Services,20130401,20150331,SSE,DRUGSCAN INC,SS&E,630565,36,"$72,410.00"
S2Z5833S,130412,"Hach Instruments, Parts, Supplies and Services Sch 2024",20130401,20150331,SSE,HACH CO,SS&E,500616.5,36,"$29,038.84"
S4Z60330,140227,"Receptacles, Trash Cans, Mops,and Buckets",20130401,20150331,SSE,ACCOMMODATION MOLLEN INC,SS&E,33512.24,36,"$8,828.12"
S3Z59180,A30295,AMERCARE PRODUCTS INCBid # S3Z59180,20130401,20150331,SSE,AMERCARE PRODUCTS INC,SS&E,60000.01,33,"$10,155.22"
S3Z59540,A30389,Replacement Parts for Implements,20130401,20150331,SSE,UNI SELECT USA INC,SS&E,34000.01,36,"$11,888.28"
S3Z59550,B30369,"Automotive, Light Truck and Motorcycle Repair and Replacement Parts, OEM Only",20130401,20150331,SSE,CHAPMAN CHEVROLET LLC,SS&E,30000.01,36,
S7D0191S,A70274,N E C CORPORATION OF AMERICABid # S7D0191S,20130109,20150331,SSE,N E C CORPORATION OF AMERICA,SS&E,700000,12,"$46,987.36"
S2Z57540,120240,Sleeves and Valves,20120401,20150331,SSE,FERGUSON ENTERPRISES INC,SS&E,4204060,36,"$283,513.50"
U2YL6780,120272,Repair & Calibration of Radiation Monitors,20120401,20150331,SSE,QAL TEK ASSOCIATES,SS&E,90001,36,
S2Z58210,120279,Conversion of Documents to Microfilm Sch 112,20120401,20150331,SSE,ALTERNATIVE MICROGRAPHICS INC,SS&E,387068.3,36,"$28,454.45"
S2Z58240,120280,"Automated Vehicle Sharing Services, Sch. 344-01",20120401,20150331,SSE,ZIPCAR,SS&E,620336,36,"$49,372.77"
S2QM590S,120281,Qualtrax 4.X SSQL Base System With Training,20120401,20150331,SSE,QUALTRAX INC,SS&E,98600,36,
S2Z58190,120284,Safety and Identification Signs  Sch 51-01,20120401,20150331,SSE,ARBILL INDUSTRIES INC,SS&E,100000,36,"$8,619.66"
S2Z58270,120289,"BELT SPLICING, SCH. 802",20120401,20150331,SSE,PRUYN BEARING CO,SS&E,33001,36,
T2Z57790,120292,Electrical Supplies Distribution & Serv Equip & Industrial Controls Sch 521-03,20120401,20150331,SSE,LINDLEY ELECTRIC SUPPLY CO,SS&E,300925,30,"$28,504.00"
S2Z57810,120298,"SAFETY/FIRE SUPPLIES, SCH. 546",20120401,20150331,SSE,SENSOR & DECONTAMINATION INC,SS&E,149408.92,33,"$107,479.92"
S2Z58320,120302,Speed Driver Parts  Sch 2015,20120401,20150331,SSE,PRUYN BEARING CO,SS&E,171000,36,"$8,245.88"
B2VW480L,120304,Sigma Aldrich Reagent Cartridges,20120401,20150331,SSE,CEN MED ENTERPRISES,SS&E,68250,36,"$11,025.00"
S2OO2860,120311,"Slabs Concrete  64""",20120401,20150331,SSE,ALTOMARE PRECAST INC,SS&E,580000,36,"$52,500.00"
S2Z57780,A20315,RUMSEY ELECTRIC COBid # S2Z57780,20120401,20150331,SSE,RUMSEY ELECTRIC CO,SS&E,2868033.1,30,"$143,909.64"
S2YN1870,120068,Graphic Decals,20110701,20150331,SSE,J M R GRAPHICS INC,SS&E,99727.4,33,"$10,530.50"
T1Z57170,110314,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110427,20150331,SSE,JOHN DEERE LANDSCAPES,SS&E,60001,36,"$6,607.20"
T1YN1740,110301,Fire Boats Repair Service,20110413,20150331,SSE,GENERAL SHIP REPAIR CORP,SS&E,1271629,36,
S1YN1840,110196,Auto Upholstery Services,20110401,20150331,SSE,STATE GLASS & UPHOLSTERY INC,SS&E,255655,36,"$7,710.00"
S1YN1780,110202,Inspection/Maintenance of Samsco Water Evaporator,20110401,20150331,SSE,CHARLES W ROMANO CO,SS&E,30001,36,$650.00
S1YN1830,110210,Heavy Duty Vehicle Washing,20110401,20150331,SSE,FISHTOWN FLEET WASH INC,SS&E,200001,36,"$14,674.00"
S1Z57160,110213,Broadloom Carpet and Installation  Sch 585,20110401,20150331,SSE,PAIK INC,SS&E,381852.5,36,$902.70
S1Z57180,110215,Transformer Oil Testing and Maintenance  Sch 2011,20110401,20150331,SSE,TRANSFORMER SERVICE INC,SS&E,83001,36,"$4,140.00"
T1YN1810,110231,Fire Alarm System Maintenance and Repair,20110401,20150331,SSE,FIDELITY BURGLAR & FIRE ALARM CO INC,SS&E,58850,36,
S1YN180S,110235,Rental of Trailers,20110401,20150331,SSE,HECHT TRAILERS LLC,SS&E,97000,36,"$3,016.05"
S1WQ281S,110242,Orasure and Oraquick Advance Rapid HIV Test Devices and Controls,20110401,20150331,SSE,ORASURE TECHNOLOGIES INC,SS&E,4494500,36,"$270,006.60"
S1Z57170,110259,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,PENNINGTON SEED,SS&E,60001,36,"$21,309.60"
S1YN1850,110265,Heavy Duty Truck Body Repairs,20110401,20150331,SSE,ROBS AUTOMOTIVE & COLLISION CENTER INC,SS&E,275001,36,"$263,972.87"
S1Z5756S,110267,Maintenance Support on Agilent Equipment,20110401,20150331,SSE,AGILENT TECHNOLOGIES INC,SS&E,784711.34,36,
S1Z56650,110292,Uniform Apparel and Accessories,20110401,20150331,SSE,AMERICAN UNIFORM SALES INC,SS&E,2900000,36,"$142,029.71"
S1Z57350,110293,Irrigation maint and Repair Service Sch 806,20110401,20150331,SSE,IRRIGATION SYSTEMS INC,SS&E,150400,36,"$13,779.27"
S1QG828S,110300,Purchase of Model DI950 Folding & Inserting System,20110401,20150331,SSE,PITNEY BOWES INC,SS&E,343258.6,36,
S1OO2780,110308,Ductile Iron Pipe,20110401,20150331,SSE,FERGUSON ENTERPRISES INC,SS&E,2630000,36,"$44,115.44"
S1YN182S,A10240,OPUS INSPECTION INCBid # S1YN182S,20110401,20150331,SSE,OPUS INSPECTION INC,SS&E,145603,36,"$1,272.65"
S1Z56830,110217,"Elevator, Escalator and Dumbwaiter Maint & Repair Services for Various Locations",20110101,20150331,SSE,THYSSENKRUPP ELEVATOR CO,SS&E,2200000,36,"$66,150.00"
S4WC878S,150004,Mammography Unit,20140421,20150420,SSE,HOLOGIC INC,SS&E,991335.2,36,
00011420,140289,CLEVELAND BROTHERS EQUIPMENT COBid # 00011420,20140422,20150422,SSE,CLEVELAND BROTHERS EQUIPMENT CO,SS&E,400000,36,
00011431,140290,GROFF TRACTOR & EQUIPMENT INCBid # 00011431,20140422,20150422,SSE,GROFF TRACTOR & EQUIPMENT INC,SS&E,1000000,36,
00011459,140291,U S MUNICIPAL SUPPLY COBid # 00011459,20140422,20150422,SSE,U S MUNICIPAL SUPPLY CO,SS&E,3000000,36,
22113LTS,140107,PLAYPOWER LT FARMINGTON INCBid # 22113LTS,20130423,20150423,SSE,PLAYPOWER LT FARMINGTON INC,SS&E,1200000,36,"$72,251.75"
U4Z60230,140285,Ammunition,20140501,20150430,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,71472.89,33,
S4Z60390,140288,"Yale Locks, Closures and Related Items",20140501,20150430,SSE,INDEPENDENT HARDWARE INC,SS&E,32000.01,36,
S4Z60370,140197,Automotive Collision Services,20140201,20150430,SSE,PACIFICO FORD INC,SS&E,441087,33,"$261,245.48"
S3Z59410,130323,"Trophies, Medals, Plaques and Pins, etc.",20130501,20150430,SSE,AWARD PRODUCTS INC,SS&E,91081.9,34,"$5,596.75"
T3Z59430,130349,Parts for Drilling and Tapping Machines,20130501,20150430,SSE,EXETER SUPPLY COMPANY INC,SS&E,168750,33,"$8,360.42"
T3Z59340,130372,Portable Lavatory,20130501,20150430,SSE,A R F RENTAL SERVICES INC,SS&E,330162,33,"$18,794.00"
S3Z59580,130393,Repair of Electric Motors,20130501,20150430,SSE,WILLIER ELECTRIC MOTOR CO INC,SS&E,1475050,36,"$110,710.59"
S3Z59690,130395,Thermographed Business Cards and Gold Seal Stationary,20130501,20150430,SSE,ENVELOPES & PRINTED PRODUCTS INC,SS&E,380000,36,"$40,698.00"
S3Z59700,130397,"Photographic Supplies, Sch. 89",20130501,20150430,SSE,P P I PHOTOGRAPHICS INC,SS&E,608219.88,36,"$36,051.96"
S1Z57270,130410,Furniture Moving Services,20130501,20150430,SSE,IRA S DAVIS STORAGE CO INC,SS&E,241280,12,"$9,184.25"
V3Z59720,135131,Courier Service,20130501,20150430,SSE,PRIORITY EXPRESS COURIER INC,SS&E,13121.25,36,$978.25
00009413,130122,HUMANSCALE CORPBid # 00009413,20120919,20150430,SSE,HUMANSCALE CORP,SS&E,450000,,"$56,202.70"
S2Z58520,130043,"ELECTRICAL EMERGENCY GENERATORS  MAINTENANCE AND REPAIR FOR DEPARTMENT OF PUBLIC PROPERTY ONLY, SCH. 927=01",20120701,20150430,SSE,GILES & RANSOME INC,SS&E,365730,33,"$1,320.00"
00009408,120355,TRANSAMERICAN OFFICE FURNITURE INCBid # 00009408,20120618,20150430,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,2000000,,"$41,959.23"
S2XL8310,120330,REPAIR OF PORTABLE PUMPS AT SWWPCP,20120601,20150430,SSE,XYLEM DEWATERING SOLUTIONS INC,SS&E,110001,36,"$4,880.00"
T2Z58360,120306,Paper Shredders,20120501,20150430,SSE,SECURITY ENGINEERED MACHINERY,SS&E,385001,33,"$19,655.55"
S2Z58530,120314,After Market Automtive Collision Replacement Parts Sch 31-08,20120501,20150430,SSE,KEYSTONE AUTOMOTIVE INDUSTRIES INC,SS&E,69750,36,
S2Z58450,120317,"Repair, maintenance and/or engineering services of electrical equipment and systems",20120501,20150430,SSE,CHARLES W ROMANO CO,SS&E,3517830,36,"$130,238.54"
S2Z58480,A20276,TEREX SERVICESBid # S2Z58480,20120501,20150430,SSE,TEREX SERVICES,SS&E,361908,36,"$28,796.95"
S2Z57890,B20318,CLASS ACT REPORTING LLCBid # S2Z57890,20120501,20150430,SSE,CLASS ACT REPORTING LLC,SS&E,30001,30,
S2HM8150,120080,"Mechanical Seals, Rebuild Kits, Spiral Tracs, and Adaptors",20110801,20150430,SSE,PROCESS TECHNOLOGIES INC,SS&E,675000,33,"$8,179.60"
S1Z57240,120091,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,WAYMAN FIRE PROTECTION INC,SS&E,188800,33,"$27,494.77"
T2Z57990,120093,Air Circulators,20110727,20150430,SSE,503 CORP,SS&E,200001,34,"$20,211.50"
U1Z5720L,110323,Traffic Marking Compounds,20110519,20150430,SSE,SWARCO INDUSTRIES INC,SS&E,574000,36,"$82,500.00"
S1Z57210,110236,Medical Lab and Testing Equip Repair Services  Sch 57,20110501,20150430,SSE,QUALITY MEDICAL GROUP,SS&E,428209.8,36,"$9,704.98"
S1Z57200,110244,Traffic Marking Compounds,20110501,20150430,SSE,FLINT TRADING INC,SS&E,88049.16,36,"$26,840.00"
S1Z57290,110261,Ferrous and Non Ferrous Metal Sch 906-01,20110501,20150430,SSE,PENNSYLVANIA STEEL CO INC,SS&E,836233,36,"$37,756.40"
T1Z56780,110278,Rental of Passenger Vehicles,20110501,20150430,SSE,VEHICLE LEASING ASSOCIATES LLC,SS&E,490735,36,"$48,601.30"
S1WZ6590,110279,Uninterrupted Power Supply Service & Repair,20110501,20150430,SSE,CHARLES W ROMANO CO,SS&E,191800,36,
S1Z57280,110284,Engine Driven Pump Rental Sch 2016,20110501,20150430,SSE,FLEETWOOD INDUSTRIAL PRODUCTS,SS&E,169551.88,36,
S1Z5726S,110288,Snap-On Tools,20110501,20150430,SSE,I D S C HOLDINGS LLC,SS&E,675000,36,"$33,325.03"
S1XZ188S,110290,Maintenance Service for Supervisory Control and Data Acquisition (SCADA) System and Related Equipment,20110501,20150430,SSE,H S Q TECHNOLOGY,SS&E,357508,36,"$6,278.00"
T1Z57220,110306,Propane Gas,20110501,20150430,SSE,PRAXAIR DISTRIBUTION MID ATLANTIC LLC,SS&E,1199903.21,36,"$87,916.08"
S1YN282S,110309,Repair of Hurst Power Tools and Equipment,20110501,20150430,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,182080,36,"$25,978.00"
S1XW9220,110312,Resin Cartridge Exchanges and Filters,20110501,20150430,SSE,RES KEM LLC,SS&E,90001,36,"$2,399.42"
S1VZ3530,110319,Overhead Door and Gate Supplies,20110501,20150430,SSE,ABSTRACT OVERHEAD DOOR CO INC,SS&E,100000,36,"$2,704.80"
S1Z57250,110342,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,MTM RECOGNITION,SS&E,220590.5,36,"$4,177.82"
S1QM2280,110229,Identification Wrist Bands & Accessories,20110201,20150430,SSE,IRIS LTD INC,SS&E,305962.5,36,"$6,999.40"
S1QM2230,110109,Service Contract for Outboard Engines in Marine Unit,20101101,20150430,SSE,NEWPORT MARINE INC,SS&E,280001,36,"$1,288.45"
US110179,110135,PLAYCORE WISCONSINBid # US110179,20100917,20150508,SSE,PLAYCORE WISCONSIN,SS&E,2488000,,
S4OM7700,140268,Printed Case Folders,20140601,20150531,SSE,COMADE INC,SS&E,32001,36,
T4YQ0870,140294,Maintenance and Repair of Multifunction Snow Equipment,20140601,20150531,SSE,STEVES EQUIPMENT SERVICE,SS&E,52875,34,
S4Z60500,140297,Hazardous Tree Removal,20140601,20150531,SSE,INDEPENDENCE CONSTRUCTORS CORP,SS&E,357230,36,
S4Z60410,140303,Roofing Materials,20140601,20150531,SSE,STELWAGON ROOFING SUPPLY INC,SS&E,208007.7,36,
S4QG839S,140305,Remittance System Hardware Maintenance and Software Support,20140601,20150531,SSE,BURROUGHS INC,SS&E,61578,36,
00011357,140300,BANDIT INDUSTRIES INCBid # 00011357,20140521,20150531,SSE,BANDIT INDUSTRIES INC,SS&E,200000,,
00011413,140301,ALTEC INDUSTRIES INCBid # 00011413,20140521,20150531,SSE,ALTEC INDUSTRIES INC,SS&E,800000,,
00011426,140302,EAGLE POWER & EQUIPMENT CORPBid # 00011426,20140521,20150531,SSE,EAGLE POWER & EQUIPMENT CORP,SS&E,332000,,
00011350,140292,U S MUNICIPAL SUPPLY COBid # 00011350,20140505,20150531,SSE,U S MUNICIPAL SUPPLY CO,SS&E,1000000,18,
T4Z60310,140274,Bituminous Materials,20140401,20150531,SSE,CRAFCO INC,SS&E,32000.01,03,
S3YL4670,130262,Runway Silica Sand,20130601,20150531,SSE,WHIBCO OF NEW JERSEY INC,SS&E,204257,36,"$4,812.39"
S3XN6760,130354,Barber Clipper Sharpening & Hair Dryer Repair Svcs,20130601,20150531,SSE,M SCHNEIDER & SONS INC,SS&E,52001,36,"$1,954.20"
S3Z59520,130391,Curb and Valve Box Cleaner and Parts,20130601,20150531,SSE,FERGUSON ENTERPRISES INC,SS&E,115623,33,"$3,600.00"
S3Z59680,130394,Elevator/Escalator Maintenance and Repair Services for the Department of Public Property (Various Locations),20130601,20150531,SSE,OTIS ELEVATOR CO,SS&E,1357277,25,"$152,254.50"
S3Z59740,130402,Invasive Plant Control,20130601,20150531,SSE,WEEDS INC,SS&E,243960,36,"$7,035.44"
S3YE7470,130403,Treatment of Foundation Walls Purging & Waterproofing,20130601,20150531,SSE,NICHOLAS DELLA VECCHIA INC,SS&E,194116,36,"$26,868.50"
S3Z58400,130407,Custodial Services for Various City Agencies,20130601,20150531,SSE,TEAM CLEAN INC,SS&E,1551241.92,30,"$143,506.85"
S3Z58410,130411,Custodial Services for City Hall and other City-Owned Real Estate,20130601,20150531,SSE,TEAM CLEAN INC,SS&E,5200444.46,30,"$395,680.95"
S3Z5860S,130413,Underground Storage of Microfilm - Sch 444,20130601,20150531,SSE,IRON MOUNTAIN INFORMATION MANAGEMENT LLC,SS&E,268981.8,36,"$4,867.48"
S3Z59490,130417,Fax Machine Supplies,20130601,20150531,SSE,P C SPECIALISTS INC,SS&E,30000.01,33,"$22,710.00"
S3Z59450,130420,General Automotive Repair Services,20130601,20150531,SSE,DELAWARE VALLEY TRUCK SERVICE,SS&E,107572.84,33,"$6,947.02"
S3YQ0590,130423,Purchase of Various Sport Utility Vehicles,20130601,20150531,SSE,CHAPMAN CHEVROLET LLC,SS&E,5537000,36,"$44,126.98"
00009635,120356,TRANSAMERICAN OFFICE FURNITURE INCBid # 00009635,20120618,20150531,SSE,TRANSAMERICAN OFFICE FURNITURE INC,SS&E,2928000,,"$123,593.75"
T2Z57580,120324,Electronic Waste Recycling and Data Sanitization Services Sch 70-02,20120601,20150531,SSE,MATERIALS PROCESSING CORPORATION,SS&E,200000,24,$762.10
S2YD4830,120336,Annual Preventive Maint & Repair Services for Nederman Direct Source Capture Exhaust Systems City of Phila Fire Stations,20120601,20150531,SSE,SYCAMORE MECHANICAL CONTRACTORS LLC,SS&E,950187.5,36,
S2Z58800,120342,"RENTAL SCHOOL BUS TYPE, 15 PASSENGER VAND AND MINIBUS TRANSPORTATION, SCH. 345",20120601,20150531,SSE,FIRST STUDENT INC,SS&E,792776.8,36,"$9,782.04"
S2YQ6480,120343,AIR CONDITIONING MAINTENANCE AND REPAIRS,20120601,20150531,SSE,DEVINE BROTHERS INC,SS&E,975001,36,"$39,612.12"
S2TW2590,120345,FULL AND PREVENTIVE MAINTENANCE FOR HVAC AND PLUMBING,20120601,20150531,SSE,DEVINE BROTHERS INC,SS&E,180001,36,$952.07
031210NJ,120152,STAPLES CONTRACT & COMMERCIAL INCBid # 031210NJ,20110701,20150531,SSE,STAPLES CONTRACT & COMMERCIAL INC,SS&E,5940000,24,"$299,306.21"
S1QM2310,110305,Gunsmithing Tools & Care & Cleaning Supplies,20110601,20150531,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,75780,36,$259.01
S1Z5737M,110318,Ballistic Vests (New Generation),20110601,20150531,SSE,ATLANTIC TACTICAL INC,SS&E,4200421.6,36,"$34,735.20"
S1XT6800,110328,"Van, Compact, Electric Drive",20110601,20150531,SSE,PACIFICO FORD INC,SS&E,94347.48,36,
S1YL6750,110332,Sweep Officers Uniforms & Accessories,20110601,20150531,SSE,AMERICAN UNIFORM SALES INC,SS&E,253017.75,36,"$5,512.70"
S1YN1770,110171,Repairs to Overhead Exhaust Ventilation Systems,20110301,20150531,SSE,CHARLES W ROMANO CO,SS&E,200220,36,$590.28
S1Z57070,110272,Janitorial Supplies,20110301,20150531,SSE,SOUTH JERSEY PAPER PRODUCTS,SS&E,788000.11,36,"$101,084.67"
S0XZ1300,100328,Juniper Switches,20100601,20150531,SSE,P C SPECIALISTS INC,SS&E,13000000,36,"$532,111.00"
000358-3,130180,S H I INTERNATIONAL CORPBid # 000358-3,20130101,20150602,SSE,S H I INTERNATIONAL CORP,SS&E,2638769,36,"$417,720.55"
000358-1,130181,EN POINTE TECHNOLOGIESBid # 000358-1,20130101,20150602,SSE,EN POINTE TECHNOLOGIES,SS&E,1000000,36,"$63,613.27"
000358-2,130089,INSIGHT PUBLIC SECTOR INCBid # 000358-2,20120920,20150602,SSE,INSIGHT PUBLIC SECTOR INC,SS&E,1500000,36,"$9,784.28"
S2Z58790,120337,"SUMMER LUNCH AND AFTER SCHOOL SNACK AND SUPPER PROGRAMS, SCH. 579",20120618,20150607,SSE,MARAMONT CORP,SS&E,16578190,36,"$423,381.29"
S2YN1990,120349,REPAIR OF OVERHEAD LUBE SYSTEMS,20120611,20150610,SSE,REGENT HYDRAULIC & MACHINE WORKS,SS&E,400100,36,"$10,379.43"
S4Z59870,140001,Valve Acuator Parts,20130701,20150630,SSE,FERGUSON ENTERPRISES INC,SS&E,464000,36,"$91,835.70"
T3Z58950,140004,"RECAPPING/REPAIR TIRE SERVICE, EMERGENCY ROAD/OFF THE ROAD (OTR) SERVICE AND OUTRIGHT PURCHASE OF CAP AND CASINGS",20130701,20150630,SSE,HENISE TIRE SERVICE INC,SS&E,740737.49,33,"$78,292.14"
S4Z59670,140005,RFG Gasoline and Bio Diesel Fuel (5%),20130701,20150630,SSE,MANSFIELD OIL COMPANY OF GAINSVILLE INC,SS&E,47321716.74,36,"$4,209,885.49"
S4Z59810,140016,Rock Salt,20130701,20150630,SSE,DART SEASONAL PRODUCTS INC,SS&E,375000,12,"$894,402.73"
S4YL4710,140019,The FIXX - High Solids Floor Finish and Sealer (Spartan),20130701,20150630,SSE,INTERLINE BRANDS INC,SS&E,40307.5,36,"$21,030.00"
