Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Remaining_Contract_Months,Total_Transactions
4125ELBE,B34109,JACK COHEN & COMPANY INCORPORATED Bid# 4125ELBE,20141229,,PW,JACK COHEN & COMPANY INCORPORATED,HEALTH,"$14,529.05",,,5079.65
4126ELEC,144157,"Emergency Standby Power Installation for Engines 19, 36, 37 & 46, Phila PA",20141024,,PW,CARR & DUFF INCORPORATED,DIRECTOR OF FINANCE,"$466,006.00",,,206576.95
4178ME,D14141,EDWARD J MELONEY INCORPORATED Bid# 4178ME,20130211,,PW,EDWARD J MELONEY INCORPORATED,POLICE,"$16,367.00",,,8494.6
4178MECH,E14141,EDWARD J MELONEY INCORPORATED Bid# 4178MECH,20130214,,PW,EDWARD J MELONEY INCORPORATED,POLICE,"$15,353.00",,,19389.1
4196GCON,D34024,MILESTONE CONSTRUCTION MANAGEMENT INC Bid# 4196GCON,20140425,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,RECREATION,"$33,750.00",,,19221.92
4218GCON,134088,"Heating System Replacement, Units F&G, Phila Detention Ctr. Phila PA (Partial Certification)",20130807,,PW,MILESTONE CONSTRUCTION MANAGEMENT INC,PRISONS,"$392,700.00",,,24066.9
4235ELEC,144150,Krewstown Equestrian Center Renovations (Partial Certification),20141016,,PW,MULHERN ELECTRIC COMPANY,POLICE,"$56,785.00",,,14843.7
4235GCON,144136,"Krewstown Equestrian Center Renovations, Phila PA",20140922,,PW,"PANNULLA CONSTRUCTION CO., INC.",POLICE,"$314,160.00",,,127996.2
4235MECH,144140,Krewstown Equestrian Center Renovations,20141016,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,POLICE,"$121,890.00",,,64441.8
4235PLUM,144139,Krewstown Equestrian Center Renovations,20141016,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,POLICE,"$124,950.00",,,74441.7
4241ELEC,144129,"Fire Alarm and CCTV Systems for Various Recreational Sites - Group 11 Est. $500K-$1MIL Mandatory Prebid 3/18/14 10:30AM at 1515 Arch St, 11th FL, Specs Avail. 3/4/14",20140804,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$830,403.75",,,412117.38
4242ELEC,A44162,SCHLEIG ELECTRIC INCORPORATED Bid# 4242ELEC,20140912,,PW,SCHLEIG ELECTRIC INCORPORATED,POLICE,"$74,133.13",,,12718.8
4242MECH,144167,"Mechanicial, Electrical & Plumbing Improvements @ Police HQ and 22nd Police District, E",20140912,,PW,ALLSTATES MECHANICAL LTD.,POLICE,"$508,266.00",,,274146.98
4242PLUM,B44160,KASER MECHANICAL Bid# 4242PLUM,20140912,,PW,KASER MECHANICAL,POLICE,"$101,745.20",,,48481.96
4247ROOF,154043,"Fire Dept Roofing Renov at Various Locations,",20141105,,PW,UNION ROOFING CONTRACTORS INC,FIRE,"$1,016,940.00",,,808990.24
4255ELEC,B24150,FIDELITY BURGLAR & FIRE ALARM CO INC Bid# 4255ELEC,20130806,,PW,FIDELITY BURGLAR & FIRE ALARM CO INC,RECREATION,"$4,663.50",,,14111.63
4268GCON,U24118,BUILDING RESTORATION INC Bid# 4268GCON,20140609,,PW,BUILDING RESTORATION INC,DIRECTOR OF FINANCE,"$16,420.90",,,51171.8
4281ELBG,A44132,J P C GROUP INC Bid# 4281ELBG,20141205,,PW,J P C GROUP INC,FIRE,"$21,518.00",,,25440.8
4292ELBE,154034,Security Cameras and Mosquito Devices (Emergency Letter Bid),20141024,,PW,HYDE ELECTRIC CORPORATION,RECREATION,"$361,312.50",,,15828.93
4356ELEC,144125,Major Renovations for the new Phila Police Training Center; EST $2M-$5M; Mandatory PreBid 02/04/14 at 10am at 2838 Woodhaven Rd; Specs Avail 01/21/14,20140612,,PW,EAGLE I ELECTRIC,POLICE,"$2,177,615.28",,,938097.52
4356GCON,144119,"Major renovations for the new Phila Police Training Center, EST >$5,000,000; Mandatory PreBid 02/04/14 @ 10am at 2838 Woodhaven Rd; ;Specs Avail 01/21/14",20140617,,PW,HUNTER ROBERTS CONSTRUCTION GROUP,POLICE,"$5,795,999.26",,,2339967.25
4356MECH,144118,"Major Renovations for the new Phila Police Training Center, Phila PA",20140618,,PW,DEVINE BROTHERS INC,POLICE,"$1,966,560.00",,,673662.1
4356PLUM,144120,Major Renovations for the new Phila Police Training Center; EST $500K-$1M; Mandatory PreBid 02/04/14 at 10am at 2838 Woodhaven Rd; Specs 01/21/14,20140606,,PW,DOLAN MECHANICAL,POLICE,"$626,280.00",,,410023.93
4380GCON,B44074,ROCKPORT CONSTRUCTION COMPANY INC Bid# 4380GCON,20140822,,PW,ROCKPORT CONSTRUCTION COMPANY INC,RECREATION,"$19,768.80",,,290534.97
4380GCON,144074,"Panati PG Site Improvements, (Partially Fed Funded)",20140305,,PW,ROCKPORT CONSTRUCTION COMPANY INC,RECREATION,"$924,954.34",,,290534.97
4400GCON,B34057,DONATO SPAVENTA & SONS INCORPORATED Bid# 4400GCON,20140729,,PW,DONATO SPAVENTA & SONS INCORPORATED,RECREATION,"$38,457.33",,,19702.19
4522ELEC,A24149,HYDE ELECTRIC CORPORATION Bid# 4522ELEC,20140509,,PW,HYDE ELECTRIC CORPORATION,PUBLIC PROPERTY,"$10,337.39",,,8515.58
4522ELEV,124113,"Rehabilitation of City Hall Elevators, Phase 2, Phila PA (Partial Certification)",20120622,,PW,OTIS ELEVATOR CO,PUBLIC PROPERTY,"$1,625,900.00",,,197256.31
4522GCON,124110,"Rehabilitation of City Hall Elevators, Phase 2 Phila, PA",20120914,,PW,ANTHONY BIDDLE CONTRACTORS INC,PUBLIC PROPERTY,"$246,960.00",,,57577.8
4545ELEC,B44052,SCHLEIG ELECTRIC INCORPORATED Bid# 4545ELEC,20141205,,PW,SCHLEIG ELECTRIC INCORPORATED,PUBLIC PROPERTY,"$12,368.42",,,34178.68
4545GCON,144053,Electrical Closet Upgrade @ City Hall,20140211,,PW,MURPHY QUIGLEY COMPANY,PUBLIC PROPERTY,"$1,114,860.00",,,191686.38
4608ECMS,144128,"Stormwater Trenches in Ben Franklin Pkwy  Est: $3.5M-4M  Bidders are Required to Follow Instruction/Submit Questions on PADOT Website (www.dot14.state.pa.us/ECMS) (Fed Funded), Specs Avail 2/4/14    ECMS #84649",20140612,,PW,TONY DEPAUL AND SON,RECREATION,"$3,324,063.60",,,56714.94
4623ELEC,C24075,MULHERN ELECTRIC COMPANY Bid# 4623ELEC,20130118,,PW,MULHERN ELECTRIC COMPANY,POLICE,"$298,900.00",,,6922.64
4694GCON,K44081,"PANNULLA CONSTRUCTION CO., INC. Bid# 4694GCON",20141219,,PW,"PANNULLA CONSTRUCTION CO., INC.",POLICE,"$227,610.22",,,336927.4
4799GCON,144032,"Structural Renovations at Engine 16, 51, 62 and 70. Phila, PA (Partial Certification)",20131021,,PW,MURPHY QUIGLEY COMPANY,FIRE,"$842,520.00",,,85428.13
4799PLUM,144018,"Structural Renovations at Engine 16, 51, 62 and 70. Phila, PA",20131101,,PW,DOMENIC DIDONATO PLUMBING & HEATING INC,FIRE,"$59,160.00",,,10672.26
4821MECH,S34022,GENERAL ASPHALT PAVING CO OF PHILADELPHI Bid# 4821MECH,20150107,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,PUBLIC PROPERTY,"$7,030.35",,,119797.06
4882ASBT,Y34120,ASSOCIATED SPECIALTY CONTRACTING Bid# 4882ASBT,20140911,,PW,ASSOCIATED SPECIALTY CONTRACTING,PUBLIC PROPERTY,"$50,000.00",,,263181.73
4972GCON,F24108,DONATO SPAVENTA & SONS INCORPORATED Bid# 4972GCON,20140922,,PW,DONATO SPAVENTA & SONS INCORPORATED,DIRECTOR OF FINANCE,"$17,501.80",,,15000
4972MECH,124109,"Pleasant Playground - New Building and Playground Phila, PA (Partial Certification)",20120726,,PW,GENERAL ASPHALT PAVING CO OF PHILADELPHI,RECREATION,"$145,809.00",,,8513.4
4995GCON,144069,"Site Improvements at Shevchenko Park North Broad St & Sommerville Ave, Phila PA",20131216,,PW,GESSLER CONSTRUCTION COMPANY,RECREATION,"$279,400.00",,,138989
6959ELB,I34091,JACK COHEN & COMPANY INCORPORATED Bid# 6959ELB,20150129,,PW,JACK COHEN & COMPANY INCORPORATED,COMMERCE,"$449,999.00",,,436075.62
6960ELB,B34092,EDWARD J MELONEY INCORPORATED Bid# 6960ELB,20150212,,PW,EDWARD J MELONEY INCORPORATED,COMMERCE,"$350,000.00",,,434873.01
6966ELB,B44041,MASON BUILDING GROUP INC Bid# 6966ELB,20140829,,PW,MASON BUILDING GROUP INC,COMMERCE,"$3,373,325.00",,,109114.82
70313VRM,150121,R J SHERMAN ASSOCIATES INC Bid # 70313VRM,20141222,20150820,SSE,R J SHERMAN ASSOCIATES INC,SS&E,831466,36,36,
A1Z57040,A20113,GIRARD CAR WASH & DETAIL CENTER INC Bid # A1Z57040,20110901,20150831,SSE,GIRARD CAR WASH & DETAIL CENTER INC,SS&E,160001,36,12,"$27,438.27"
A1Z5704L,130104,Auto and Light Truck Wash and Detailing Services  Sch 84,20120901,20150831,SSE,ALL SEASONS CAR WASH & LUBE LLC,SS&E,50000.01,24,00,"$1,674.00"
A3Z59360,140248,Engine and Transmission Repair,20140201,20160131,SSE,DEL VAL INTERNATIONAL TRUCKS INC,SS&E,35150,33,21,
A4XL8400,140275,Supervision and Technical Services for the Process Control Computer System,20140317,20160316,SSE,SHINGLE & GIBB CO,SS&E,237445,36,24,"$4,204.00"
A4Z60230,150042,Ammunition,20140701,20150630,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,108675,31,31,
A5WJ7980,150104,Restoration of Library Materials,20141101,20151031,SSE,H F GROUP LLC,SS&E,46125,32,32,
B2VW480L,120304,Sigma Aldrich Reagent Cartridges,20120401,20150331,SSE,CEN MED ENTERPRISES,SS&E,68250,36,12,"$6,720.00"
CPA01-01,140249,DELL MARKETING L P Bid # CPA01-01,20140123,20151231,SSE,DELL MARKETING L P,SS&E,3200000,24,24,"$604,903.44"
PEPPM,120193,XEROX CORP Bid # PEPPM,20111121,20151231,SSE,XEROX CORP,SS&E,6271000,,,"$352,040.70"
PEPPM 15,150166,XEROX CORP Bid # PEPPM 15,20150202,20160202,SSE,XEROX CORP,SS&E,1000000,36,36,"$8,150.94"
PR11-14,150116,LANDSCAPE STRUCTURES INC Bid # PR11-14,20141201,20151130,SSE,LANDSCAPE STRUCTURES INC,SS&E,800000,,,
S0DA034S,110102,Maintenance of Bentley Microstation Software,20100101,20150630,SSE,BENTLEY SYSTEMS INC,SS&E,856616.8,36,00,"$144,551.47"
S0XZ1300,100328,Juniper Switches,20100601,20150531,SSE,P C SPECIALISTS INC,SS&E,13000000,36,00,"$891,899.00"
S0XZ140S,100169,Intranet Quorum (IQ) CRM Software,20090901,20150630,SSE,LOCKHEED MARTIN DESKTOP SOLUTIONS INC,SS&E,328292.08,07,00,"$1,978.00"
S0YB5030,090418,"Rental of Immunochemistry Analyzer System & Reagents, Consumables & Supplies",20090601,20150630,SSE,SIEMENS HEALTHCARE DIAGNOSTICS INC,SS&E,1450220.5,36,00,
S1OO2780,110308,Ductile Iron Pipe,20110401,20150331,SSE,FERGUSON ENTERPRISES INC,SS&E,2630000,36,00,"$136,225.61"
S1QG828S,110300,Purchase of Model DI950 Folding & Inserting System,20110401,20150331,SSE,PITNEY BOWES INC,SS&E,343258.6,36,00,"$20,363.00"
S1QM2230,110109,Service Contract for Outboard Engines in Marine Unit,20101101,20150430,SSE,NEWPORT MARINE INC,SS&E,280001,36,00,
S1QM224S,110098,CBM Image Archive System Software & Support Services,20100801,20150731,SSE,C B M ARCHIVES CO LLC,SS&E,300672.88,36,00,
S1QM2270,110206,Glock Pistols,20110301,20150228,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,763776.5,36,00,
S1QM2280,110229,Identification Wrist Bands & Accessories,20110201,20150430,SSE,IRIS LTD INC,SS&E,305962.5,36,03,"$16,714.00"
S1QM2310,110305,Gunsmithing Tools & Care & Cleaning Supplies,20110601,20150531,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,75780,36,00,$375.80
S1QO371S,912797,CONCOURSE ELECTRIC SERVICE,19900701,20150630,SSE,SOUTHEASTERN PA TRANSPORTATION AUTHORITY,SS&E,69250677.1,12,12,
S1VZ3530,110319,Overhead Door and Gate Supplies,20110501,20150430,SSE,ABSTRACT OVERHEAD DOOR CO INC,SS&E,100000,36,00,
S1VZ6000,110097,Internet Access Service,20100701,20150228,SSE,CAVALIER TELEPHONE MID ATLANTIC LLC,SS&E,2707420,36,00,
S1WQ281S,110242,Orasure and Oraquick Advance Rapid HIV Test Devices and Controls,20110401,20150331,SSE,ORASURE TECHNOLOGIES INC,SS&E,4494500,36,00,"$308,904.08"
S1WZ6590,110279,Uninterrupted Power Supply Service & Repair,20110501,20150430,SSE,CHARLES W ROMANO CO,SS&E,191800,36,00,$677.38
S1XT6800,110328,"Van, Compact, Electric Drive",20110601,20150531,SSE,PACIFICO FORD INC,SS&E,94347.48,36,00,
S1XW9220,110312,Resin Cartridge Exchanges and Filters,20110501,20150430,SSE,RES KEM LLC,SS&E,90001,36,00,"$2,064.51"
S1XZ188S,110290,Maintenance Service for Supervisory Control and Data Acquisition (SCADA) System and Related Equipment,20110501,20150430,SSE,H S Q TECHNOLOGY,SS&E,357508,36,00,"$12,556.00"
S1YC470S,110307,Traffic Signal Equipment,20110601,20150228,SSE,IMAGE COMPONENTS INC,SS&E,600076.8,33,00,
S1YL6720,110183,Repair of CCTV Systems,20110301,20150228,SSE,CHARLES W ROMANO CO,SS&E,90001,36,00,
S1YL6750,110332,Sweep Officers Uniforms & Accessories,20110601,20150531,SSE,AMERICAN UNIFORM SALES INC,SS&E,253017.75,36,00,"$11,190.10"
S1YN1760,110150,Cleaning and Refinishing of Steel and Aluminum Rims/Wheels,20110201,20150430,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC,SS&E,100000,36,00,
S1YN1770,110171,Repairs to Overhead Exhaust Ventilation Systems,20110301,20150531,SSE,CHARLES W ROMANO CO,SS&E,200220,36,00,"$18,249.97"
S1YN1780,110202,Inspection/Maintenance of Samsco Water Evaporator,20110401,20150331,SSE,CHARLES W ROMANO CO,SS&E,30001,36,00,"$1,300.00"
S1YN1790,110207,Maintenance/Repair of JBI Spray Paint Booths,20100401,20150630,SSE,CHARLES W ROMANO CO,SS&E,30001,36,00,
S1YN180S,110235,Rental of Trailers,20110401,20150331,SSE,HECHT TRAILERS LLC,SS&E,97000,36,00,"$2,174.05"
S1YN182S,A10240,OPUS INSPECTION INC Bid # S1YN182S,20110401,20150630,SSE,OPUS INSPECTION INC,SS&E,145603,36,00,"$23,196.65"
S1YN1830,110210,Heavy Duty Vehicle Washing,20110401,20150630,SSE,FISHTOWN FLEET WASH INC,SS&E,200001,36,00,"$15,175.00"
S1YN1840,110196,Auto Upholstery Services,20110401,20150630,SSE,STATE GLASS & UPHOLSTERY INC,SS&E,255655,36,00,"$13,875.00"
S1YN1850,110265,Heavy Duty Truck Body Repairs,20110401,20150630,SSE,ROBS AUTOMOTIVE & COLLISION CENTER INC,SS&E,275001,36,00,"$100,895.26"
S1YN1860,120065,Repair & Safety Certification of Heavy Duty Trucks,20110701,20150630,SSE,DEL VAL INTERNATIONAL TRUCKS INC,SS&E,500206,36,00,"$28,926.63"
S1YN282S,110309,Repair of Hurst Power Tools and Equipment,20110501,20150430,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,192080,36,00,"$26,300.00"
S1YQ4570,120083,Montel Storage System Parts,20110801,20150731,SSE,STORAGE SYSTEMS USA INC,SS&E,71001,36,00,
S1YQ803S,120231,Maintenance of Digital Logging Recorder System,20120101,20151231,SSE,NICE SYSTEMS INC,SS&E,1115868,36,00,"$138,434.00"
S1Z56650,110292,Uniform Apparel and Accessories,20110401,20150331,SSE,AMERICAN UNIFORM SALES INC,SS&E,2900000,36,00,"$88,164.47"
S1Z56830,110217,"Elevator, Escalator and Dumbwaiter Maint & Repair Services for Various Locations",20110101,20150531,SSE,THYSSENKRUPP ELEVATOR CO,SS&E,2200000,36,01,"$31,327.07"
S1Z56850,110131,"Work Gloves,  Schedule 1000",20110101,20150331,SSE,SAF T GARD INTERNATIONAL INC,SS&E,1828700,36,00,"$37,042.39"
S1Z56970,B10230,VEOLIA ES TECHNICAL SOLUTIONS LLC Bid # S1Z56970,20110201,20150430,SSE,VEOLIA ES TECHNICAL SOLUTIONS LLC,SS&E,120301,36,00,
S1Z57020,110253,Tires & Tubes  Schedule 35,20110301,20150228,SSE,MCCARTHY TIRE SERVICE CO OF PHILA INC,SS&E,2200000,36,00,"$143,288.88"
S1Z57050,110228,Rental Service of Contractor's Equip   Sch 97,20110301,20150531,SSE,T N T EQUIPMENT SALES & RENTALS,SS&E,315000,36,00,"$31,500.00"
S1Z57060,110178,"Purchase of Handcuffs, Leg Irons, etc",20110301,20150228,SSE,ATLANTIC TACTICAL INC,SS&E,227730,36,00,"$2,314.50"
S1Z57070,110272,Janitorial Supplies,20110301,20150531,SSE,SOUTH JERSEY PAPER PRODUCTS,SS&E,788000.11,36,00,"$114,807.53"
S1Z57090,110225,Stainless Steel Banding Materials,20110301,20150228,SSE,INDEPENDENT METAL STRAP CO,SS&E,160001,36,00,
S1Z57100,110201,Sewer Cleaning Services,20110301,20150531,SSE,MOBILE DREDGING & PUMPING CO,SS&E,2400610,36,00,"$36,176.32"
S1Z57110,110192,Playground Parts & Materials  Sch 921,20110301,20150228,SSE,SOFSURFACES INC,SS&E,30001,36,00,
S1Z57120,110205,"Testing, Repair, Clean-up and Final Disposal of PCB Contaminated Solids and Liquids",20110301,20150228,SSE,CLEAN VENTURE INC,SS&E,30001,36,00,
S1Z57150,110226,First Aid Kits and Refills  Sch 541,20110401,20150630,SSE,EVER READY FIRST AID & MEDICAL SUPPLY,SS&E,90001,36,00,"$4,025.68"
S1Z57160,110213,Broadloom Carpet and Installation  Sch 585,20110401,20150331,SSE,PAIK INC,SS&E,381852.5,36,00,"$46,279.04"
S1Z57170,110259,"Seeds, Fertilizer, Herbicides, Insecticides, Fungicides, Etc",20110401,20150331,SSE,PENNINGTON SEED,SS&E,60001,36,00,"$4,236.38"
S1Z57180,110215,Transformer Oil Testing and Maintenance  Sch 2011,20110401,20150331,SSE,TRANSFORMER SERVICE INC,SS&E,83001,36,00,"$26,635.00"
S1Z57200,110244,Traffic Marking Compounds,20110501,20150430,SSE,FLINT TRADING INC,SS&E,88049.16,36,00,"$31,372.00"
S1Z57210,110236,Medical Lab and Testing Equip Repair Services  Sch 57,20110501,20150430,SSE,QUALITY MEDICAL GROUP,SS&E,428209.8,36,00,"$14,296.40"
S1Z57230,110281,"Toilet tissue, paper towels & Feminine Hygiene Prods, sch 122",20110501,20150430,SSE,SOUTH JERSEY PAPER PRODUCTS,SS&E,6200000.1,36,00,"$322,632.30"
S1Z57240,120091,Maintenance of Smoke & Heat Detectors  Sch 153,20110801,20150430,SSE,WAYMAN FIRE PROTECTION INC,SS&E,188800,33,00,"$19,265.69"
S1Z57250,110342,Employee Service Pins and Badges  Sch 174,20110501,20150430,SSE,MTM RECOGNITION,SS&E,245590.5,36,00,$927.86
S1Z5726S,110288,Snap-On Tools,20110501,20150430,SSE,I D S C HOLDINGS LLC,SS&E,675000,36,00,"$36,370.25"
S1Z57270,130410,Furniture Moving Services,20130501,20150430,SSE,IRA S DAVIS STORAGE CO INC,SS&E,241280,12,00,"$5,241.75"
S1Z57280,110284,Engine Driven Pump Rental Sch 2016,20110501,20150430,SSE,FLEETWOOD INDUSTRIAL PRODUCTS,SS&E,169551.88,36,00,
S1Z57290,110261,Ferrous and Non Ferrous Metal Sch 906-01,20110501,20150430,SSE,PENNSYLVANIA STEEL CO INC,SS&E,836233,36,00,"$19,628.43"
S1Z57350,110293,Irrigation maint and Repair Service Sch 806,20110401,20150331,SSE,IRRIGATION SYSTEMS INC,SS&E,150400,36,00,
S1Z5737M,110318,Ballistic Vests (New Generation),20110601,20150531,SSE,ATLANTIC TACTICAL INC,SS&E,4200421.6,36,00,"$74,046.48"
S1Z5756S,110267,Maintenance Support on Agilent Equipment,20110401,20150331,SSE,AGILENT TECHNOLOGIES INC,SS&E,784711.34,36,00,"$8,027.57"
S2DA036S,120313,Process Control System,20120401,20160331,SSE,A B B INC,SS&E,1756281.2,36,00,
S2HM8150,120080,"Mechanical Seals, Rebuild Kits, Spiral Tracs, and Adaptors",20110801,20150430,SSE,PROCESS TECHNOLOGIES INC,SS&E,675000,33,00,"$22,010.90"
S2HM8170,120232,Replacement Parts for Sedimentation Tanks - Siemens,20120101,20151231,SSE,G P JAGER & ASSOCS,SS&E,955000,36,00,"$62,918.10"
S2OO2820,120128,"Meters, Parts and Supplies for : Badger, Rockwell, Kent & Hersey",20111001,20150731,SSE,SENSUS USA INC,SS&E,1000000,34,00,"$8,040.00"
S2OO2830,120207,"Pipe, Clay Vitrified",20120101,20151231,SSE,FERGUSON ENTERPRISES INC,SS&E,760001,36,00,
S2OO2840,120157,Pipe Fittings,20111001,20150630,SSE,FERGUSON ENTERPRISES INC,SS&E,1220000,33,00,"$37,688.00"
S2OO2860,120311,"Slabs Concrete  64""",20120401,20150331,SSE,ALTOMARE PRECAST INC,SS&E,580000,36,12,
S2QG832S,B20005,BELL & HOWELL LLC Bid # S2QG832S,20111127,20150630,SSE,BELL & HOWELL LLC,SS&E,695346,36,00,"$4,173.80"
S2QM2330,120183,Marine Diesel Engine Repairs and Parts,20111201,20151130,SSE,D M GROUP INC,SS&E,80125,36,00,
S2QM2360,120250,"GUN REPLACEMENT PARTS,",20120201,20160131,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,90001,36,00,
S2QM590S,120281,Qualtrax 4.X SSQL Base System With Training,20120401,20160331,SSE,QUALTRAX INC,SS&E,100600,36,00,
S2QM591S,A30094,LIFE TECHNOLOGIES CORP Bid # S2QM591S,20120801,20150731,SSE,LIFE TECHNOLOGIES CORP,SS&E,523931.36,36,12,
S2TW2560,120167,Air Conditioning Equipment Services,20111101,20150930,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,455957,35,00,"$19,143.00"
S2TW2590,120345,FULL AND PREVENTIVE MAINTENANCE FOR HVAC AND PLUMBING,20120601,20150531,SSE,DEVINE BROTHERS INC,SS&E,180001,36,12,"$86,298.24"
S2VU1930,140150,JANITORIAL SERVICES-FAIRMOUNT INTERPRETIVE CENTER .,20131001,20150930,SSE,T U C S CLEANING SERVICE INC,SS&E,93680.08,21,09,"$3,167.50"
S2VZ3520,120006,"Installation, Test and Repair of Backflow Prevention Devices",20110701,20150630,SSE,DEVINE BROTHERS INC,SS&E,490945,36,00,"$22,280.63"
S2VZ3830,120253,MAINTENANCE AND REPAIR OF DIGITAL HVAC SYSTEM,20120401,20160331,SSE,DEVINE BROTHERS INC,SS&E,180001,36,00,
S2VZ3960,120321,"FIBERGLASS DOORS, FRAMES, ACCESSORIES AND HARDWARE, AND INSTALLATION SERVICE,",20120601,20150531,SSE,JAMES DOORCHECK INC,SS&E,999754,36,12,
S2WJ7740,120130,Monthly Maintenance of Branches Library HVAC System,20111001,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,1800530,36,00,"$66,669.82"
S2WQ2820,120187,NON-ORAL RAPID HIV TEST DEVICES AND CONTROLS,20120101,20151231,SSE,ALERE NORTH AMERICA INC,SS&E,612040,36,00,"$29,225.01"
S2XL8100,120076,Integrated Predictive Maintenance Service,20110701,20150630,SSE,D ELECTRIC INC,SS&E,200912,36,00,"$2,362.50"
S2XL8160,120122,Citect Software Support for PWD,20110901,20150831,SSE,SHINGLE & GIBB CO,SS&E,252000,36,00,
S2XL8310,120330,REPAIR OF PORTABLE PUMPS AT SWWPCP,20120601,20150430,SSE,XYLEM DEWATERING SOLUTIONS INC,SS&E,110001,36,12,
S2XN6680,120196,Work Boots,20111201,20151031,SSE,GOALTEX CORP,SS&E,133784.5,35,00,"$13,568.32"
S2XN6690,120179,"Fire Suppression Systems Inspection, Testing, Certification and Repair for the Prison System",20120101,20151231,SSE,CINTAS CORP NO 2,SS&E,97480,36,00,"$9,425.00"
S2XN6700,120171,Cleaning of Kitchen Grease Traps,20120101,20151231,SSE,RUSSELL REID WASTE HULNG & DISP SRVC CO,SS&E,260165,36,00,"$11,087.00"
S2XN6710,120180,,20120101,20151231,SSE,J & S POWER SOLUTIONS INC,SS&E,90001,36,00,"$6,320.00"
S2XN8840,120019,Printing of Laser Election Voter Admission Slips,20110701,20150630,SSE,VANGUARD DIRECT,SS&E,122500.01,36,00,
S2XR724S,120121,Enzyme Immunoassay Kits,20110901,20150831,SSE,NEOGEN CORP,SS&E,92001,36,00,"$4,014.72"
S2XS955S,120266,"INDIANA CHAIR COMPONENTS, DESKS AND PANEL SYSTEMS",20120101,20151231,SSE,LEGGETT & PLATT INC,SS&E,290000,36,00,
S2XT6830,120100,"Trailer, Refuse, Rear Loading",20110901,20150831,SSE,SPECTOR MANUFACTURING INC,SS&E,310000,36,00,
S2XT6860,120143,4x2 Truck with 5 cy dump body,20111101,20151031,SSE,RANSOME INTERNATIONAL LLC,SS&E,1640375,36,00,
S2XT6910,120163,"Van, Various Configurations",20111101,20151031,SSE,PACIFICO FORD INC,SS&E,3299000,36,00,"$50,438.66"
S2XT6960,130045,"6 x4 CAB OVER TRUCK, MOBILE CONCRETE MIXER",20120701,20150630,SSE,G L SAYRE INC,SS&E,600000,36,12,
S2XY8140,120247,Repair of Firefighting Clothing,20120201,20160131,SSE,911 SAFETY EQUIPMENT LLC,SS&E,2749051,36,00,"$227,917.94"
S2XY8150,120320,"Ladder, Firefighting",20120501,20150430,SSE,W W ENGINE & SUPPLY INC,SS&E,90001,36,12,
S2XY837S,120338,Hurst Jaws of Life Rescue Equipment,20120601,20150531,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,109490,36,12,
S2YB9950,120299,"INSPECTION, MAINTENANCE AND REPAIR OF DUNHAM BUSH CHILLERS,",20120401,20160331,SSE,H & H HEATING & AIR CONDITIONING INC,SS&E,208825,36,00,"$2,543.76"
S2YC4870,130073,FIBER OPTIC SUPPLIES AND EQUIPMENT,20120801,20150731,SSE,GRAYBAR ELECTRIC CO INC,SS&E,775000,33,09,$162.00
S2YD4830,120336,Annual Preventive Maint & Repair Services for Nederman Direct Source Capture Exhaust Systems City of Phila Fire Stations,20120601,20150531,SSE,SYCAMORE MECHANICAL CONTRACTORS LLC,SS&E,950187.5,36,12,"$112,723.34"
S2YL533S,120268,Parts Replacement for ADB-ALNACO Runway Taxiway Lighting Fixtures and/or Visual Aids,20120301,20160229,SSE,A D B AIRFIELD SOLUTIONS LLC,SS&E,876000,36,00,"$1,302.30"
S2YL6760,120178,Disposal of Tires,20111201,20151130,SSE,COVANTA 4RECOVERY LP,SS&E,460000,36,00,"$7,075.14"
S2YN1870,120068,Graphic Decals,20110701,20150630,SSE,J M R GRAPHICS INC,SS&E,110727.4,33,00,"$16,838.50"
S2YN1880,A20109,A & A SALES ASSOCIATES LLC Bid # S2YN1880,20111001,20150630,SSE,A & A SALES ASSOCIATES LLC,SS&E,60001,33,00,"$23,680.14"
S2YN1920,120108,Repair/Replacement Services for American LaFrance Aerial Ladder Trucks and Pumpers,20110901,20150831,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,217460,36,00,
S2YN1930,120142,Foam Fill Tire & Dismount/Removal Service,20111001,20150930,SSE,INTER CITY TIRE & AUTO CENTERS INC,SS&E,80001,36,00,"$1,490.00"
